source,references,hypothesis,trans_error,human_error,ambiguous,error_type
"Miten vanha hän oli, kun hän potkaisi tyhjää?",So how old was she when she finally blasted off?,How old was he when he kicked nothing?,,,,
"Se on voimassa vasta, kun on potkaissut tyhjää.",Yes. It's only effective after you've kicked the bucket.,It's not valid until you've kicked nothing.,,,,
"Äiti potkaisee tyhjää, kun saa tietää tästä.",No beer. We shouldn't even be doing this here. Mom's gonna die when she finds out about all this.,My mom's gonna kick me when she finds out about this.,,,,
Pukki kaalimaan vartijana.,"You're kind of like the wolf guarding the henhouse, Fred.",Santa as the guard of the cabbage country.,,,,
Teillä menee puurot ja vellit sekaisin!,Then why are you comparing apples and oranges?,You're going nuts! You're going nuts!,,,,
Kiusallinen rauhansopimus Espanjan kanssa on rikkana rokassa.,There's always the awkward detail of Your Majesty's treaty with Spain.,The awkward peace agreement with Spain is rich in rock and roll.,,,,
Siinä oli ruista ranteessa.,"Ooh, is there stuff on that pitch!",There was rye on the wrist.,,,,
"B.A., tiedämme että sinulla on ruista ranteessasi.","And B.A. we know you've got the bulk, baby.","B.A., we know you have rye on your wrist.",,,,
- Hänellä on ruista ranteessa.,She could do anything. Yeah.,- He's got rye on his wrist.,,,,
Ehkä hän haluaa saada heidät kiinni rysän päältä.,I guess he's trying to catch them at it or...,Maybe he wants to catch them.,,,,
Smith jäi kiinni rysän päältä varastaessaan lapsilta.,Smith was caught red-handed stealing from boys.,Smith got busted stealing from the kids.,,,,
Jäikö hän kiinni rysän päältä?,"Oh my God! - What, then you caught her?",Did he get caught in the crash?,,,,
Yksi ilta vettä satoi kuin esterin perseestä.,"One night, man, it was just raining like fuck, man.","One night, it rained like an emerald's ass.",,,,
Elena lähti soitellen sotaan.,"She went in with no extraction plan, no idea how to find mack.",Elena left calling the war.,,,,
"Saat käyttöösi tutkia, satelliitteja ja pari lentokonetta. Emme ryntää soitellen sotaan.",Ground troops are still out.,"You get access to the satellites, the satellites, a couple of planes, and we don't rush in calling the war.",,,,
Et voi lähteä soitellen sotaan avaruusolentoja vastaan.,Fighting Alchemy or Savitar or aliens isn't something you just show up and try.,You can't go to war with aliens calling.,,,,
- Älä soita suutasi.,Don't you brash me.,- Don't talk to me.,,,,
Soitit suutasi psykopaattien edessä.,"You had to run your mouth in front of psychopaths, didn't you?",You played your mouth in front of psychopaths.,,,,
"Soitan suutani, mutta sanon harvoin suorat sanat.","I mean, I talk a good game, but I very rarely tell people what I think to their face.","I play my mouth, but I don't know how many words I'm gonna say.",,,,
"Ja sokerina pohjalla, - minulla on Lontoon paras äänentoistojärjestelmä.",And to top it off... I got the baddest system in all of London.,"And as a sugar at the bottom, I have the best sound system in London.",,,,
"Ja sokerina pohjalla Anne Dettrey, muotitoimittajamme.","And last, as a kind of dessert, Anne Dettrey, our fashion editor.","And as sugar at the bottom, Anne Dettrey, our fashion editor.",,,,
Ja sokerina pohjalla - ulkona on limusiinikolonna - valmiina viemään meidät - strippiklubille!,And last but not least... there is a fleet of limos outside... waiting to take us to... a strip club!,And as sugar on the bottom... there's a limo column outside... ready to take us to a strip club!,,,,
Nyt tulee tupenrapinat.,He's going to be so angry.,Here comes the rascals.,,,,
Nyt tuli tupenrapinat,ROSE! WHAT ARE YOU DOING?,"Oh, my God, I'm so sorry.",,,,
Nyt tuli tupenrapinat.,"- [ Whimpering Laugh ] Oh, I'm in trouble.","Oh, my God, I'm so sorry. I'm so sorry.",,,,
"Toisin kuin sinä, joka vain seisot tumput suorina - minä päätin tehdä jotain.",So unlike you... who seems to be completely comfortable just standing around like some fucking pussy... I decided to do something about it.,"Unlike you, who's just standing up straight, I decided to do something.",,,,
Miksi täällä seistään tumput suorina?,What is everybody doing standing around here?,Why are we standing up here with a bunch of jerks?,,,,
En voi vain seisoa tumput suorina.,You can't expect me to do nothing.,I can't just stand there and do it.,,,,
"lnfektion mahdollisuus kasvaa joka sekunti, jonka hän on auki. Lisäksi tuhlaat tuhansia dollareita, kun seisot siinä tumput suorina.","The rate of infection for this patient is increasing every second you keep him open, not to mention the thousands of dollars you're wasting standing here doing nothing.","The possibility of infection increases every second he's open, and you're wasting thousands of dollars standing there with your twats straight.",,,,
Roger voi tykätä kyttyrää.,- Roger may take a dim view of this...,Roger can love a hump.,,,,
"Anna potkut, jos tykkäät kyttyrää.","And if you don't like that, you can just fire me.","If you like humps, fire them.",,,,
Taidat tykätä kyttyrää.,- Getting a hint of disapproval.,"You like the hump, don't you?",,,,
-Loppuvaiheen syöpä - laukkaava.,- Terminal cancer. Raging.,- End-stage cancer - galloping.,,,,
"Se oli raju vaihe, jossa Linnunrata nielaisi lähimmät galaksit.",OUR GALAXY TURNS ON ITS COSMIC SIBLINGS.,It was a violent phase in which the Milky Way swallowed up the nearest galaxies.,,,,
- Pääsemmekö läpi vaiheisilla?,Could we get through with our phasers?,Can we get through with phasers?,,,,
"Luulin, että ryöstelisimme jo tässä vaiheessa pankkeja - emmekä bensarekkoja jossain Jumalan selän takana.","I thought we'd be robbing banks by now, not some gas truck in the middle of nowhere.","I thought we'd be robbing banks at this point, not gas trucks somewhere behind God's back.",,,,
"Voimme varmaankin sanoa, että tässä vaiheessa menitte ojasta allikkoon.",I never thought I'd hear him say that. Safe to say this is when the mission went from the frying pan into the fire.,"I'm sure we can say that at this point, you went from ditch to alliikko.",,,,
Missä vaiheessa aloit tuntea olevasi hukassa?,At what point did you begin to feel lost?,At what point did you begin to feel lost?,,,,
Hän on vaihtamassa hiippakuntaa.,He's getting fitted for a halo.,He's changing dioceses.,,,,
"En halua olla vastarannankiiski, mutta nautin tästä.","I think that's the point! I don't mean to be a contrarian, - but I'm enjoying this.","I don't want to be against the beach, but I'm enjoying this.",,,,
Et enää erota vastarannankiiskejä.,No more dismissing anyone who disagrees.,You can't tell the difference between the two sides of the beach anymore.,,,,
Taisi vetää herneen nenään.,That pissed her off.,I think he got a pea in his nose.,,,,
Jotkut vetävät herneen nenään.,"Some people get pissed off, saying we're taking over.",Some people pull a pea in the nose.,,,,
Älä vedä hernettä nenään.,Keep your knickers on.,Don't get your pea in the nose.,,,,
Olen todella vetänyt hirsiä!,Have I been sawing wood up there!,I've really pulled the logs!,,,,
"En, vedän hirsiä kymmeneltä.","No, no, I'll be sawing wood at 10:00.","No, I'm pulling logs at 10:00.",,,,
Vähän isompana toivoin törmääväni siihen ja vetäväni turpaan.,"When I got older, I wanted to bump into him and beat him up.","A little bigger, I was hoping to run into it and kick my ass.",,,,
- Tuut kans tai vedän turpaan.,You better come back or else I'm gonna kick your ass.,"- You come with me, or I'll kick your ass.",,,,
Ehkä voisit antaa minulle listan kaikista existäsi jotta tietäisin edes kuka minua seuraavaksi vetää turpaan.,Maybe you could just give me a list of all of your exes so that I can at least know who's going to beat my ass into the ground next.,Maybe you could give me a list of all your exes so I could even know who's gonna kick my ass next.,,,,
Sitten vinttini pimeni.,And then I...,And then my winch went dark.,,,,
"Sanoin, että vintti pimeni. Olit kauhuissasi.","I said, ""Dead out, he was scared shitless.","I told you it was dark, and you were terrified.",,,,
Vintti pimeni.,I blacked out.,It's gone.,,,,
Ei tarvitse vääntää rautalangasta.,- You don't have to draw me pictures.,You don't have to spell it out for me.,,,,
Cheerleaderille pitää kaikki vääntää rautalangasta.,"Jeez, you gotta spell everything out for the cheerleader.",I'm gonna have to spell it out for cheerleader.,,,,
- Pitääkö minun vääntää rautalangasta?,We should wait for Captain Teitel.,- Do I have to spell it out for you?,,,,
Yritys hyvä kymmenen.,"Then give him an A for effort, Andy.",It's a good ten.,,,,
"Yritys hyvä kymmenen, mutta luulenpa että onnemme loppui.","A great ride, friend. But I have a feeling it's about over.","Well, try a good ten, but I think we're out of luck.",,,,
"Yritys hyvä kymmenen, vaikka häviäisitte.","Win or lose, you are giving it your best shot.","Try a good ten, even if you lose.",,,,
Kaikki elävät koodinmurtajamme ovat äimän käkenä.,All of our living code breakers are absolutely stumped.,All of our live code breakers are out of control.,,,,
- Olenkin äimän käkenä.,"- Yeah, well, I'm fucking surprised.",- I'm a mess.,,,,
Olin äimän käkenä.,"I'm thinking, ""What the hell?""",I was a mess.,,,,
Minusta se on äidin näköinen.,"Mum says so, but... looks more like her.",I think it looks like Mom.,,,,
Olet aivan äitisi näköinen.,You look like your mother. Let me help you.,You look just like your mother.,,,,
"Sanovat, että olen äidin näköinen.",They say I look like her. - That's because you do.,They say I look like Mom.,,,,
