sent,reference,translation
二重生活を送るように 二枚舌を使った どうしてそんなことをするのか　わからないな,"That kind of duplicity... leading a double life, I don't know how you do that.","He used his double tongue to lead a double life, and I don't know why he would do that."
二番煎じを得たと思ってるだろ,You think you got a second shot.,You think you've got the second roast.
奴は人が変わる,The guy flies off the handle.,He's changing people.
彼女は人が変わってしまった と彼女の医療費 -,"She hasn't been the same, and her medical bills-- look, I'm...",She's changed people and her medical expenses--
人が変わるの,He changes.,People change.
愛する人が悪いことをした、とかね,"If their sweetheart's done 'em wrong, they write.",The person I love has done bad things.
木の中では いい人が悪い人になる事あるの？,Do good people ever turn bad in the upside-down tree?,Do good people sometimes turn bad in trees?
殺人が悪いことだともね 俺を拘束した巡査は,And not killing people.,"Even if it's murder, the officer who held me in custody,"
普通は人を 食ったり考えないぞ！,"God! Twenty years, you been throwing that in my face, like it's some great thing, not eating me.",I don't usually think of eating people!
人を食うことが 気色悪いのは分かる,I know it's pretty damn weird to eat people.,I know you're sick of eating people.
人を食う木箱の怪物,Things coming out of crates and eating people?,It's a man-eating crate monster.
ジヤック、ソナだ フランス育ちのアメリカ人だ だから人当たりがいい,"Hey, Jack, this is Sona, she's an American who grew up in France, which makes her really friendly.","I'm a French-born American, so I'm friendly."
火は人目を引くぞ,"Is what attracts them, see?",Fire's gonna attract attention.
人目を引くためだ,Something to lure you in. Like...,To attract attention.
女の一人旅は 人目を引くから,"The money's in that bag, Danny.",A woman's journey is quite eye-to-eye.
"- ""ハッキング""は人聞きが悪いです","- ""Hacked"" is such an ugly word.",- I don't know what hacks are.
人聞きが悪い,I wouldn't call it that.,You're not a good listener.
今の今まで　どんな女なのかも知らなかった,"Until just now, I didn't even know what she looked like. That's funny.",I didn't even know who she was until now.
今の今まで 誰もそれを指摘しない ここは私有地です どうぞお引取り下さい そうか 私はどこにも行かないぞ,"Up till now. This is private property, sir. I'm going to have to ask you to leave.","Until now, no one has pointed that out. This is private property."
そして今の今まで、何が起きたか 納得はしていない,"And I have never, ever been so convinced of what has to happen now.","And so far, I'm not convinced what happened."
でも今は　これまでの 経験の後では,"But now, after everything we've been through...","But right now, after everything we've done,"
今はこれまで以上に重要よ,And now it's more important than ever.,Now is more important than ever.
でも今は昔のように,It's like old times.,But now it's just like old times.
ま、今は昔よりだいぶマシになったんだけどね。,But it's going better with her now.,"Well, now it's much better than it used to be."
今は昔、例の悪いニュースを 聞いた後,"Now once upon a time, after receiving some particularly bad news",(Laughter)
奴には家族がある 好むと好まざるに拘わらず 結果が付いて回るんだ,Cantor has a family and a future and there are consequences for what he did or didn't do.,"He's got a family, and if he likes it or doesn't like it, the consequences will follow."
気に留めるべきは 君が何かを犯したと 誰かが考えた場合 その情報は今後一生君に付いて回る,"So it's important to note that if someone has a perception of you having done a thing, it will now follow you for the rest of your life.","The point is, if someone thinks you've committed something, they'll be following you for the rest of their lives."
お互いに 付かず離れずよ,"- Well, it keeps us apart, but not too far apart.",We can't stay together. We can't stay together.
男は仮面を被っていた,Men wore masks.,The man was wearing a mask.
仮面を被っていた,Said they were masked.,He was wearing a mask.
「人民のためだという仮面を被った」 「犯罪や」 「労働運動」,"Criminality, labor movements masquerading as being for the people.","""Crime, labor movement, under the mask of being for the people."""
母さんが仲を取り持ったんだ ずっとパリみたいな所で 情熱的に生きたかったけど,"Mom could have helped. Oh. Oh, boy!","My mom and I had a relationship, and I always wanted to live passionately in Paris."
でも誰が俺とソビエト政権の 仲を取り持ってくれるんだ？,Who'll heal the breach between us and the Soviets now?,But who will make peace between me and the Soviet regime?
誰がアンドリア人とテラライト人の 仲を取り持ったと思ってるのか,Who does he think got the Andorians and Tellarites talking?,Who do you think made peace between Andorians and Tellarites?
自分でほぼ 手を打ちましたが 両親との仲を 取り持って下さい,"I'd ask you to put in a good word with my parents, but I've pretty much got that taken care of.","I've done most of the work myself, but I need you to keep in touch with my parents."
彼女との仲を裂き,You just want to scare me so I'll split!,I'm breaking up with her.
姉さんとの仲を 裂こうとしているの,"She hopes to keep him in town, and persuade you that he does not care about you.",I'm trying to break up with my sister.
やめて私たちの仲を 裂きたいの？,"If you tell, then you're my enemy! You want to ruin my life.",Don't do this. You want to break our relationship?
タラにも会わせる顔がない,"And hell if I know how I'll ever, ever be able to look Tara in the face again.",I don't have a face for Tara.
似ても似つかないね,She's a different person altogether.,"It doesn't look like him, does it?"
ほんと、アイドルの流河とは、似ても似つかないや,You're right. He doesn't even look anything like him.,It's like a river. It's like a river. It's like a river. It's like a river. It's like a river.
住めば都,Nothing beats a real home.,"If you live in it, it's a capital."
体で覚えているはずだ。,- Should be just muscle memory.,You must remember it with your body.
重要ポイントを 体で覚えているんだ,It is merely an aid to memory. Helps me marshal the facts already in my command.,I remember important points from my body.
体で覚えて,Not a choice.,You'll learn from your body.
お身体に障る... ！,You are too weak...,It's bad for you.
だから体を壊した夫が会社を 売却するのを内心　喜んでた,So it came as a relief when his failing health and a costly lawsuit were forcing them to sell to the competition.,That's why she was so happy to have her husband sell the company when he destroyed her.
あなたの魂が 肉体を壊してる,Your dead soul is killing his living skin.,Your soul is destroying your body.
もうクスリの乱用や　粗食 身体を壊すような　真似はしない,"There will be no more pills. There will be no more bad food, no more destroyers of my body.","No more drug abuse, no more poor food, no more body damage."
あいつは仲間のために 体を張る男だ,That man in there takes bullets for the people he cares about.,He's a hard-core man for his people.
体を張ってくれた,"She saved my life, you know?",He took care of me.
体を張った仕事は退屈だ　全く,"All that physical stuff... So dull, so dull.",It's boring to have a hard day's work. Not at all.
それは何かと言うと それは･･･,I'll tell you what it is. It's...,"I mean, what is it? It's..."
何かと言うと...,Plus...,It's just...
死因は感電死によるもの 凶器は... 何かと言うと...,"Cause of death was electrocution, courtesy of... wait for it... a cattle prod.",Cause of death was electrocution.
トム、トム 何かと言えばトムか,"Tom, Tom. You're like a broken record!","Tom, tom, tom, tom, tom, tom, tom, tom, tom,tom,tom,tom,tom,tom,tom,tom,tom,tom,tom,tom,tom,tom,tom,tom,tom,tom,tom,tom,tom,tom."
- 彼が何から何まで教えてくれた,- He showed me what was what.,- He taught me everything.
彼の意思の何から何まで,Any part of his soul.,From all of his will.
何から何まで,Alpha to omega.,From everything.
今日は何から何まで 完璧にしなくっちゃ 可愛いダドリー坊やの 特別な日だもの,- I want everything to be perfect for my Dudley's special day!,You've got to be perfect for everything today. It's a special day for your little Dudley.
俺がこれまで千年もの間に 何が何でもアンタを 傷つけると思ってるなら 俺をクラウスと 履き違えてる,"If you think that I'd ever in 1,000 years do anything to hurt you, you got me confused with Klaus.","If you think I've ever done anything to hurt you in a thousand years, you've mistaken me for Klaus."
兄上はいつもそう 何が何でも 皆に犠牲を払わせて,"You always do, no matter what it costs the rest of us.","You always do. Whatever you do, let them make sacrifices."
何が何でもリンカーンに行く,I'm going to Lincoln if it's the last thing I do.,"I'm going to Lincoln, whatever it takes."
何が何でもゴンドールが 手に入れるのだ,We cannot let that happen. This thing must come to Gondor.,"Whatever it takes, Gondor will get it."
何が何でも手に入れてやりたい,I will stop at nothing to get it for him.,I want to get whatever it takes.
何でも来いだ,Here you go. Eddie. Hey.,"Come on, come on, come on, come on, come on, come on, come on, come on, come on, come on."
リバー８情報を 何としても入手する積りだ,We're gonna get all the information we need about Liber8.,"We're gonna get Liber8 information, whatever we can to get it."
何としてもやるの,We have to.,We're gonna do whatever we can.
何としても守る,Plan to keep it.,I'll do whatever I can to protect you.
"""何はさておき 駆けつけます""",I'll drop everything. On my way.,I'll be on my way.
何はさておき,"Above all else,",I don't care.
年を取るというのは皮肉なものだ 何はともあれ,Old age is a wonderful source of ironies if nothing else.,"It's ironic to grow old, no matter what."
何はともあれ,Bullock's right.,I don't care.
何はともあれだ 問題が残ってないかね,Be that as it may... don't think we got the right guy.,"Whatever it is, there's no problem."
「そこで 何を 隠しいる？,What do you have in there? What do you have in there?,What are you hiding there?
ハーヴィーも ご覧に 何を隠そう 彼は...,And then I started to pay attention to Harvey and all that he's been doing as our new da.,"And Harvey, you see what I'm hiding. He's..."
何を隠したって？,Where what is hidden?,What are you hiding?
何食わぬ顔をしているが 良くなってはいないよ,He's putting on a brave face but he's not doing well.,"You look like you don't like it, but you're not getting better."
君の決断を批判する者を 対処しなければならない いつも何食わぬ顔で 始まる,"You have to deal with all those people constantly second-guessing your decisions, and it always starts out so innocently, doesn't it?","You have to deal with those who criticize your decision, and you always start with the uneaten face."
家から出ることを余儀なくされ― 壁の向こうの原野へ追いやられた,"Forced from your home, driven out to the wilds beyond the Wall.","I was forced to leave the house, and I was driven out into the wild beyond the Wall."
私たちは、 馬に彼を結ぶと私の納屋の周りに彼をドラッグすることを余儀なくされた。,We were forced to tie him to a horse and drag him around my barn.,We were forced to tie him to a horse and drag him around my barn.
"アンディ... 覚えておいて , Jadallaが信じていることを確かめてください 私はあなたにこれをさせることを余儀なくされています。","Andy... remember, be sure Jadalla believes I'm forcing you to do this.","Andy... remember, make sure Jadalla believes I'm forced to let you do this."
ラニスターが借りを返すのと同じくらいね,Almost as much as you Lannisters with your debts.,As much as the Lannisters owe you.
ローガン 君が借りを返す番だ 私を導いてくれ,Logan you have to do for me what I once did for you lead me guide me.,"Logan, it's your turn to pay back the debt and lead me."
ティリオン・ラニスターであれば お前の一族が私の一族にした事の借りを返させるために 殺さない理由がないであろう？,"If you are Tyrion Lannister, why shouldn't I kill you to pay your family back for what it did to mine?","If you're Tyrion Lannister, why wouldn't you kill me to pay for what your people did to my family?"
少し値が張りますが,though a little bit expensive.,It's a little bit more expensive.
- 値が張るもんな,"For that price, it better be.",- That's a lot of money.
慎重に扱え 値が張る 粉末状だ,Careful. It's rare. Pricey.,Careful. It's high-value powder.
値千金のな！,Priceless!,It's worth a thousand dollars!
備えあれば憂いなし,"Pray for the best, prepare for the worst.","If you're prepared, you won't grieve."
備えあれば憂いなしです,- Packed already? No harm in being prepared.,"If you're prepared, you'll be fine."
備えあれば 憂いなし,It's best to be prepared.,"If you're prepared, you'll be fine."
最後 傷口に塩ぶっかけて,-He cried the most. But he dumped salt on his wounds.,"Finally, put salt on the wound."
元の木阿弥,We're back to square one.,The original tree.
でも天使を助けたら 元の木阿弥で またトラブルに陥るぞ,"I do, but helping angels is what got you in trouble in the first place.","But if you help an angel, you'll get into trouble with your original tree."
元の木阿弥だ 好印象が必要だろ？,"And that's really gonna score a bunch of points with the group, okay?","It's the original tree. You need to make a good impression, don't you?"
- いや あんまし ただ近い内に 元の鞘に収まるとは思えない,"No, not much, but it doesn't look to me like they're gonna be getting together anytime soon.","- No, not much. I just don't think it's gonna fit into the original pot in the near future."
貴方にはまだ悪い２つの選択肢がある あなたは出血して先が見えてる,"Well, you still have two bad choices, but only one ends with you bleeding out.",You still have two bad choices. You're bleeding out and you can see where you're going.
もう少し先が見える,Just a little further.,I can see a little bit farther away.
先が見えない,I've been losing my way.,I can't see where I'm going.
土地は平等に分配すべきだ 1人の貴族を特別扱いして 先を争わないように,The lands should be divided equally so as not to favor one nobleman over another.,The land should be divided equally so that one nobleman will not have to fight first.
見つけるのは無理さ 彼女は先を読んでる,You're not gonna find her. She's smarter than that.,I can't find her. She's reading ahead.
先を読む能力よ,It's the gift of anticipation.,It's the ability to read ahead.
先を読んで食事を準備し ベッドを整える,"When they're hungry, food is ready. When they're tired, a bed.",I'm gonna read you a story. I'm gonna prepare you a meal. I'm gonna make you a bed.
- 先を越されたのかな？,- Are we too late?,- You think they're ahead of you?
先を越されブこな,Someone got here first.,We've got to get ahead of ourselves.
俺が眠ってる間に 先を越されたのだ,She must have passed me while I slept. Well? ...,They made me go ahead while I was sleeping.
先手を打って行くわよ,"They'll go past, we'll keep them ahead of us.","Come on, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go!"
我々は先手を打って カネを追跡可能にした,"We've got to get a step ahead of these people. The money's rigged, thermal tracking.",We took the initiative to track the money.
先手を打って 流れを変えないと,"It's time to get out in front, change the game.",We've got to get ahead of them. We've got to change the flow.
先立つ物も無い者に?,Someone without his means?,Who hasn't got anything ahead of them?
これ 入れ替わり立ち替わり みんなが謝りに行くだけで 終わらないですよね？,Is everyone just going to take turns apologizing?,"It's just that everyone's going to apologize, isn't it?"
八方塞がりなんだろ？,I know you're running out of options.,"I know you're in trouble, right?"
八百長だからよ クィニー,"Because the game is rigged, Queenie.","It's because of you, Queenie."
ケビン　選挙は八百長だった,"Kevin, the election was fixed.","Kevin, the election was fixed."
ジェーンに対する裁判は　八百長だったの,The case against Jane was a setup.,The trial against Jane was a miscreant.
彼の性嗜好は公然の秘密だった,His proclivities were the worst kept secret at court.,His taste in sex was a covert secret.
これは公然の秘密だ,This is an open secret,This is an open secret.
そして帰って来た 献身的な妻とやらの元に もう公然の秘密 パパ以外はね,"And he comes home, to this devoted wife, and everyone is in on the secret except him.","And then I came home with my devoted wife, except for my dad."
私も爺と同じ考えだ、長い期間、 兵を挙げる勇気を持てないだろう,I think my mentor is right. He won't be able to dare anything for a very long time.,I don't think I'd have the courage to be a soldier for a long time.
カラマンオール・イブラーヒムが 兵を挙げたようです,Karamanoglu started the campaign.,Karamanoglu Ibrahim raised his troops.
冷たくなって死んでたんだろ,"- ""Dead"" is the word you're looking for. Stone-cold dead.",I thought you were cold and you were dead.
ショーン　君から聞いた話だと 子供が生まれてから　リサが性的な面で 冷たくなったってことらしいね,"Sean, what I'm hearing from you is that Lisa has become sexually cold ever since the baby was born.","Sean, you've told me that since the birth of a child, Lisa has become sexually cold."
暑くなったり冷たくなったり,The hot is actually cold. The cold is actually hot.,"It's hot, it's cold, it's cold, it's cold, it's cold, it's hot, it's cold, it's cold, it's cold, it's hot, it's cold, it's cold, it's hot, it's cold, it's cold, it's cold, it's cold, it's cold, it's hot, it's cold, it's cold, it's cold, it's hot, it's cold, it's cold, it's hot, it's cold, it's cold, it's cold, it's cold, it's hot, it's cold, it's cold."
僕は脚が冷たくなるのを耳にした...,I heard of getting cold feet...,I heard my legs get cold...
常識ある人間なら、ここで 癌の切り札を出すんだよ,That's where someone with half a brain would have played the cancer card.,"If you're a common sense person, you're gonna give me a cancer tip here."
この2つは切っても 切れないもの,Survival and sacrifice... they go hand in hand.,"You can cut these two, but you can't cut them."
地球的な表現に「切っても切れない縁」とある,"There's an Earth expression, ""We're stuck with each other"".","""It's the only connection you can't cut."""
切羽詰まってる,I'm dead in the water here.,It's a dead end.
お前が切羽詰まってる時に 一日に6マイルは走ってるし,"Look, I'm running six miles a day, I'm sleeping eight hours.",I'm running six miles a day when you're stuck.
"""いつもの声が　聞けるのはいいな"" ""Snake Eyesは　戦列に入った""",It's nice to hear a friendly voice. - Snake Eyes has joined the fight.,"It's nice to hear your usual voice, but Snake Eyes is in line."
初心に返るってことでしょう 大事なことだと思うわ,Returning to one's origins? I think that's important.,I'm sure you'll come back to your senses. I think it's important.
判で押したように毎週　彼女は来る,She comes back every week like clockwork.,She comes every week just like I did.
割に合うことなら 何でもやる,"Look Vera, I'll do anything within reason. But not that. So forget it.",I'll do whatever's worth it.
- 割に合わない,It's not worth it.,- It's not worth it.
あの少女は 割に合わないかもな,Maybe the girl is not worth it.,I don't think that girl's worth it.
アンジェラはきみの親友なんだ オレが２人の間に割って入った,"Angela is your best friend, and obviously, I've come between you two.",Angela's your best friend. I broke in between you two.
俺がここに居るから いつでも割って入る,I'll be right here. I'll step in.,I'm here. I'm gonna break in anytime.
僕が割って入るまで　まさにそんな感じだった,"Oh, well, it was about to, until I stepped in.",It was just like that until I broke in.
そして　時が来た時 彼は権力にしがみつかなかった,"And when the time came, he didn't cling to his power.","And when the time came, he didn't see power."
パキストンは彼らを無気力にした 彼らの考えを変えるだけのものはない,"Paxton's unnerved them, and there's not a lot I've been able to say to change their minds.",Paxton has made them helpless. There's nothing left to change their mind.
つらさを原動力にして もっと強くなってやる,I take that shit and I use it as a motivation to push me to be better at what I do.,I'm going to force the pain to make you stronger.
力になる為に勉強してました 理解できる年齢です,I've been studying to be with the force since I was old enough to read.,I was studying to help. I'm old enough to understand.
力になってくれ,Help us.,I need your help.
広がりの大きさが - 魅力になる,Pretty soon all the Baylor kids saw their friends on our site and we were in.,The scale of the expansion is fascinating.
彼は愛を呪い　ラインの輝く黄金と 際限のない権力を得た,"He cursed love, and gained the Rhine's glittering gold and with it immeasurable power",He cursed love and gained the shining gold of the Rhine and endless power.
YouTube、リドリー・スコット、トニー・スコットがLGエレクトロニクス社の協力を得てお送りします,YOUTUBE AND RIDLEY SCOTT AND TONY SCOTT PRESENT IN ASSOCIATION WITH LG,I'm going to give you an example of how this works.
それに能力を得た,And getting weird.,And I've got a gift for it.
着々と力を付け...,Wormed his way up the ranks.,We're going to get stronger and stronger.
もっと力を付けた,The more firepower I got.,I've made it harder for you.
アンナはフィフス カラムが 力を付けて来たと考えている,Anna knows that the Fifth Column's growing stronger.,Anna thinks the Fifth Column has come to power.
男達の描写の方に力を入れてた それは何故 私はモンローに惹かれてるのに,"I keep writing men better than the woman, which is so strange, because Marilyn is who I'm most captivated by, just like they were, I guess.","I've been working harder on the description of the men, and I don't know why I'm attracted to Monroe."
はやく、もっと力を入れてくれ！,Now! Oome on!,"Come on, come on, come on, come on, come on, come on, come on, come on, come on, come on, come on."
力を入れてもいいわよ,You can do it harder.,I don't mind if I try.
寝返っては居ない 安心材料を必要としてる 力を落としてる,"He's still with us, but he needs to feel a sense of control, power.",I'm not turning around. I need security. I'm losing my power.
一休みしろ　海軍の仲間達が 俺達のために抵抗力を落としてくれる,Take a breather. Our pals in the Navy are going to soften them up for us.,"Take a break, and your friends at the Navy will lower your resistance for us."
[電力を落とす],[electricity powering down],[cheering power]
私に何してもいいが、 この悪に力を貸さないよ！,You can do what you want with me. I won't be a part of this... this this evil any longer.,"You can do anything to me, but I won't help you with this evil!"
それを見直して　少し認めてくれるなら 喜んで　私の洞察力を貸してあげるわ,"If they'd review it, grant me a few, well, then I'd be happy to lend my insights.",I'd be happy to lend you my insights if you'd just come back and admit it a little bit.
ちょっぴり私達に 力を貸すだけでいいの 追跡呪文でお兄様を 見つけ出すのに,"We need you to perform a teeny, tiny locator spell to help us find our brother.",All you have to do is help us find your brother with a tracking spell.
"""舌で身動きが 取れなくなる前に""","""FORTUNATELY, I HAD MY DAGGER AND WAS ABLE TO SLIT ITS THROAT",♪ Before my tongue can't move ♪
図書館で身動きが取れなくなってる 分隊が有ります,We got a squad pinned down in a library.,There's a squad in the library that's out of control.
身動きが取れなくなっちゃった,I'm screwed up.,I'm stuck here.
最近の出来事も 勘定に入れなくてはなるまい,"However, recent events must be taken into account.",We'll have to take account of recent events.
外とは勝手が違うが 心配するな,Don't be alarmed. You will notice that things work differently here.,"It's not what it looks like out there, but don't worry."
他の飛行機とは勝手が違うから。,This isn't like other planes.,It's not like any other airplane.
見事な試みだけど ちょっと勝手が違うみたいね,"You know what? That's an excellent try, but you might want to ramp it back a notch.","Well, it's an excellent attempt, but it's a little bit different."
だが彼は勝手を知ってるし 君は関わらないのが一番だ,And safe and cautious is you not being involved in this at all.,"But he knows what he wants, and it's best that you stay out of it."
勝負は時の運,"You win some, you lose some.",It's time to win.
僕の経験では　勤勉は成功の母だ,My experience-- diligence is the mother of luck.,"In my experience, diligence is the mother of success."
難問を 突きつけるのは あなたの 十八番,You always told me to ask the tough questions.,The challenge is yours to face.
"""千里の道も一歩から 最初の一歩から ""始まる","""A journey of a thousand miles begins with a single step.""","""The path of a thousand miles starts at the first step."""
- 千里の道も一歩から,- You have to start somewhere.,- It's a step in the way of a thousand miles.
千里の道も一歩からだ,Every journey begins with a first step.,"It's a step in the way of 1,000 miles."
千里眼があるのか 霊能者なのか,"You're either a clairvoyant... a psychic, a seer, a soothsayer, or something.",I don't know if he has a clairvoyant or a psychic.
それは分ってるが お前なら 銀河間　超空間　千里眼で 誰か探せるんだろ,"I know that, but maybe you can use your intergalactic, hyperspace, X-ray eyeballs to find someone else.","I know that, but you're gonna be able to find someone between galaxies, superspace, clairvoyants."
千里眼だ,Clairvoyant.,It's a clairvoyant.
見物はしたためしがない ロックフェラーのように 危ない橋を渡るタイプだ　カラ,"Never pictured you as a Rockefeller ice-skating type, Kara.","I've never seen anything like that before, but I'm the kind of guy who's going over a dangerous bridge, Kara."
君のために危ない橋を渡ったよ,I...,I've come across a dangerous bridge for you.
そう何度も危ない橋を 渡ることはできん,It's one thing if my employer gets iced. It's another if it happens in his bedroom.,You can't cross a dangerous bridge over and over again.
彼女はおまんこで あたしは厄介になってんの,She is a cunt. I'm an embarrassment.,"She's a jerk, and I'm a pain in the ass."
この上ご厄介に なる訳にはいきません,"I couldn't impose on your hospitality any longer, sir.",There's no way you're going to get in trouble.
殺せば厄介になるぞ,And killing me won't solve your bigger problem.,"If you kill him, he'll get in trouble."
デミギスは普段は大人しいけど ちょっとしたきっかけで 厄介になるんだ,"Demiguise are fundamentally peaceful, but they can give a nasty nip if provoked.","Demigs is usually a grown-up guy, but it's just a little bit of a distraction."
- シアトルへと厄介払い,- Shipped off to Seattle.,"- I'm gonna take you to Seattle, and I'm gonna get you out of here."
彼は厄介払いだと思うだろう,"I think he'd take it as an affront, like I'm trying to get rid of him.",He'll think you're in trouble.
あのクソ女は俺を厄介払いしようってのか,"God,that bitch pisses me off.",That bitch is trying to get rid of me.
わしは奴を厄介払いし 指環と財宝を手に入れる,"I can finish him off with ease, and the ring and the hoard are mine!","I will rid him of his troubles, and I will get the ring and the treasure."
バートレイの推進してた事業で 反りが合わなくて ガブリエルは クビにされてる,Seems Gabrielle was fired for apparently being difficult to work with while Bartley went on to be promoted several times and make a small fortune.,Gabriel's been fired because he didn't get in the way of the business that Bartley was promoting.
反吐が出る,Makes me sick.,I'm gonna throw up.
反吐が出る,I may vomit.,I'm gonna throw up.
反吐が出るほどだ わしが働くすべてに何時も 自分ばかり見出す,To my disgust I find only myself in all I bring about,All I do is find myself.
アンナの種族にも 反旗を翻す者が,Even her own kind are turning on Anna now.,And Anna's people have anti-tanks.
ジェダイは　元老院に 反旗を翻すでしょう,The council's next move will be against the senate.,The Jedi will turn against the Senate.
人々が反旗を翻した時 お父上は彼らの舌を切って燃やしました,When the people rose in revolt against him your father set their towns and castles aflame.,"When the people rose up against the flag, your father cut their tongues and burned them."
引き止めたが 取り付く島もなかった,"I tried to stop him, but he definitely wanted to get the hell out of here.","I held him back, but he didn't even have an island to catch up with."
多分　マシンに聞くべきだ サイラス・ウェルズに関する 詳細については あなたは彼を考える前に 取るに足りない,Perhaps you should ask the machine for a bit more information about Cyrus Wells before you deem him insignificant.,Maybe you should ask the machine about the details of Cyrus Wells before you think about him.
我々の取るに足りない努力を 見つめることは 帰るのに遠いと言う 注意として役に立つだけだった,And to gaze upon our paltry efforts only served as a reminder that we were a long way from going home.,It only served as a reminder that we were too far away to go.
彼の人生、世界は... ...並はずれている 取るに足りない自分に気付く,"His life, his world, was extraordinary.","His life, his world... is in line... and he realizes he's insignificant."
もちろん、あなたのような取るに足らない 人物に伝えるのは簡単ではない。,"Of course, it's not easy to tell for small potatoes like you.","Of course, it's not easy to tell someone who doesn't deserve to be taken like you."
少なくとも君は取るに足らない ヒモのように見える　合ってるか？,At least you look like a two-bit pimp to me. Am I right?,At least you look like nothing. Is that right?
あまりに取るに 足らないことだ。 玉皇大帝に話しておこう。,It's too trivial to mention to Jade Emperor,It's too much to take. Let's talk to Tama Emperor.
ちょっと待って 受けて立つ気は?,I must be mistaken.,"Wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait, wait."
いいとも　いいとも 受けて立つよ,"- No. God, no. Okay, it's okay.","All right, all right. I'll take it from here."
"「""アンナがハルマゲドンを 呼び起こすのなら""」 「""受けて立つ覚悟だ"" と」","""if Anna's bringing Armageddon, I'm going out fighting. ""","""If Anna is going to wake up Armageddon,"" ""I'm ready to stand."""
口が過ぎるぜ,You talk too much.,You're talking too much.
ようは　彼女を愛している だが　彼女はいつも口が過ぎる,"I eventually loved her, but every time she got out of line,","I love her, but she's always too talkative."
ああ 俺は口が堅い 相棒も まあまあ口が堅い,"Oh, we're very discreet. I mean, me so, more than him. But, you know, him too.","Yeah, well, I'm a good man, and my partner's a good talker, too."
本当に口が堅いぞ,They're real cagey types.,You're really quiet.
口が堅いしね,"Yeah, so keep it to yourself.",He's a tight-tempered man.
まず人口が多いだろ センター試験で君は,"Well, first, an awful lot of people live in China, but here's my question.",You've got a lot of people to start with.
口が悪くて すみません,"- Rene. Pardon my language, Miss Maxine.",I'm sorry you're not very good at this.
賢いが 口が悪い,Sure.,"He's smart, but he doesn't talk very well."
匂うし　ベタベタだし 口が悪くなって ザーメンがそこらじゅうに！,"They smell, they are sticky, they say things that are horrible, and there is semen all over everything, okay?","I can smell it, I can feel it, I can smell it, I can smell it, and I can't talk."
おお... この子は口が減らないわね,"Well, this girl's got a mouth on her.","Oh, she doesn't talk too much."
私は口が滑るかもしれん,Or I'm gonna have to.,I might slip.
私からは口が裂けても 申し上げれません,"Such words have never passed my lips, sire.",I can't tell you if it's broken.
若い娘は口が軽い,Young girls are notorious for keeping their fucking mouths shut.,Young girls don't talk too much.
口が重いもう1つの理由,Another reason for my reticence.,There's another reason his mouth's so heavy.
ちょっと情緒不安のようだね 怒りのあまり君は・・ 私の忘れたい事を口にした,"Now, you've had your little tantrum and you said some things in anger that I am willing to forget.",You seem a little nervous and angry and you say what I want to forget.
わしの前で その名を口にするな！,Do not speak to me of Radagast the Brown.,Don't say that name in front of me!
"さようなら　ギャビン ""地獄の王子""の事は 口にするなよ","Goodbye, Gavin. Oh, uh... Don't go mentioning that whole ""Prince of Hell"" thing.","Goodbye, Gavin. Don't talk about Prince of Hell."
ありがたい 口に出すのも はばかる妄想をした,"Well, that's good to hear, because what I'm thinking is pretty damn awful.",I'm grateful. I've had a stupid delusion about putting it out.
パン職人か料金収受人より重要であると 口に出してほのめかしてはいない,"Not to imply that it's any more important than, say, a baker or a toll collector.",It doesn't suggest that it's more important than a baker or a charge holder.
それでは　ついに　最後に皆さんの 1部は口に出してるかもしれません 私の特権　私の名誉であり 私の個人的な喜びです 忘れられない時の人,"And now, finally, at long last, as some of you may be saying, it is my honor, my privilege, my personal pleasure to present to you the man of every hour,","So, finally, some of you may finally be talking about my privilege, my personal pleasure, the one I'll never forget."
バーボンは口に合うかい？ 女性は強い酒は好まないから,Is the bourbon smooth enough? Women don't usually like a harsh whiskey.,"You know, I don't know if I've ever had a bad drink, but I don't think it's a good idea for a woman to drink too much."
≪(沙苗)お口に合うかしら？,I hope it suits your palate.,Does it fit your mouth?
口に合わなかったでしょ？,It was such a bad sandwich.,"You didn't like it, did you?"
「口は　災いの元」とか言うし,Loose lips sink ships and all that.,"""The mouth is the source of evil."""
化学やら何やらの事は知らん お前もビジネスには口を出すな,"I don't tell you how to mix your chemicals and whatnot, and you do not tell me how to take care of business.",I don't know anything about chemistry or anything.
いや　口を出すなクローバー,"Your Majesty, if you're having cold feet--","No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
聞かれない限り 口を出すな,-Or tell 'em unless they ask.,Don't talk unless you're asked.
刑務所で17年間 口を割らなかった男が―,Kept his mouth shut for 1 7 years in San Quentin.,A man who hasn't spoken in prison for 17 years.
口を割らせないと 殺すのではなく,Our instructions were to break him down not kill him.,"If you don't let him talk, he won't kill you."
