contains_idioms,text,original_text
因果 応報,unless you believe in karma.,因果応報を信じなければな
固い なる,Then why did your doorbells get so hard?,呼び鈴が 固くなったでしょ?
固い なる,It would make my nether regions engorge.,私の物が固くなるくらい
固い なる,Don't be so horrified.,そんなに固くならないで
"固い なる,気 が 済む",How many times I got to say it?,もう彼のガードは　固くなるだろう 何回言わせりゃ気が済む？
土 と なる,Riverrun was granted to the Freys by royal decree.,国王によりリヴァランは フレイの領土となった
土 に なる,--when Kansas became a territory?,カンザス州が 領土になった時...
土 を 踏む,Sensible girl with her feet on the ground.,常識的で足が土を踏んでる。
圧力 を 掛ける,All they have to do is hint. Vaguely insinuate.,即、攻撃は無い 先ずは圧力を掛けるだろ？
圧力 を 掛ける,Just not wanting to put any unnecessary pressure on-- on you.,不必要な圧力を 掛ける気じゃないよ 君にね
圧力 を 掛ける,Give me a little more pressure. Just what I need.,もう少しの圧力を掛けてくれ ちょうどいいくらいの
圧巻,"Now the best part, in the interest of sharing everything she can with the world,",圧巻は、 彼女がすべて世界と共有するために、
地 に 落ちる,"Thousands of superpowered dicks touching down, and we got no idea where to start.",数千人の超人が地に落ちて どこから手をつければ良いやら
地 に 落ちる,The nail in the coffin of a career. And Powers kicks his glove.,彼のキャリアも地に落ちました
地 に 落ちる,"And his name, for ever more, was the Fallen.",地に落ちた者. . そいつの名は.
地下 に 潜る,Two generals claim power. Lang wins the war. Hatch hides in the shadows.,ラングとハッチの2人の将軍が権力を争い ラングが勝利しハッチは地下に潜った
地下 に 潜る,"So, my team went dark.",それで、俺たちは地下に潜ったのさ
地下 に 潜る,"If they get to me, you're going down, too, remember that.",私の所に来たら 地下に潜って
地獄 に 仏,There is a God.,地獄に仏だ
地獄 に 仏,Talk about a Good Samaritan.,地獄に仏とは　このことだ
堅い なる,Maybe they're a little tight.,ちょっと、堅くなってる
堅い なる,"You're just too tense, man.",そうお堅くなるな
堅い なる,You don't need to come up with the whole solution.,堅くなる必要はない。 全体を解決しようと思うな。
"堅い なる,口 が 堅い","Since when, Mr. Blabbermouth?",いつからそんなに 口が堅くなったの？
堪忍 袋 の 緒 が 切れる,But you're really pushing my buttons.,堪忍袋の緒が切れるぜ
壁 に ぶち当たる,What I got was a wall of shell companies that dead-ends at some corporation off the Dulles Toll Road.,高速道路の近くにある会社の ペーパーカンパニーの壁に ぶち当たった
壁 に 耳,"I know the walls have ears, but apparently the shrubbery does, too.",壁に耳があるのは心得ていたが どうやら庭の植え込みにもある
"壁 に 耳 あり,壁 に 耳",Walls have ears.,壁に耳ありだ
壁 を 作る,"Create a mental block, repress them.",壁を作って 抑えつけろ
壁 を 作る,Let down the walls.,心に壁を作るな
壁 を 作る,"Theoretically, if you can create a vortex barrier. Along the coastline, a wall of wind,",理論的には 海岸線にそって 空気の壁で渦障壁を作るのよ
声 を 大 に する,Maybe I just need to say it out loud.,声を大にして言いたいわ
声 を 掛ける,"Uh, I left early this morning for work, so I didn't want to wake her up, so I didn't check on her.",今朝は仕事で早く出たので 起こしたくないのもあって 声を掛けていません
声 を 掛ける,"You met him last Sunday or Monday, we were talking and a guy came to get me.",日曜か月曜に会ってる 彼と会話中に 君は声を掛けただろ？ ああ
声 を 掛ける,"No, of course call Ivy.",絶対に声を掛けて
声 を 揃える,Standing up and declaring with one voice,立ち上がって声を揃えて宣言するんだ
声 を 潜める,"Why I should remain silent, and this darkness?",何で声を潜める？ 灯りも消えてるし
声 を 立てる,- Hush.,声を立てるなよ
声 を 落とす,- Keep your voice down.,- 声を落とせ
声 を 落とす,Shh. Keep your voice down.,シー 声を落として
声 を 落とす,Keep your voice down. They're coming.,声を落とせ 奴等が来ている
声 を 限る に,Yeah. He's screaming his head off.,ええ　声を限りに絶叫してます
多く れる 少なく れる,- More or less.,多かれ少なかれ
多く れる 少なく れる,Some just hide them better than others.,多かれ少なかれな
多勢 に 無勢,We're outnumbered five to one.,多勢に無勢だ
多勢 に 無勢,We're outnumbered.,多勢に無勢よ.
多勢 に 無勢,They beat us in number.,多勢に無勢です
夢 から 覚める た よう,"I'm told it gives the feeling of great perspective, like waking from a dream.",夢から覚めたように 素晴らしい展望が開けると聞いているが
夢 から 覚める た よう,"Like I just woke up from a nhtmare. It was unbelievable, Ethan.",悪夢から覚めたようだわ 信じられない
夢 が 覚める,What if you were unable to wake from that dream?,その夢が覚めなかったら？
夢 が 覚める,Good feeling's gone.,夢が覚めた
夢 の また 夢,"If they'd come to me, I might have spared them this disappointment.",エレボールの再建なぞ 夢のまた夢
夢 の 世,We shall never find that lovely land of Might-Have-Been.,たどり着くことは 決してない その夢の世界に...
夢 の 世,- Unconstructed dream space.,- 形の無い夢の世界
夢 の 世,"We shall never find that lovely land of Might-Have-Been,",その幸せな世界に たどり着くのは誰？ その夢の世界に...
夢 を みる,But I've never fallen to the ground..,でも 最後まで夢を見れない
夢 を みる,"- Well, you... I was dreaming.",- そうだ、 夢を見たよ
夢 を みる,I just had a crazy double dream.,イカれた、2重の夢を見た
"夢 を みる,える ほど",I've dreamt of my rescue every cold black night since then.,救出の夢を見て以来 凍えるほど寒い夜だ
"夢 を みる,気 を 失う",I had the weirdest dream when I was out.,気を失っている間 すごく異様な夢を見た
"夢 を みる,目 を 覚ます","A couple months before she died, she had this dream about me, and she... woke up, she came out here and she just started painting this as fast as she could.",亡くなる二ヶ月ほど前に 母は僕の夢を見た 目を覚ますとここに来て
"夢 を みる,目 を 覚ます","The Queen will dream, that a little girl is sitting on her window sill.",女王は 夢を見ます 少女が窓に座っています 女王が目を覚ますと 私は そこにいます
夢 を 描く,What do you dream of?,どんな夢を描いてる？
夢 を 描く,We joined forces under pressure but were successful beyond our wildest dreams,我々は圧力を受けながら 勢力を結集した 我々が夢を描いていた以上に 成功した
夢 を 描く,When I had to leave them as dreams,夢を描かなければならなかった時 それを社会の周辺に捨ててしまった
夢 を 追う,"Rebels, lunatics, dreamers.",反抗し イカれてて 夢を追う
夢 を 追う,When your heart is in your dream,いつも夢を追う人なら
夢 を 追う,"She was pregnant, said she didn't want Eddie to deal with the responsibility, wanted him to pursue his music.",エディの邪魔をしたくないし 夢を追って欲しいからって
夢枕 に 立つ,I have a past wife that comes to me in dreams.,亡くなった女房が毎夜 夢枕に立つんだ
大 目玉 を 食らう,That little droid's going to cause me a lotta trouble.,大目玉を食らうよ あのドロイドは困ったやつだ
大きな お 世 話,None of your business.,大きなお世話
大口 を 叩く,So keep that in mind before you even think about opening your big mouth.,だから大口を叩く前に その事を思い出してね
大口 を 叩く,"The guy's got a big mouth, but he's harmless.",大口を叩いてるけど無害ね
大口 を 叩く,"I hear you like to get sauced at biochemistry conventions and brag about how you're gonna win the Nobel Prize for the work you're doing here, research that has been entirely funded by my late husbands money.",それは無理です 聞きましたよ あなたは生化学学会で 大口を叩いて
"大手 を 振る,大手 を 振る て","- Yeah, we will.",えぇ 大手を振ってね - 銃だ！
"大手 を 振る,大手 を 振る て","Let this be a warning to you, ladies and gentlemen, that there are monsters amongst us in the world.",これは皆さんへの警告です こんな怪物が 大手を振って街中をかっ歩しています
"大手 を 振る,大手 を 振る て","First off, this is the worst damn city in the world to commit a crime.",先ず 犯罪が大手を振って まかり通る最悪の都市になった
大概 に する,Come on.,大概にして下さい
大海 の 一 滴,The advance would be a drop in the bucket.,進歩は大海の一滴
大盤 振る舞い,He came into that bar. He was waving his money all around.,彼は店で大盤振る舞いを
大目 に みる,"Maybe we can have one stop for a coke and a pee, and that's it.",１度くらいなら大目に見る トイレ休憩が１回だけ
大目 に みる,So I tolerate you and I protect you and I let you make Lisbon's life a misery.,だから 大目に見て かばってきた そしてリスボンに 惨めな思いもさせてきた
大目 に みる,You said you'd cut them some slack. I know.,大目に見ると言ったわ
大船 に 乗る,"Professor Torii, who's considered a pancreatic expert, is your primary surgeon so rest easy and leave it to him.",膵臓では第一人者の 鳥井教授が執刀しますので→ 大船に乗ったつもりで いてください。
大船 に 乗る,"It's all right, male. Relax to the max. Take a chill pill.",大丈夫 大船に乗ったつもりでいろ
天下 分け 目,"Your Highness, as the leader of this new realm, I am sure you understand this.",天下分け目を収められた 大御所様なれば　おわかりのはず
天下 晴れる て,I think it is only right and proper that I refer this up to the Foreign Secretary.,私は　天下晴れて それだけだと思う 私はこれを外務大臣に確認する
天井 知る ぬ,"As you can see, since launching the first Kiddie Kastle project three years ago we've had nothing but unencumbered profit margins.",すでにほかの地区で御覧頂いておりますように 「子供の城」プロジェクトは三年前のスタート以来 天井知らずの利益を上げております
天井 知る ぬ,"With the rumors of gambling going legal, property values are going through the roof.",資産価値は天井知らず
天井 知る ぬ,"He dies, the prices go through the roof.",彼が死ねば　その価値は 天井知らずに上がるわね
天狗 に なる,"And then, when I finally got there, it wasn't me anymore.",それができて ぼくは天狗になった
天狗 に なる,"And you're not stuck up about it, you have a good personality, and tons of good ideas, you work really hard.",当然だと思うよ｡ それで 天狗になるわけでもなく｡ 性格もいいし アイデアも 豊富だし｡
太刀 打ち できる ない,They'll beat any mercenary army.,傭兵では太刀打ちできない
太刀 打ち できる ない,For there's no man in town half as manly,For there's no man in town half as manly 誰も太刀打ちできない
太刀 打ち できる ない,"Maybe way beyond them, too.",警察も太刀打ち出来ない
太鼓 を 叩く,You march down the road banging drums and waving banners?,太鼓を叩いて道路を行進して旗をなびかせる
太鼓 判 を 押す,"Look, we had the county health inspector here last month, and he gave us perfect scores.",先月衛生指導員が来て 太鼓判を押して帰った
太鼓 判 を 押す,"And the way I feel, my company will underwrite him anytime.",わが社も彼に 太鼓判を押すよ
奈落 の 底,"But a woman with brains who gives up everything for love inevitably finds herself staring into an existential abyss that men, babies and cardio bars simply cannot fill.",しかし、愛のために全てを 放棄した頭のいい女性は、 必然的に自分自身を 見つめ奈落の底へ、 男性や、赤ちゃんでは、 単純に埋められない。
奈落 の 底,We ruons us toward the abyss.,我々は落下する 奈落の底へと
奈落 の 底,You will end up at the bottom of a hole.,奈落の底まで突き落とされるわ
契り を 結ぶ,We say our vows in front of the high septon.,司祭の前で契りを結び
契り を 結ぶ,It was a Blood Pact! Like brothers!,- それは血で兄弟の契りを結んだんだ
奥行き が ない,- Depth! I'm lacking depth!,奥行きがない！
始まる ない,Don't start.,始まらないさ
始まる ない,No. You feel guilty. There's a difference.,いいえ 謝っても始まらない
始まる ない,Come on. Now we're not gonna get anywhere fighting.,ケンカしても始まらない
始末 を 付ける,"You're gonna get up, and we're gonna settle this outside.",さっさと立って 外で始末を 付けようじゃないか
始末 を 付ける,"Rest assured, Detective, if I find the person responsible for Eddie's murder, you'll never know.",安心しな　刑事さん 俺にエディを殺った奴の 始末を付けさせれば− 手間をかけない
始末 を 付ける,We could pay you to have it cleaned up.,始末を付けるに十分な
姑息,They use static electricity to... to mask the changes.,やつらが姑息な手を使って 隠した事実さ
姑息,"Face me like a real man, not with your hand up another's ass like a bloody puppet.",俺と向き合ったらどうだ 操り人形で 姑息な手段を使わないで
姑息,"Even for this group, that takes nerve.",姑息な連中だよ
姿勢 を 正す,"Do you know... all my life I've been told to stand up straight, turn out posture, and now...",知ってる？ 人生、姿勢を正して真直ぐ 立てと言われた続けた
嫌 と いう ほど,"Boss, we've already been through all this. I mean, I got no leads;",証拠は もう嫌というほど
嫌 と いう ほど,"If he wasn't, Isabel Rochev wouldn't be so shy about rubbing it in our faces.",もし、生きていないなら、 イザベル・ロシェフは遠慮せずに 嫌というほど見せつけてるさ 信じろ、彼は生きている
嫌 と いう ほど,I trained you well.,かなり訓練を受けた 嫌というほど
嬉しい 悲鳴,- Good! So good!,嬉しい悲鳴よ
完璧,"Feel free to hang all over me, babe because Debra here is completely over my shit.",デブラと 完璧に終わったお陰だ
完璧,"Clean lift. Nothing broken, nothing split.",完璧に身柄を奪取 騒ぎも無く 無傷で
完璧,The pede looks perfect.,すべて完璧です
"完璧,手 に 入る",To have perfect looks without trips to the gym or plastic surgery,体育館に通ったり、整形手術を せずに、完璧な容姿が手に入る...
"完璧,早い 話 が","The point is, September the 3rd, 1943... wasn't perfect.",早い話が 1943年9月3日... でも完璧じゃなかった
"完璧,気 が 合う","We click. She's perfect. She's beautiful, she's smart, she's well-read... she's got an ass like a 20-year-old stripper.",気が合ったんだ 彼女は美しく完璧だった
宙 に 浮く,- Can you levitate?,宙に浮く？
宙 に 浮く,"Whenever something happens with the Reverse-Flash, liquid floats in the air.",逆フラッシュが何かすれば 液体が宙に浮くんだ
宙 に 浮く,She's not touching the floor.,宙に浮いてるよ
宙 に 舞う,That wouldn't explain some of the stranger events described by witnesses. Objects suspended in midair...,目撃者証言とも合わん モノが宙に舞い...
宙 を 飛ぶ,"I can feel it, we're falling through Space, you and me.",俺らは宇宙を飛んでる
宙 を 飛ぶ,Makes flying through space very dangerous.,宇宙を飛ぶのは 非常に危険だ
"宙 を 飛ぶ,完璧",She flew through space in perfect arcs.,宇宙を飛んでるわ 完璧な弧を描いて
実 を 結ぶ,"""which bears 12 manner of fruit and yielded her fruit every month.""","いのちの木があり １２種の実を結び その実は毎月実っていた """
実 を 結ぶ,"It was a textbook operation, Mr. Chairman.",その努力が実を結び 悪の拠点がまた一つ消滅
実 を 結ぶ,"and I say, ""that's good, I have learned.""",苦労が実を結んだと感じる
寝る 耳 に 水,"I must admit, it's the first I'm hearing of it.",私には 寝耳に水の話だ
寝食 を 忘れる,It took two whole days to evacuate everyone. Didn't sleep. We didn't eat.,丸２日寝食を忘れ 生存者を避難させた
察し が 付く,"Well, as you probably know, he's had this for a long time.",察しが付くと思うけど 彼は長いこと病気でね
寸分 違う ぬ,Make sure she looks exactly like Lisa.,リサと寸分違わぬ外観に
寸暇 を 惜しむ,She doesn't stop.,寸暇を惜しんでね
射程 距離 に 入る,I need help! He appears to be held at gunpoint but...,"""射程距離に入った"""
射程 距離 に 入る,Saddle Ridge will be in weapons range in five minutes.,後５分で 山が射程距離に入ります
小さい なる,"Janos Slynt, Pycelle-- the small council grows smaller every day.",ジェイノス・スリント パイセル 小いさな評議会が日に日に小さくなっていく
小さい なる,"Like there's a crushing weight on your chest, and the room gets really small and your heart starts beating insanely fast?",部屋が小さくなるように感じて 胸が重りで押しつぶされ 心臓がめちゃくちゃに速く鼓動するような？
小さい なる,"Honestly, Lester, stay or go, but I got a bladder the size of a penny, so...",正直言うとですね、レスター、 私の膀胱は今とても小さくなっていて、 それで... - あら、かわいそう。
小事 は 大事,"If they so much as sneeze, they better have a handkerchief.",くしゃみ程度でも ハンカチを持たせるのよ ? 小事は大事？ わかりません?
"小耳 に 挟む,耳 に 挟む","Oh,I shouldn't have been listening.",小耳に挟んだだけ
"小耳 に 挟む,耳 に 挟む",I've heard the chatter about this private initiative.,小耳に挟みましたよ あなたの大切な秘密も
"小耳 に 挟む,耳 に 挟む",- I hear stories.,小耳に挟んだのさ
尻 を 叩く,- Terrell is gettin' his ass beat.,- テレルはお尻を叩かれてる
尻 を 叩く,So they spanked you again. And they spanked her again.,それで　彼らはまたお尻を叩いた 何度も　何度も
尻 を 叩く,Give you a swift kick in the butt if you need it?,あなたの尻を叩くため？
尻 を 押す,"He said, 'Pull back, my ass. We just got here. ""","""私の尻を押してくれ""と言ったんだ"
尻 を 押す,"What does that mean, ""Pull back, my ass""?","""私の尻を押してくれ""って どういう意味ですか？"
尻尾 を 出す,"Clearly, he has no idea.",奴は気付いてなかった 尻尾を出すのを待ってるんだ
尻尾 を 出す,So you're finally revealing your foxtail.,終に尻尾を出したな
尻拭い を する,Thank God the CDC arrived to do your job for you.,感謝するのね CDCが尻拭いをする
尻拭い を する,Or am I gonna have to save Simmons' ass... again?,あるいは、シモンズの尻拭いを しなきゃ いけないのか・・・ またな？
尻拭い を する,We didn't become bankers to clean up after the mess of the folks at the top who did whatever they pleased during the bubble era. all our efforts will remain unrewarded.,バブル時代に やりたい放題やった 上の連中の尻拭いをするために 俺達は 銀行員になったわけじゃない こんなところで追い出されてみろ
尾 を 引く,It seemed to him that this dazzling comet was the perfect symbol of what he felt in his compassionate soul which brimmed with the blossom of a new life.,長く尾を引く彗星も 勇気を取り戻した ピエールの心には 新しい未来の象徵に 思われた
山 が 見える,"If we find a better spot, I might be able to see the mountains.",見通しのいい場所から 目印の山が　見えるはずさ。
山 が 見える,I lead you to the Mountain.,山が見えたぞ
山 が 見える,Do you see the hoard heaped up?,あの宝の山が見えるか？
"岐路 に 立つ,目 が 覚める",I'm at something of a crossroads and it's brought me to a realization.,岐路に立ったというか 現実に直面し 目が覚めた
峠 を 越す,"Well as I've always maintained, the corner turn oil line would be a boon to this state's economy.",私が強力に推進した結果 パイプライン問題は峠を越して この州の経済に 恩恵をもたらす様に成ります
嵐の 前 の 静け さ,I like these calm little moments before the storm.,嵐の前の静けさは最高だな
嵐の 前 の 静け さ,"Oh, just, uh, enjoying the calm before the storm.",嵐の前の静けさを楽しんでる
嵐の 前 の 静け さ,It's the deep breath before the plunge.,嵐の前の静けさじゃ
左 前,"""The key is on the left front wheel.","""鍵は左前輪の上にある"
左遷,"The danger is, uh, replacing him with someone worse than the original.",彼を左遷したら 今より状況が悪くなる
左遷,"Find out who he hangs out with, who he travels with.",探せ、アイツを追い出せる人物を アイツを左遷できる人物を
左遷,"This is a demotion, huge demotion",左遷もええとこですね 大左遷ですわ　これ
巻き添え を 食う,She's collateral damage.,彼女も巻き添えを食います
巻き添え を 食う,- But I'm not gonna let your bullshit take me down.,巻き添えを食うのは ごめんだ
巻き添え を 食う,He also made it very clear that you two would be caught in the crossfire.,君たち2人も その巻き添えを食って殺される
席 を 外す,Leave me.,席を外して下さい
席 を 外す,"Reg, step out. It's okay.",席を外して 悪いけど
席 を 外す,"Rob, could we have the room?",ロブ、席を外してくれる？
席 巻,"The Olympics used to be where USA beat the crap out of the world, where we proved we were the best boxers.",フロイド･マネー･ メイウェザー 銅メダリスト フロイド･マネー･ メイウェザー 銅メダリスト かつてアメリカは オリンピックを席巻
帰る ぬ 人 と なる,And neither do a lot of innocent people back home.,そして罪のない人々が 帰らぬ人となるかも
帳尻 を 合わせる,"Obviously, we forgot or didn't go back and adjust the revenue entries.",見直すのを忘れてた 帳尻を合わせないと
幕 が 上がる,The curtain rises.,幕が上がったな
幕 が 上がる,"Soon as that curtain rises, we are gonna be there to take out this Calliope.",幕が上がったら すぐ女神を殺す
幕 が 上がる,The curtain is about to go up.,幕が上がってしまうぞ
幕 が 開く,"Now that we're in this time, what's past is prologue.",今や 幕が開いたのだ 過去は序章にすぎぬのだ
幕 が 開く,I always smoke a cigarette before the first show.,アタシ　いつもショーの幕が開く前に タバコを吸うから
幕 が 開く,"At that moment, the curtain rose on a parenthetical, domestic drama...",その時、どうでも良い 別の芝居の幕が開いた
幕 を 下ろす,Serial killer Joe Carroll's life came to an end early this morning.,連続殺人犯 ジョー・キャロルの人生は 今朝早く幕を下ろしました
幕 を 下ろす,"Sorry we had to close early, but you get the general idea.",残念だけど　幕を下ろさなきゃならなくなった ・・・・早々とね
幕 を 下ろす,This is what takes us down.,もう幕を下ろすときだ
幕 を 引く,"That their freedoms have been stripped away... one camera, one cell phone, one megabyte at a time.",彼らの自由は 剥ぎ取られてる... 1度に1台のカメラ　1台の電話 1度に1メガバイト 今こそ 幕を引くべき時だ
幕 を 閉じる,We have to end it on our own terms... with a grand gesture.,俺達のやり方で 派手に幕を閉じるんだ
年 が 行く,The boy will meet you there.,青年が行くはずだ
年 に は 勝てる ない,It is a perishable skill.,年には勝てない
年 を 追う,"Every year, forgers get more and more sophisticated.",年を追うごとに偽造は 精巧になっている
年 を 食う,"Deb, later in life, you'll appreciate my motto.",年を食ったら。 私のモットも理解できる。
幸か 不幸 か,"Gentlemen, unfortunately, we must be going as well.",幸か不幸か、 うまくいくに違いないと信じています-
幸先 が いい,"Well, so much for our head start.",そりゃ、幸先がいいな
幸先 が いい,The gods favor you.,幸先がいい
幸先 が いい,A good start.,幸先がいいな
底 が 浅い,"- We're shallower on the draft, right?",この船のほうが 船底が浅いのよね？
底 を 突く,"What can we do? We've only got capital to last a month, maybe two.",あと１〜２ヵ月で 資本金は底を突く
店 を 畳む,"If you'd just quit the restaurant, none of this would've happened.",店を畳んでたら こうはなってないわ
店 を 畳む,"You made the right choice, though, didn't you, by choosing to close the restaurant?",だが それでお前が 店を畳んだだろ
店 を 畳む,"What, you want me to close the shop?",店を畳んでないのが 見えませんか？
店 を 閉める,"Listen, it's getting kind of late, kid. So I'm gonna dose up.",悪いな もう店を閉めないと
店 を 閉める,- I'll close the shop only when I croak.,- 店を閉める時は死ぬ時 - 良い知らせがあります
店 を 閉める,Then close up the shop. Clock out.,それから店を閉めて 退勤しろ
弓 を 引く,"Sorry, Harv, I know you have a thing for her.",危険を承知で弓を引いた
引き合い に 出す,I wasn't referring to the wheelchair.,I wasn't referring to the wheelchair 私 車椅子を 引き合いに 出すつもりは なかった
引き合い に 出す,"Ok, you're pissed he invoked the almighty Laurel.",あなたはうんざりしてる 彼はローレルを引き合いに出した
引き合い に 出す,"Your book, on the other hand, you quoted an anonymous source, a neighbor who claimed that Ennis had confided in him about the abuses.",それに対して　君の本では 虐待をアニスが自分に打ち明けたと言う 隣人を匿名で　引き合いに出した
"引き合い に 出す,気 に する","I would be as rich as Oliver Queen, who I mention because he's the richest person I know, or used to be.",オリバー・クィーン並みの 大金持ちよ 彼が大金持ちだから 引き合いに出しただけ 気にしないで
引き金 に なる,"If going to the trailer helps bring back her memories, then there's a chance that she's gonna remember everything.",トレーラーが引き金になって 全て思い出す可能性があるが
引き金 に なる,The head trauma that put him in surgery three years ago could've triggered an early onset.,３年前の手術で頭部を傷つけて 早期発症の引き金になっていたかも
引き金 に なる,It all triggers it.,引き金になる
引け を 取る,Called the best by one of the worst on the planet.,最悪な時こそ誰にも引けを取らない
引導 を 渡す,and he'll sit in the chairman's seat. Is that it?,そこで中野渡さんに引導を渡して
引導 を 渡す,Hector lorca being sent away for life.,ロルカが引導を渡されるのを見たい
弱肉 強食,"University hospitals' medical offices were losing power, and even medicine, which deals with life and death, plunged into an era where the law of jungle prevailed.",〈大学病院の医局は弱体化し→ 命のやりとりをする医療も→ ついに 弱肉強食の時代に突入した〉
弱肉 強食,"University hospitals' medical offices were losing power, and even medicine, which deals with life and death, plunged into an era where the law of jungle prevailed.",〈大学病院の医局は弱体化し→ 命のやりとりをする医療も→ ついに弱肉強食の時代に 突入した〉
弱肉 強食,"University hospitals' medical offices were losing power, and even medicine, which deals with life and death, plunged into an era where the law of jungle prevailed.",〈大学病院の医局は弱体化し 命のやりとりをする医療も→ ついに 弱肉強食の時代に突入した〉
弱音 を 吐く,- Hey. You're the leader now.,弱音を吐かないで 今はあなたがリーダー
弱音 を 吐く,You ended up winning just under 80 grand.,現在までに終わった すぐ下に80弱音を吐いた。
弱音 を 吐く,- Whi... Whinier than I thought. - Hmm.,弱音を吐いている
当 を える,It created a dividend in the amount of...,あなたは多くの配当を得た
当 を える,That's the first correct statement you've made.,君がした中で　当を得た陳述は これが初めてだ
当 を える,"No, that was a bull's eye.",いや　当を得てるでしょ
当たり が いい,"It's pretty good, huh?",いい感じだろ? 口当たりがいいな
当たる て 砕けろ,"Well, it can't hurt to ask.","""当たって砕けろ"" よ"
影 が 薄い,"He was quiet, timid, almost invisible.",臆病で影が薄かった
影 も 形 も ない,No sign of Firefly.,ホタルの影も形もない
影 も 形 も ない,And you will never find this again until I want you to find it.,影も形もなく隠せるわよ
影 も 形 も ない,No sign of the President yet.,大統領は影も形もない
影 を 落とす,"Cast a long shadow, I bet.",それがお前に 影を落としてる
影 を 落とす,"Yeah, well, the spell of a hexenbiest does tend to put a damper on the good times.",そうだなぁ 魔獣の呪文が 何にでも 影を落としているからなぁ
影 を 落とす,"Power to make life, power to make light, and power to cast shadows.",生命を作り出す力 光を作り出す力 そして、影を落とす力
往生 際 が 悪い,"Really, Harold, why do men always seek to delay the inevitable?",ねぇ　ハロルド 男の人ってどうしてこんなに 往生際が悪いのかしら?
往生 際 が 悪い,Too bad.,往生際が悪いわね
後 が ない,it's sink or swim for me.,どのみち 今の俺には もう後がない あッ...
後 に も 先 に も,You're the only one who's ever stood up to him.,彼に逆らったのは 後にも先にもキミだけだよ
後 の 祭り,"You know I'm going to be apologizing forever, right? Just so you know.",いくら謝っても足りないわ 後の祭りだけど...
後 の 祭り,"We crack it, it's empty, the gold's somewhere else.","""開けたら空だった""じゃ 後の祭りよ"
後 の 祭り,"As Miss Adler remarks in her masthead, know when you are beaten.",ネットに載せたら もう後の祭りだ
後 を 引く,That's become a real whore to me. I can't shake it.,あれは後を引いたよ 止められなくなる
後れ を 取る,I would be ashamed to be left behind.,後れを取るわけには いきません
後れ を 取る,Law enforcement combats this corruption with a new line of defense.,警察は後れを取っていた 法の執行目的に 新しい防衛手段を備えた
後れ を 取る,We're way behind since Tommy left.,トミーが去ってから 俺達は後れを取ってる
後ろ を 見せる,Mind showing me what's in back?,後ろを見せろ
後ろ を 見せる,"Don't you turn your back on me, Harry Potter!",後ろを見せるな ハリー・ポッター！
後味 が 悪い,I don't feel good with it.,後味が悪い
後押し を する,Hart was the force behind the recall.,ハートは回収の後押しをした
後釜 に 座る,Does he seek to humble me with his new found piety?,にわか仕込みの信心で わしの後釜に座る気か？
後釜 に 座る,And I'll be more than happy to fill your shoes.,俺はお前の後釜に座って さらにハッピーさ
後釜 に 座る,"You're trying to drive me from my position, so you can take over.",私を今の地位から追い出して 自分が後釜に座ろうと 画策しているのよ
従心,About their obedience?,服従心の事？
得体 が しれる ない,We don't even know what that is.,得体が知れないわ
得心 が 行く,But something bothers me...,"だが, 得心が行かぬ."
微塵 も ない,They'll kill everything... without mercy or remorse.,彼らは すべてを殺す・・・ 慈悲や後悔は微塵も無い
心 が 乱れる,He's got a lot on his mind.,心が乱れてるんだ
心 が 動く,That's why I put a special wimp clause in my will.,ワシの申し出に心が動いておる
心 が 洗う れる,"Charlie had this, this... moment of clarity... after she got that stupid card.",チャーリーは あの馬鹿なカードを受け取ってから 心が洗われたようだった 彼女は　セラピーに来て
心 が 躍る,I had found the perfect plaything. My heart danced with joy for the first time in a long time.,最高のオモチャを見つけて 久しぶりに心が躍りました
心 が 躍る,There 'll be magic There 'll be fun,♪ 心が躍るの
心 が 通う,"You see, being a stalker is some sort of calling.",ゾーンと心が 通いあう人間ですから
心 が 通う,"If you can connect with each other, it's easier to treat them.",心が通い合えば　治療に役立つ。
心 が 通う,"The weeks away lengthened to months, but every day would bring his thoughts from some distant part.",何週間、何ヶ月離れていても 地球の裏側にいても 心が通っていました
心 が 通ずる,These people were my friends... or at least I thought they were.,訓練生仲間とは 心が通じあってると思っていた
心 が 通ずる,And I feel I can communicate with you with simply a look.,そして目を合わせるだけで 心が通じ合う気がします
心 が 通ずる,Help!,心が通じあおうとしているモンスターに拉致されたぞ
心 に 刻む,So the upside of this... it is a stark reminder injuries do not get swept under the rug on this job.,俺が言いたいのは 心に刻んでくれ 仕事には ケガが付きまとう
心 に 刻む,"Just looking at that bot on Rudy's table makes me think, who is going to remember me?",ルーディがロボットを 解体しているのを見てたら- ふと こう思ったんです 誰が僕のことを心に 刻んでくれるんだろう ってね
心 に 刻む,Let the courage of Mazer Rackham be your inspiration.,メイザー･ラッカムの勇気を 君らの心に刻んで欲しい
心 に 残る,"I've heard enough Pakistani music to last a lifetime, if you don't mind.",パキスタンの音楽は 一生心に残るらしいね
心 に 残る,Do you know any funny stories about John?,ジョンの面白い話を知っているか？ （本： 心に残る結婚式のスピーチ）
心 に 残る,She's on my mind.,どうしよう 心に残りすぎ
心 に 浮かぶ,It's the word that came to mind.,初めに心に浮かんだ言葉です
心 に 浮かぶ,One observes only things which are already on the mind.,人が観察できるのは 既に心に浮かんでいるものだけだ。
心 に 浮かぶ,You said two things occur to you.,二つのことが心に浮かぶって言ったでしょ
