source,references,hypothesis,trans_error,human_error,ambiguous,error_type
Y a t-il des en-cas à manger sur le pouce ?,Is there any finger food?,Are there snacks to eat on the go?,,,,
"- Une déposition, d'après lui. Je crois plutôt qu'il essaie de mener quelqu'un en bateau.","- He says it's a statement, but I think he's putting somebody on.","- A statement, he says. I rather believe that he is trying to lead someone on.",,,,
Ça met du piment dans ma vie.,Adds a little excitement to my life.,It spiced up my life.,,,,
Je mets du piment dans vos vies et vous vous plaignez sans cesse.,"I add a little excitement, a little spice to your lives and all you do is complain.",I spice up your lives and you complain all the time.,,,,
Ça met du piment dans notre vie amoureuse.,It adds mystery and excitement to our love life.,It spice up our love life.,,,,
"Mais dans votre cas, je pense que ça serait plus sage de mettre la charrue avant les boeufs, si on peut dire.","But in your case, I think it would be wise to put the cart before the horse,so to speak.","But in your case, I think it would be wiser to put the cart before the horse, so to speak.",,,,
"Sans mettre la charrue avant les boeufs, que se passera-t-il, si je réussis?","I don't want to get ahead of myself, but if things go my way, what's next?","Without putting the cart before the horse, what will happen if I succeed?",,,,
J'ai mis la charrue avant les boeufs.,I put the cart before the horse.,I put the cart before the horse.,,,,
Il a assez mis son grain de sel quand on écrivait le discours...,We got enough input from him while we were writing the thing.,He put his two cents enough when we were writing the speech...,,,,
Tu veux mettre ton grain de sel ?,Don't you want to put your 2Â¢ in?,Want to add your two cents?,,,,
Donc tu dois venir me voir quand tu veux mettre ton grain de sel.,So you need to consult with me before you do anything like this.,So you have to come see me when you want to put your grain of salt.,,,,
Je suis censé les détester. Ne pas avoir ma langue dans ma poche.,I'm supposed to despise girls... not feel nervous talking to one.,I&#39;m supposed to hate them. Not having my tongue in my pocket.,,,,
"Ils rataient des trucs. Si on était malin, ils n'y voyaient que du feu.","If a director was subtle enough and clever enough, they got around it.","They were missing stuff. If we were smart, they wouldn&#39;t see it.",,,,
Elle n'y verra que du feu.,She's won't notice anything.,She will see nothing but fire.,,,,
Il s'attaquait à une pauvrette qui n'y voyait que du feu.,He was gonna put the hurt on this poor girl who didn't know any better.,He attacked a poor girl who saw nothing but fire.,,,,
On n'a pas élevé les cochons ensemble !,Make sure he doesn't sit near me.,We didn&#39;t raise the pigs together!,,,,
"- Tout partira en fumée, sauf la prison.","- Everything goes, except the jail.","- Everything will go up in smoke, except the prison.",,,,
Il n'y a aucun plaisir à voir la fierté partir en fumée.,"""I don't think so, no pride in what goes up in smoke""",There&#39;s no fun in seeing pride go up in smoke.,,,,
"Les 180 millions, partis en fumée.","180 millions faded away, huh?","The 180 million, gone up in smoke.",,,,
C'était en train de partir en fumée.,McGEE: It was running on fumes.,It was going up in smoke.,,,,
"Il fabrique des punaises depuis 1888, et les campagnes modernes, c'est pas sa tasse de thé.",He's been making thumbtacks since 1888 and he doesn't go for this modern hoopla.,"He&#39;s been making thumbtacks since 1888, and the modern countryside isn&#39;t his cup of tea.",,,,
"Vos films, ne sont pas ma tasse de thé.",Your movie is not my teacup.,Your films are not my cup of tea.,,,,
Le gardiennage n'est pas ma tasse de thé non plus.,Babysitting isn' t my thing either,Babysitting isn&#39;t my cup of tea either.,,,,
"En quelques clics, vous passez du coq à l'âne ?","What I don't believe is that a couple clicks took you from fiber-optic footprints to ""Help Me Rhonda.""","In a few clicks, you go from rooster to donkey?",,,,
Peter Petrelli est passé du coq à l'âne comme vous le dîtes chez vous.,"Peter Petrelli went from steady as a clam to, as you say, crap-house rat in a blink.",Peter Petrelli went from rooster to donkey as you say at home.,,,,
Il semble passer du coq à l'âne.,He seems to be drifting from one thought to another.,He seems to go from rooster to donkey.,,,,
Vous avez enfin passé l'arme à gauche?,"Are you finally dead, old man?",You finally passed the weapon to the left?,,,,
Un type normal aurait passé l'arme à gauche et serait mort.,"I mean, any normal man would have just turned up his toes and died.",A normal guy would have shot left and been dead.,,,,
Je croyais... qu'il avait passé l'arme á gauche.,But I thought... he was long gone.,I thought... he put the gun to the left.,,,,
"A l'aise :""Petit à petit, l'oiseau fait son nid""!","""The early bird catches the worm."" ""A stitch in time saves nine.""","At ease: &quot;Little by little, the bird makes its nest&quot;!",,,,
"""Petit à petit, l'oiseau fait son nid.""",You know the phrase 'Softly softly catchee monkey'?,"&quot;Little by little, the bird makes its nest.&quot;",,,,
"petit à petit, l'oiseau fait son nid.",I call it my onwards and upwards theory.,"little by little, the bird makes its nest.",,,,
"Tu as entendu beaucoup de voix... mais comparé à moi, c'est du pipi de chat.",You may have heard a lot of singers... but you ain't heard nothing sung till you heard me sung it.,"You&#39;ve heard a lot of voices... but compared to me, that&#39;s cat pee.",,,,
- Ça sent le pipi de chat ?,Smells like cat pee?,- Does it smell like cat pee?,,,,
"Maintenant, tous les vins que vous boirez auront le goût de pipi de chat.",And now any other wine you ever drink will taste like cat piss.,Now all the wine you drink will taste like cat pee.,,,,
"Je le regarde, et Mr Beau-Gosse, ici présent, pleure comme une madeleine.","I look over, and Pretty Boy here is bawling his eyes out.","I look at him, and Mr. Beau-Gosse, here present, is crying like a madeleine.",,,,
elle a même pleuré comme une madeleine parce qu'il lui manquait. ce n'est pas comme si je n'avais pas utilisé Hye Ri.,"Lawyer. His name was Seo-Dong-Gun. Do you know him, by any chance?",she even cried like a madeleine because she missed him. it&#39;s not like I haven&#39;t used Hye Ri.,,,,
"Une année, il m'a apporté une Barbie et j'ai pleuré comme une madeleine.",He brought me a barbie and i bailed my eyes out.,One year he brought me a Barbie and I cried like a madeleine.,,,,
Tu crois qu'Elliot est en train de pleurer comme une madeleine ?,"Do you think Elliot's somewhere right now, crying her eyes out?",Do you think Elliot is crying like a madeleine?,,,,
La dernière fois que je vous ai vu... vous étiez en train de pleurer comme une madeleine.,Have you come to talk about marriage?,The last time I saw you... you were crying like a madeleine.,,,,
"Il est con. Il pleut des cordes, et il veut baiser.","He's nuts. lt's raining like hell, and he wants a fuck.","He is dumb. It&#39;s raining cats and dogs, and he wants to fuck.",,,,
Il pleut des cordes.,It's raining cats and dogs.,Raining cats and dogs.,,,,
"Oui, il pleuvait des cordes.","Yes, it rained cats and dogs, as you say.","Yes, it was raining cats and dogs.",,,,
"Plumer quelqu'un, c'est facile.","Beating a man out of his money, that's easy.",Fleeing someone is easy.,,,,
Je t'ai posé un lapin.,I stood you up. - It wasn't a date.,I stood you up.,,,,
"Tu me poses un lapin et tout ce que tu dis, c'est ""désolé"" ?","You stood me up and your only explanation is ""sorry""?",You fool me and all you say is &quot;sorry&quot;?,,,,
Tu poses un lapin à ta sœur ?,Are you really standing up your sister for work?,Are you standing your sister up?,,,,
Ce serait comme poser un lapin à quelqu'un au bal de fin d'année.,It'd be like standing someone up for the prom.,It would be like standing up for someone at the prom.,,,,
"Tu as posé un lapin à quelqu'un, récemmment ?",You? Stand anyone up lately?,Have you stood up to anyone lately?,,,,
J'aimerais manger sans qu'on me prenne la tête.,I would like to eat in peace.,I would like to eat without being bothered.,,,,
Il a pris la tête et fonça vers la clôture.,When he took the lead he fought for the rail.,He took the lead and raced towards the fence.,,,,
"Savage prend la tête pour Angkor ! - Allez, Savage !",Savage now in the lead for angkor.,"Savage takes the lead for Angkor! - Come on, Savage!",,,,
Tu es en train de te prendre la tête.,You're psyching yourself out.,You are taking your head off.,,,,
Sarah est en train de te prendre la tête.,"Oh, Sarah's got you all up in a tizzy.",Sarah is giving you a headache.,,,,
Prends tes cliques et tes claques et va à Paris.,Do as I say and head to Paris first thing.,Take your clicks and your slaps and go to Paris.,,,,
"Prenez vos cliques et vos claques, partez.",I want you out of the house.,"Take your clicks and your slaps, go.",,,,
Alors j'ai pris mes cliques et mes claques et je me suis enfui comme un perdu !,Then I packed my things and ran away like a madman!,So I took my clicks and my slaps and I ran away like a lost!,,,,
Je prends mon courage à deux mains.,Start getting a little brave.,I take my courage in both hands.,,,,
Alors elle a pris son courage à deux mains pour faire la fille mature de fac.,So she dug down deep and did the only thing a mature college woman could do.,So she mustered up her courage to play the mature college girl.,,,,
"Quand il est arrivé, j'ai pris mon courage à deux mains pour aborder le sujet.","When he did arrive, I had the courage to get to the heart of the matter.","When he arrived, I mustered up my courage to broach the subject.",,,,
"Vous voyez un rat,Et vous prenez vos jambes a votre cou ?","You see one rat, turn tail and run?","You see a rat, And you take your legs around your neck?",,,,
J'ai pris mes jambes à mon cou.,I ran out of here like the place was on fire.,I took to my heels.,,,,
Et vous avez pris vos jambes à votre cou.,And you ran away as fast as you could.,And you took to your heels.,,,,
Je vais péter un câble.,I'm going to go out of my mind.,I will explode.,,,,
"Tu as pété un câble, détenue ?","- Are you out of your mind, inmate? - Hey.","Did you freak out, inmate?",,,,
"Tous les clients m'en offrent un. Le soir, je pète un câble","Wherever I deliver mail, they offer me some, by evening I'm a wreck.","All customers give me one. In the evening, I freak out",,,,
C'est pas sa mère qui est en train de péter un câble.,It's not his mother who's gone around the bend.,It&#39;s not his mother who is freaking out.,,,,
Randy est en train de péter un câble là-bas dedans.,Randy's losing his brain in there.,Randy is freaking out in there.,,,,
"- Ethan, je suis en train de péter un câble à cause...","Ethan, I'm freaking out.","- Ethan, I&#39;m freaking out because...",,,,
"Quand le chat n'est pas là, les souris dansent.",But I'm not well alone.,When the cat&#39;s away the mice will play.,,,,
"- Quand le chat n'est pas là, les souris dansent...",- You were just taking advantage of the cat's absence.,- When the cat&#39;s away the mice will play...,,,,
"Tu sais ce qu'on dit, ""Quand le chat n'est pas là, les souris dansent.""","'You know what they say, ""While the cat's away, the mice will play.""","You know what they say, &quot;When the cat isn&#39;t around, the mice are dancing.&quot;",,,,
"Ouais, quand les poules auront des dents!","Yeah, about the time you get your third set of teeth.","Yeah, when the hens have teeth!",,,,
- Quand les poules auront des dents.,-When fish ride bicycles.,- When Pigs Fly.,,,,
- Je quitterai ma ferme... quand les poules auront des dents!,- Ain't leaving my house for nothing. Not in a hundred years!,- I will leave my farm... when the hens have teeth!,,,,
Pas qu'il y ait quelque chose qui cloche avec ton look.,Not that there's a damn thing wrong with them.,Not that there&#39;s anything wrong with your look.,,,,
"Armistead MAUPIN Ecrivain dans notre quotidien. Quand on est homo et qu'on n'en voit jamais le reflet dans les films, on se dit qu'il y a quelque chose qui cloche.",When you're gay... and don't see that reflected in any way ever in the movies... you began to feel that something truly is wrong.,"Armistead MAUPIN Writer in our daily lives. When you&#39;re gay and you never see it reflected in the movies, you think there&#39;s something wrong.",,,,
"Rick, il y a quelque chose qui cloche avec la radio.","Rick. Rick, there's something wrong with the radio.","Rick, there&#39;s something wrong with the radio.",,,,
"Hier, vous ignoriez son existence. Qui vole un œuf vole un bœuf.","Let a man steal an egg, tomorrow he'll steal an ox.","Yesterday, you were unaware of its existence. Whoever steals an egg steals an ox.",,,,
"Qui vole un œuf vole un bœuf. Après la pluie, le beau temps.","""Half a loaf of bread is better than none.""",Whoever steals an egg steals an ox. After rain the good weather.,,,,
"""Qui vole un oeuf vole un boeuf"" ?","""A bird in the hand's worth two in the bush""?",&quot;Who steals an egg steals an ox&quot;?,,,,
Ça t'autorise pas à raconter des salades.,"If I lied,",That doesn&#39;t allow you to talk nonsense.,,,,
Lave tes mains et arrête de raconter des salades.,Wash your hands and no more bullshit.,Wash your hands and stop talking nonsense.,,,,
"Ma maman à moi, elle me pinçait quand je racontais des salades.",- My mom used to pinch me when I lied.,"My mum to me, she pinched me when I was telling salads.",,,,
"Bon... s'il ramène sa fraise, ou s'il appelle...","So... if he fuckin' shows up or anything, or if he fuckin' calls.","Well... if he brings back his strawberry, or if he calls...",,,,
Warwick a ramené sa fraise.,Warwick came sniffing around.,Warwick brought back his strawberry.,,,,
Et va savoir qui va ramener sa fraise !,Who knows who's gonna be coming along in that time?,And who knows who will bring his strawberry!,,,,
Et on a reçu une note salée pour la réquisition de photos d'un certain congrès.,The accounts department received a huge bill for the requisition of photos from some congress.,And we got a hefty bill for requisitioning photos from a certain convention.,,,,
"Il va recevoir une note salée, hein ?","He'll have some huge bill when he's done, right?","He&#39;s gonna get a salty note, huh?",,,,
"Car si vous voulez savoir, De temps en temps je reçois des notes salées !",But I do want to know about that because I get endless bills to pay!,"Because if you want to know, From time to time I get salty notes!",,,,
"Nous nous apprêtons à rendre l'âme de M. Jones... de M. Shoans, à Dieu.","What do you want With him, sonny? I just have a very Important question I'd like to ask him.","We&#39;re about to surrender the soul of Mr. Jones... of Mr. Shoans, to God.",,,,
"Alors, tu as finalement rendu l'âme, Batman?","I see you finally shuffled off this mortal coil, Batman.","So you finally passed away, Batman?",,,,
Jusqu'à ce qu'elle rende l'âme.,Until she passed.,Until she gives up her ghost.,,,,
"Bon, revenons à nos moutons.","- All right, back to business. - Ho, ho, ho!","Okay, back to business.",,,,
"Fei-yu, abrège. Revenons à nos moutons.","Shi Yu, just get to the point, can you?","Fei-yu, short. Back on topic.",,,,
Revenons à nos moutons.,Let me get down to brass tacks.,Back on topic.,,,,
"Je roule sur l'or, ils rament.","That's why we drive Benz, they take bus","I roll on gold, they row.",,,,
Comme si on roulait sur l'or !,Haven't we had enough of two-bit prizes?,As if we were rolling in gold!,,,,
"Votre ami Reese roule sur l'or, à présent.",Your friend Reese... he's in the big time now.,Your friend Reese is rolling in gold now.,,,,
"La technologie en soi, on s'en fout complètement. Tout ce qu'on veut, c'est s'en mettre plein les poches.",We don't give two shits about how technology works because all we care about is getting fucking rich.,"Technology in itself, we don&#39;t give a damn. All we want is to fill our pockets.",,,,
"Ces messieurs se servent, s'en mettent plein les poches et nous oublient.",The rich people that we serve will put the money in their pockets and forget about us.,"These gentlemen help themselves, fill their pockets and forget about us.",,,,
"Il s'en met plein les poches. J'en ai côtoyé, aux Moeurs.",I met people like him in Vice.,"He fills his pockets. I rubbed shoulders with it, at Les Moeurs.",,,,
- Viens on s'envoie en l'air toi et moi?,"- Lets get high together, okay?","- Come on, let&#39;s get laid, you and me?",,,,
On va s'envoyer en l'air sur ces plats hors de prix.,on top of all this expensive food I bought.,We&#39;re going to get laid on these overpriced dishes.,,,,
Tu as dû quitter le pays parce que ton coloc s'envoyait en l'air ?,"Wait, wait. You had to leave the state because your roommate was having sex?",You had to leave the country because your roommate was having sex?,,,,
"Imagine combien de gens sont en train de s'envoyer en l'air, mec.","Imagine how many people out there right now are fucking, man.","Imagine how many people are getting laid, man.",,,,
Nous sommes Matthew McConaughey et Kate Hudson de la comédie romantique Comment se faire larguer en 10 leçons.,We're Matthew McConaughey and Kate Hudson from the classic romantic comedy How to Lose a Guy in 10 Days.,We are Matthew McConaughey and Kate Hudson from the romantic comedy How to Get Dumped in 10 Lessons.,,,,
"""Comment se faire larguer en dix jours ?""",How to Lose a Guy in Ten Days.,&quot;How to get dumped in ten days?&quot;,,,,
"Mon ex-mari Coleman, qui m'a largué pour une femme plus jeune, vient de se faire larguer par une femme plus jeune...","My ex-husband Coleman, who dumped me for a younger woman, just got dumped by a younger woman...","My ex-husband Coleman, who dumped me for a younger woman, just got dumped by a younger woman...",,,,
C'est ce qui s'appelle se jeter dans la gueule du loup.,I guess this is what they mean by moths flying to the flame.,This is called jumping into the mouth of the wolf.,,,,
Verdice se jette dans la gueule du loup.,Verdice is walking right into an arrest.,Verdice throws herself into the mouth of the wolf.,,,,
Je voulais savoir ce que ça fait de se jeter dans la gueule du loup.,Wanted to know what it was like to walk into a propeller.,I wanted to know what it&#39;s like to jump into the mouth of the wolf.,,,,
Je me mettais sur mon 31. On faisait comme si on avait les moyens.,"I'd get myself all dressed up, make the dealer believe we could actually afford it.",I put on my 31. We acted as if we had the means.,,,,
Mais je vais essayer de me mettre sur mon 31.,But I think I might try to dress up.,But I will try to put on my 31.,,,,
"Le jour de la fête des Mères, les gens se mettent sur leurs 31.","On Mother's Day, people pull out all the stops.","On Mother&#39;s Day, people dress up in their 31s.",,,,
On se noie dans un verre d'eau.,Might we not be creating a storm in a tea cup?,We drown in a glass of water.,,,,
C'est vrai qu'un mouton peut se noyer dans un verre d'eau ?,"You once told me a cup of fresh water was enough to drown a sheep, right?",Is it true that a sheep can drown in a glass of water?,,,,
Il se noie dans un verre d'eau.,This man would drown in a glass of water.,He drowns in a glass of water.,,,,
Qu'il s'occupe de ses oignons !,Why doesn't he mind his own business!,Let him take care of his onions!,,,,
J'espère que votre bande de batârds fouineurs va apprendre à s'occuper de ses oignons.,I wish you nosy bastards would learn to mind your own business.,I hope your bunch of nosy bastards learn to mind their business.,,,,
"On dit: ""S'occuper de ses oignons"" !","You mean, ""Does he hear sheep?"" or ""Has he heard sheep?""",We say: &quot;Take care of your onions&quot;!,,,,
Laisse-la se prendre un râteau.,Let her learn the hard way.,Let her take a rake.,,,,
Alors je me prends un râteau. Je suppose.,"Wow, so you're turning me down?",So I take myself a rake. I suppose.,,,,
Mais j'ai pas l'habitude de me prendre un râteau.,"I'm not used to being blown off, that's all.",But I&#39;m not used to taking myself a rake.,,,,
On peut se serrer la ceinture.,We can tighten it up.,We can tighten our belts.,,,,
"Avec la crise, le directeur financier veut qu'on se serre la ceinture.",Our CFO feels we need to do some belt-tightening.,"With the crisis, the financial director wants us to tighten our belts.",,,,
Il faudra se serrer la ceinture un mois ou deux.,We're just gonna have to suck it up for a couple months.,We will have to tighten our belts for a month or two.,,,,
Ca se vend comme des petits pains.,I know.,It&#39;s selling like hotcakes.,,,,
"Je garde les traces de ce que mes clients achètent, et ceux-là se vendent comme des petits pains.","I keep strict tabs on what my customers buy, and those are selling like hotcakes.","I keep track of what my customers buy, and those sell like hotcakes.",,,,
"L'aventure. Le sexe. Mets ça dans ton livre, il se vendra comme des petits pains.","Adventure, sex... you put that in your book, it'll sell like hot cakes.","Adventure. Sex. Put that in your book, it will sell like hotcakes.",,,,
- II sent le sapin!,- He knows it's coming!,- He smells of fir!,,,,
Ça sentait le sapin.,I smelled that pine box.,It smelled of fir.,,,,
Tu sens le sapin.,You smell like a pine cone.,You smell the tree.,,,,
"Si Colleen est partie sur un coup de tête, elle n'a pas emporté grand-chose.","You know, if Colleen really did take off she didn't take much with her.","If Colleen left on a whim, she didn&#39;t take much with her.",,,,
"Écoute, je sais que c'est agaçant et même si on dirait que je fais ça sur un coup de tête, ce qui est le cas, il y a une raison à ma folie.","Look, I know this is annoying and although it seems like I'm making this up on the fly, which I am, there's a method to my madness!","Look, I know this is annoying and even though it looks like I&#39;m doing this on a whim, which I am, there&#39;s a reason I&#39;m mad.",,,,
Elle n'a pas juste attaqué Tom sur un coup de tête parce qu'elle vous a entendu vous disputer vous et votre femme.,She didn't just attack Tom out of an impulse because she overheard you and your wife argue.,She didn&#39;t just attack Tom on a whim because she heard you and your wife arguing.,,,,
"C'est une grosse enquête; Le directeur assistant a besoin de savoir qu'il sera tenu au courant sans fioritures, donc...","It's a major case; the Assistant Director needs to know he's getting the facts without spin, so...","It&#39;s a big survey; The assistant director needs to know that he&#39;ll be kept up to date with no frills, so...",,,,
"Je ne suis pas fou de joie d'entendre ça, mais il faut se tenir au courant.",I'm not exactly bursting to hear it either. We've gotta know what's going on.,"I&#39;m not overjoyed to hear that, but you have to keep up to date.",,,,
"Ils veulent prendre des notes, se tenir au courant, mais si ça leur sautait au visage, ils ne seraient pas responsables.","It's like they want to keep tabs on this. They want to stay on top of it, but if it blows up in their faces, then they don't have to take responsibility for it.","They want to take notes, keep up to date, but if it jumped out at them, they wouldn&#39;t be responsible.",,,,
On jette un coup d'oeil et on te tient au courant.,We'll take a look and get back to you.,We&#39;ll take a look and let you know.,,,,
"j'envisage de changer de camp. Je vous tiens au courant, je vous dirai si ça marche.","It's a question you haven't asked,mikayla,and i'm so surprised.","I plan to switch sides. I&#39;ll let you know, I&#39;ll let you know if it works.",,,,
"Non, j'ai plaidé trop d'affaires pour tomber dans le panneau.","No, I've been in far too many courtrooms to fall for that.","No, I&#39;ve litigated too many cases to fall for it.",,,,
Il est tombé dans le panneau !,"Walked right into that one, didn't he?",He fell into the trap!,,,,
"Je n'arrive pas à croire que tu es tombé dans le panneau du ""roi tourmenté"".","I can't believe that you fell for the old ""king in trouble"" thing.",I can&#39;t believe you fell for the &quot;tormented king&quot; sign.,,,,
"Et paf, j'ai percuté un réverbère... et je suis tombé dans les pommes.","And bam, I hit this light pole... and just knocked myself out.","And bam, I hit a lamppost... and I passed out.",,,,
Il va tomber dans les pommes.,He's going to faint.,He&#39;s going to pass out.,,,,
"D'abord, vous êtes tombé dans les pommes.","Well, for starters, you're a one-hitter quitter.","First, you passed out.",,,,
Il m'a bien fallu tourner la page.,I needed something.,I had to turn the page.,,,,
"Écoute, chéri. Si la musique te plaît, viens me tourner les pages.","Darling, if you like the music, sit beside me and turn the pages.","Listen, honey. If you like the music, come and turn the pages.",,,,
Vous avez tourné la page.,Closure.,You have turned the page.,,,,
"Je sais que tu as besoin d'espace, mais tu ne peux pas en avoir, car Alex est en train de tourner la page.","I know you want space, but you can't have space, because Alex might be moving on.","I know you need space, but you can&#39;t get it, because Alex is closing the page.",,,,
Je suis en train de tourner la page.,I'm turning over a new leaf.,I am turning the page.,,,,
"Je suis en train de tourner la page, vraiment, je travaille dur pour tourner la page.",I'm getting over this. I am. I'm working really hard to get over this.,"I&#39;m turning the page, really, I&#39;m working hard to turn the page.",,,,
"Après ton départ, ça a tourné au vinaigre.",After you left it turned into a roman circus.,"After you left, things turned sour.",,,,
"Okay, j'ai écouté ce que tu me disais, et je ne voulais que le diner tourne au vinaigre.","OK, I hear what you're saying, and I didn't mean for dinner to devolve into a merger meeting.","Okay, I listened to what you were telling me, and I didn&#39;t want dinner to go sour.",,,,
"Qu'arrivera t'il quand la relation tournera au vinaigre? Ce qui, voyons les choses en face, arrive à la majorité des relations de Lorelai","What will happen when the relationship goes sour... as, let's face it, most of Lorelai's relationships do?","What will happen when the relationship turns sour? Which, let&#39;s face it, happens to the majority of Lorelai&#39;s relationships.",,,,
Votre relation est en train de tourner au vinaigre ?,Has your relationship reached its inevitable ugly end?,Is your relationship turning sour?,,,,
- Je te tue. Son père tout craché !,That's my boy!,- I kill you. His father all spat!,,,,
C'est moi tout craché.,"- Ah, well, that's me.",It&#39;s just me.,,,,
"Ça, c'est toi tout craché !",This is typical of you.,That&#39;s you all spit!,,,,
C'est pas parce qu'elle a épousé un shérif qu'elle a le droit de traîner quelqu'un dans la boue comme ça.,Just 'cause you're married to law enforcement doesn't give you the right to... to take somebody's name down like that.,Just because she married a sheriff doesn&#39;t mean she has the right to drag someone through the mud like that.,,,,
Tout le monde veut aller à McMurdo pour une bouchée de pain.,Everybody is looking for a cheap ride out to McMurdo.,Everyone wants to go to McMurdo for a pittance.,,,,
"Sinon, d'ici vendredi, York pourra acheter Ojai pour une bouchée de pain et il ne nous restera rien.","Well, it's better than what most people do at odd hours on a computer.","Otherwise, by Friday, York can buy Ojai for a pittance and we&#39;ll be left with nothing.",,,,
Je ne m'en séparerai pas pour une bouchée de pain.,And I will not throw it away for nothing.,I won&#39;t part with it for a pittance.,,,,
"Vous êtes tellement doués pour trouver des trucs, peut-être que vous pourriez donner un coup de main à mon équipier.","You guys are so good at finding things, maybe you could give my partner a hand.","You guys are so good at finding stuff, maybe you could give my partner a hand.",,,,
Elle donnait un coup de main à la maison et à son père au travail.,She lends you a helping hand at home and her father at work.,She helped out at home and helped her father at work.,,,,
"Peut-être pas ça, mais... Un coup de main ?","Maybe not that, but... [cat meows]","Maybe not that, but... A helping hand?",,,,
Tu devrais être en train de t'occuper de Ben I'invalide. II va très bien. Tout Ie monde peut avoir besoin d'un coup de main.,THAT'S HOW IT SOUNDED.,You should be taking care of invalid Ben. He is doing very well. Everyone can use a helping hand.,,,,
- Il y fait un froid de canard.,"- Yeah, but it's freezing in there, Dad.",- It&#39;s freezing cold.,,,,
Un froid de canard.,Freezing cold.,Freezing cold.,,,,
"Il doit faire un froid de canard, en ce moment.",Must be cold as hell this time of year.,It must be freezing cold right now.,,,,
Un tien vaut mieux que deux tu l'auras.,"Well, no time like the present.",A bird in the hand is worth two in the bush.,,,,
Elle vend la peau de l'ours avant de l'avoir tué.,She's counting her chicks before they're hatched.,She sells the bear skin before she kills it.,,,,
Je ne veux pas compter nos poussins avant qu'ils éclosent (=vendre la peau de l'ours avant de l'avoir tué),I don't want to count our chickens before they hatch.,I don&#39;t want to count our chicks before they hatch (=sell the bear skin before killing it),,,,
"Venez, je vais vous montrer qu'il est fou celui qui vend la peau de l'ours avant de l'avoir tué.","Come, I hope to show you clearly how foolish it is to sell the bearskin while the bear is still alive.","Come, I&#39;ll show you that he is mad who sells the skin of the bear before having killed it.",,,,
A quelque chose malheur est bon.,Silver lining for your black cloud.,Some silver lining.,,,,
"Eh bien, à quelque chose malheur est bon.",This turned out to be a blessing in disguise.,"Well, to something misfortune is good.",,,,
"Souvenez-vous: ""A quelque chose malheur est bon.""","Remember, every cloud has a silver lining.",Remember: &quot;To something misfortune is good.&quot;,,,,
"Merci de ne pas le manger, ça coûte un bras.","I didn't have time to make it into anything, and please don't eat it 'cause it cost $55 an ounce.","Please don&#39;t eat it, it costs an arm and a leg.",,,,
- ça coûte un bras et une jambe.,- It costs an arm and leg.,- it costs an arm and a leg.,,,,
Ça coûte un bras.,Seems a little steep.,It costs an arm.,,,,
"""C'est les chiffres, putain, ça marche plus ! Regarde !""","""It's the numbers, fuck, it doesn't work anymore!","&quot;It&#39;s the numbers, damn it doesn&#39;t work anymore! Look!&quot;",,,,
Ca marche pas.,I don't know I can't remember 'cause at that point I zoned out 'cause some real hot fireman came into the bar,It does not work.,,,,
Ça marche.,Coming right up.,That works.,,,,
"J'ai la pêche, ça marche plus vite que j'imaginais.",Don't be paranoid. I feel great. Didn't expect the meds to work this quickly.,"I have fishing, it works faster than I imagined.",,,,
J'en ai marre qu'ils me mentent. Et je sais que ça marchera jamais.,I'm sick of them lying to me and I know that it's never going to work.,I&#39;m tired of them lying to me. And I know it will never work.,,,,
"Mais je me suis investie pour faire en sorte que ça marche, mais il en avait rien à foutre.","But I put everything I had into it to make it work, and he could care less.","But I threw myself into making it work, but he didn&#39;t give a fuck.",,,,
Ça marchera pas. - Faut faire gaffe.,"What do you think, honey?",It won&#39;t work. - You have to be careful.,,,,
"""Il faut souffrir pour être beau."" Essayez, ça marche.",Beauty Knows No Pain. just try it. It's gotten more ladies through my class...,"&quot;One must suffer to be beautiful.&quot; Try it, it works.",,,,
"Si ça marche pas, tournez la page.","If it doesn't work out, you move on. (chuckles) Mm-hmm.","If it doesn&#39;t work, turn the page.",,,,
Ça marcherait peut-être mieux si tu donnais un coup de main.,It would be easier if you helped me.,It might work better if you helped out.,,,,
"On est en train de chercher une solution, mais si ça marche pas, tu sais ce que tu dois faire ?","We're trying to solve it, but you know what to do... if it doesn't work out, right?","We&#39;re looking for a solution, but if it doesn&#39;t work, do you know what to do?",,,,
"Elle prend un bain ou quoi ? Si t'es en train de te baptiser, c'est pas comme ça que ça marche !",It doesn't count if you try to baptize yourself.,"Is she taking a bath or what? If you&#39;re baptizing yourself, that&#39;s not how it works!",,,,
"Quoi que tu sois en train de faire, ça marche.","Whatever you're doing in there, it's working.","Whatever you are doing, it works.",,,,
"Pour les aider à être bien dans leur peau. C'est flippant, non ?",Helped them feel good about themselves.,"To help them feel good about themselves. It&#39;s creepy, isn&#39;t it?",,,,
"Tu m'aides à me reconstruire, à être bien dans ma peau.","It's because, like, you're really good at like, building me up, and like, makin' me feel good about myself.","You help me to rebuild myself, to feel good about myself.",,,,
"le gagnant du concours devrait juste être une petite fille qui passe un magnifique moment sur scène, Qui est bien dans sa peau qui aime être sur scène et à confiance Et c'est vraiment ca","The winner of the pageant should just be an all-around little girl who's having a great time on stage, who's comfortable in herself, loves being on stage and feels confident and that's really it.","the winner of the contest should just be a little girl who&#39;s having a great time on stage, who feels good about herself who likes to be on stage and confident and that&#39;s really it",,,,
Je parie qu'elle est canon.,Something tells me she's a knockout!,I bet she&#39;s hot.,,,,
Il est canon.,He looks proper lush.,He&#39;s hot.,,,,
