source,references,hypothesis,trans_error,human_error,ambiguous,error_type
"Mais dans votre cas, je pense que ça serait plus sage de mettre la charrue avant les boeufs, si on peut dire.","But in your case, I think it would be wise to put the cart before the horse,so to speak.","But in your case, I think it would be wiser to put the plow before the ox, if you can say so.",,,,
"Sans mettre la charrue avant les boeufs, que se passera-t-il, si je réussis?","I don't want to get ahead of myself, but if things go my way, what's next?","Without putting the plow before the ox, what happens if I succeed?",,,,
J'ai mis la charrue avant les boeufs.,I put the cart before the horse.,I put the plow before the ox.,,,,
Il a assez mis son grain de sel quand on écrivait le discours...,We got enough input from him while we were writing the thing.,He put enough salt on when we wrote the speech...,,,,
Tu veux mettre ton grain de sel ?,Don't you want to put your 2Â¢ in?,You want to put on your grain of salt?,,,,
Donc tu dois venir me voir quand tu veux mettre ton grain de sel.,So you need to consult with me before you do anything like this.,So you have to come see me when you want to put on your grain of salt.,,,,
Je suis censé les détester. Ne pas avoir ma langue dans ma poche.,I'm supposed to despise girls... not feel nervous talking to one.,"I'm supposed to hate them, not have my tongue in my pocket.",,,,
"Ils rataient des trucs. Si on était malin, ils n'y voyaient que du feu.","If a director was subtle enough and clever enough, they got around it.","They missed things, and if we were smart, they only saw fire.",,,,
Elle n'y verra que du feu.,She's won't notice anything.,She'll see nothing but fire.,,,,
Il s'attaquait à une pauvrette qui n'y voyait que du feu.,He was gonna put the hurt on this poor girl who didn't know any better.,He was attacking a poor girl who saw nothing but fire.,,,,
On n'a pas élevé les cochons ensemble !,Make sure he doesn't sit near me.,We didn't raise pigs together!,,,,
"- Tout partira en fumée, sauf la prison.","- Everything goes, except the jail.","- Everything's gonna go in smoke, except the prison.",,,,
Il n'y a aucun plaisir à voir la fierté partir en fumée.,"""I don't think so, no pride in what goes up in smoke""",There's no pleasure in seeing pride go in smoke.,,,,
"Les 180 millions, partis en fumée.","180 millions faded away, huh?","The 180 million, gone in smoke.",,,,
C'était en train de partir en fumée.,McGEE: It was running on fumes.,It was leaving in smoke.,,,,
"Il fabrique des punaises depuis 1888, et les campagnes modernes, c'est pas sa tasse de thé.",He's been making thumbtacks since 1888 and he doesn't go for this modern hoopla.,"He has been making bugs since 1888, and modern countryside is not his cup of tea.",,,,
"Vos films, ne sont pas ma tasse de thé.",Your movie is not my teacup.,Your movies are not my cup of tea.,,,,
Le gardiennage n'est pas ma tasse de thé non plus.,Babysitting isn' t my thing either,Custodianship isn't my cup of tea either.,,,,
"En quelques clics, vous passez du coq à l'âne ?","What I don't believe is that a couple clicks took you from fiber-optic footprints to ""Help Me Rhonda.""","In just a few clicks, you're going from rooster to donkey?",,,,
Peter Petrelli est passé du coq à l'âne comme vous le dîtes chez vous.,"Peter Petrelli went from steady as a clam to, as you say, crap-house rat in a blink.",Peter Petrelli went from rooster to donkey like you said at home.,,,,
Il semble passer du coq à l'âne.,He seems to be drifting from one thought to another.,He seems to be moving from rooster to donkey.,,,,
Vous avez enfin passé l'arme à gauche?,"Are you finally dead, old man?",Did you finally pass the gun to the left?,,,,
Un type normal aurait passé l'arme à gauche et serait mort.,"I mean, any normal man would have just turned up his toes and died.",A normal guy would have passed the gun to the left and died.,,,,
Je croyais... qu'il avait passé l'arme á gauche.,But I thought... he was long gone.,I thought... he passed the gun to the left.,,,,
"A l'aise :""Petit à petit, l'oiseau fait son nid""!","""The early bird catches the worm."" ""A stitch in time saves nine.""","At ease: ""Little by little, the bird makes its nest""!",,,,
"""Petit à petit, l'oiseau fait son nid.""",You know the phrase 'Softly softly catchee monkey'?,"Little by little, the bird makes its nest.",,,,
"petit à petit, l'oiseau fait son nid.",I call it my onwards and upwards theory.,"Little by little, the bird makes its nest.",,,,
"Tu as entendu beaucoup de voix... mais comparé à moi, c'est du pipi de chat.",You may have heard a lot of singers... but you ain't heard nothing sung till you heard me sung it.,"You've heard a lot of voices... but compared to me, it's cat pee.",,,,
- Ça sent le pipi de chat ?,Smells like cat pee?,- Does it smell like a cat's pee?,,,,
"Maintenant, tous les vins que vous boirez auront le goût de pipi de chat.",And now any other wine you ever drink will taste like cat piss.,"Now, all the wines you drink will taste like cat pee.",,,,
"Je le regarde, et Mr Beau-Gosse, ici présent, pleure comme une madeleine.","I look over, and Pretty Boy here is bawling his eyes out.","I look at him, and Mr. Beau-Gosse, here, weeps like a madeleine.",,,,
elle a même pleuré comme une madeleine parce qu'il lui manquait. ce n'est pas comme si je n'avais pas utilisé Hye Ri.,"Lawyer. His name was Seo-Dong-Gun. Do you know him, by any chance?",She even cried like a madeleine because she missed it. It's not like I didn't use Hye Ri.,,,,
"Une année, il m'a apporté une Barbie et j'ai pleuré comme une madeleine.",He brought me a barbie and i bailed my eyes out.,"One year, he brought me a Barbie and I cried like a madeleine.",,,,
Tu crois qu'Elliot est en train de pleurer comme une madeleine ?,"Do you think Elliot's somewhere right now, crying her eyes out?",Do you think Elliot's crying like a madeleine?,,,,
La dernière fois que je vous ai vu... vous étiez en train de pleurer comme une madeleine.,Have you come to talk about marriage?,The last time I saw you... you were crying like a madeleine.,,,,
"Il est con. Il pleut des cordes, et il veut baiser.","He's nuts. lt's raining like hell, and he wants a fuck.","He's stupid, he's raining ropes, and he wants to fuck.",,,,
Il pleut des cordes.,It's raining cats and dogs.,It's raining ropes.,,,,
"Oui, il pleuvait des cordes.","Yes, it rained cats and dogs, as you say.","Yeah, it was raining ropes.",,,,
"Plumer quelqu'un, c'est facile.","Beating a man out of his money, that's easy.","Plumbing someone, it's easy.",,,,
Je t'ai posé un lapin.,I stood you up. - It wasn't a date.,I put a rabbit on you.,,,,
"Tu me poses un lapin et tout ce que tu dis, c'est ""désolé"" ?","You stood me up and your only explanation is ""sorry""?","You put a rabbit on me and all you say is ""sorry""?",,,,
Tu poses un lapin à ta sœur ?,Are you really standing up your sister for work?,You're putting a rabbit on your sister?,,,,
Ce serait comme poser un lapin à quelqu'un au bal de fin d'année.,It'd be like standing someone up for the prom.,It'd be like posing a rabbit to someone at the end of the year prom.,,,,
"Tu as posé un lapin à quelqu'un, récemmment ?",You? Stand anyone up lately?,"You put a rabbit down on someone, right?",,,,
J'aimerais manger sans qu'on me prenne la tête.,I would like to eat in peace.,I'd like to eat without anyone taking my head off.,,,,
Il a pris la tête et fonça vers la clôture.,When he took the lead he fought for the rail.,He took the lead and ran into the fence.,,,,
"Savage prend la tête pour Angkor ! - Allez, Savage !",Savage now in the lead for angkor.,Savage takes the lead for Angkor!,,,,
Tu es en train de te prendre la tête.,You're psyching yourself out.,You're taking your head off.,,,,
Sarah est en train de te prendre la tête.,"Oh, Sarah's got you all up in a tizzy.",Sarah's taking your head off.,,,,
Prends tes cliques et tes claques et va à Paris.,Do as I say and head to Paris first thing.,Take your cliques and your slaps and go to Paris.,,,,
"Prenez vos cliques et vos claques, partez.",I want you out of the house.,"Get your clicks and your slaps, get out of here.",,,,
Alors j'ai pris mes cliques et mes claques et je me suis enfui comme un perdu !,Then I packed my things and ran away like a madman!,So I took my clicks and my slaps and ran away like a loser!,,,,
Je prends mon courage à deux mains.,Start getting a little brave.,I take my courage with two hands.,,,,
Alors elle a pris son courage à deux mains pour faire la fille mature de fac.,So she dug down deep and did the only thing a mature college woman could do.,So she took her courage with two hands to make the college mature girl.,,,,
"Quand il est arrivé, j'ai pris mon courage à deux mains pour aborder le sujet.","When he did arrive, I had the courage to get to the heart of the matter.","When he arrived, I took my courage with two hands to address the subject.",,,,
"Vous voyez un rat,Et vous prenez vos jambes a votre cou ?","You see one rat, turn tail and run?","You see a rat, and you take your legs to your neck?",,,,
J'ai pris mes jambes à mon cou.,I ran out of here like the place was on fire.,I took my legs off my neck.,,,,
Et vous avez pris vos jambes à votre cou.,And you ran away as fast as you could.,And you took your legs off your neck.,,,,
Je vais péter un câble.,I'm going to go out of my mind.,I'm gonna break a cable.,,,,
"Tu as pété un câble, détenue ?","- Are you out of your mind, inmate? - Hey.","You broke a cable, inmate?",,,,
"Tous les clients m'en offrent un. Le soir, je pète un câble","Wherever I deliver mail, they offer me some, by evening I'm a wreck.","All the customers give me one. In the evening, I'm going through a cable.",,,,
C'est pas sa mère qui est en train de péter un câble.,It's not his mother who's gone around the bend.,It's not his mother who's freaking out.,,,,
Randy est en train de péter un câble là-bas dedans.,Randy's losing his brain in there.,Randy's freaking out a cable over there.,,,,
"- Ethan, je suis en train de péter un câble à cause...","Ethan, I'm freaking out.","- Ethan, I'm freaking out because...",,,,
"Quand le chat n'est pas là, les souris dansent.",But I'm not well alone.,"When the cat isn't there, the mice dance.",,,,
"- Quand le chat n'est pas là, les souris dansent...",- You were just taking advantage of the cat's absence.,"- When the cat isn't there, the mice dance...",,,,
"Tu sais ce qu'on dit, ""Quand le chat n'est pas là, les souris dansent.""","'You know what they say, ""While the cat's away, the mice will play.""","You know what they say, ""When the cat isn't there, the mice dance.""",,,,
"Ouais, quand les poules auront des dents!","Yeah, about the time you get your third set of teeth.","Yeah, when the chickens get teeth!",,,,
- Quand les poules auront des dents.,-When fish ride bicycles.,- When the chickens get teeth.,,,,
- Je quitterai ma ferme... quand les poules auront des dents!,- Ain't leaving my house for nothing. Not in a hundred years!,- I'll leave my farm... when the chickens have teeth!,,,,
Pas qu'il y ait quelque chose qui cloche avec ton look.,Not that there's a damn thing wrong with them.,Not that there's something wrong with your look.,,,,
"Armistead MAUPIN Ecrivain dans notre quotidien. Quand on est homo et qu'on n'en voit jamais le reflet dans les films, on se dit qu'il y a quelque chose qui cloche.",When you're gay... and don't see that reflected in any way ever in the movies... you began to feel that something truly is wrong.,"Armistead MAUPIN Writer in our daily lives, when you're gay and you never see the reflection in the movies, you think there's something wrong.",,,,
"Rick, il y a quelque chose qui cloche avec la radio.","Rick. Rick, there's something wrong with the radio.","Rick, there's something wrong with the radio.",,,,
"Hier, vous ignoriez son existence. Qui vole un œuf vole un bœuf.","Let a man steal an egg, tomorrow he'll steal an ox.","Yesterday, you didn't know it existed, who steals an egg steals an ox.",,,,
"Qui vole un œuf vole un bœuf. Après la pluie, le beau temps.","""Half a loaf of bread is better than none.""","Who steals an egg steals an ox, after the rain, the good weather.",,,,
"""Qui vole un oeuf vole un boeuf"" ?","""A bird in the hand's worth two in the bush""?","""Who steals an egg steals an ox""?",,,,
Ça t'autorise pas à raconter des salades.,"If I lied,",It doesn't allow you to tell salads.,,,,
Lave tes mains et arrête de raconter des salades.,Wash your hands and no more bullshit.,Wash your hands and stop telling salads.,,,,
"Ma maman à moi, elle me pinçait quand je racontais des salades.",- My mom used to pinch me when I lied.,"My mommy, she used to pinch me when I was talking salads.",,,,
"Bon... s'il ramène sa fraise, ou s'il appelle...","So... if he fuckin' shows up or anything, or if he fuckin' calls.","Well... if he brings back his strawberry, or if he calls...",,,,
Warwick a ramené sa fraise.,Warwick came sniffing around.,Warwick brought back his strawberry.,,,,
Et va savoir qui va ramener sa fraise !,Who knows who's gonna be coming along in that time?,And who's gonna bring her strawberry back?,,,,
Et on a reçu une note salée pour la réquisition de photos d'un certain congrès.,The accounts department received a huge bill for the requisition of photos from some congress.,And we received a salt note for the requisition of photos from a certain convention.,,,,
"Il va recevoir une note salée, hein ?","He'll have some huge bill when he's done, right?","He's gonna get a salty note, right?",,,,
"Car si vous voulez savoir, De temps en temps je reçois des notes salées !",But I do want to know about that because I get endless bills to pay!,"Because if you want to know, from time to time I get salty notes!",,,,
"Nous nous apprêtons à rendre l'âme de M. Jones... de M. Shoans, à Dieu.","What do you want With him, sonny? I just have a very Important question I'd like to ask him.",We're about to return Mr. Jones' soul... from Mr. Shoans to God.,,,,
"Alors, tu as finalement rendu l'âme, Batman?","I see you finally shuffled off this mortal coil, Batman.","So, you finally gave up your soul, Batman?",,,,
Jusqu'à ce qu'elle rende l'âme.,Until she passed.,Until she gave the soul back.,,,,
"Bon, revenons à nos moutons.","- All right, back to business. - Ho, ho, ho!","All right, let's go back to our sheep.",,,,
"Fei-yu, abrège. Revenons à nos moutons.","Shi Yu, just get to the point, can you?","Fei-yu, abbreviate, let's go back to our sheep.",,,,
Revenons à nos moutons.,Let me get down to brass tacks.,Let's go back to our sheep.,,,,
"Je roule sur l'or, ils rament.","That's why we drive Benz, they take bus","I roll on gold, they raze.",,,,
Comme si on roulait sur l'or !,Haven't we had enough of two-bit prizes?,It's like we're rolling on gold!,,,,
"Votre ami Reese roule sur l'or, à présent.",Your friend Reese... he's in the big time now.,Your friend Reese's rolling on gold now.,,,,
"La technologie en soi, on s'en fout complètement. Tout ce qu'on veut, c'est s'en mettre plein les poches.",We don't give two shits about how technology works because all we care about is getting fucking rich.,"We don't give a damn about technology itself, all we want is to get all the pockets of it.",,,,
"Ces messieurs se servent, s'en mettent plein les poches et nous oublient.",The rich people that we serve will put the money in their pockets and forget about us.,"These gentlemen use it, put their pockets on it and forget about us.",,,,
"Il s'en met plein les poches. J'en ai côtoyé, aux Moeurs.",I met people like him in Vice.,"He's got a lot of his pockets, and I've been with him in the Moors.",,,,
- Viens on s'envoie en l'air toi et moi?,"- Lets get high together, okay?","- Come on, let's get laid, you and me?",,,,
On va s'envoyer en l'air sur ces plats hors de prix.,on top of all this expensive food I bought.,We're gonna get laid on these cheap dishes.,,,,
Tu as dû quitter le pays parce que ton coloc s'envoyait en l'air ?,"Wait, wait. You had to leave the state because your roommate was having sex?",You had to leave the country because your roommate was getting laid?,,,,
"Imagine combien de gens sont en train de s'envoyer en l'air, mec.","Imagine how many people out there right now are fucking, man.","Imagine how many people are getting laid, man.",,,,
Nous sommes Matthew McConaughey et Kate Hudson de la comédie romantique Comment se faire larguer en 10 leçons.,We're Matthew McConaughey and Kate Hudson from the classic romantic comedy How to Lose a Guy in 10 Days.,We are Matthew McConaughey and Kate Hudson from Romantic Comedy How to Get Dropped in 10 Lessons.,,,,
"""Comment se faire larguer en dix jours ?""",How to Lose a Guy in Ten Days.,"""How can I get dumped in ten days?""",,,,
"Mon ex-mari Coleman, qui m'a largué pour une femme plus jeune, vient de se faire larguer par une femme plus jeune...","My ex-husband Coleman, who dumped me for a younger woman, just got dumped by a younger woman...","My ex-husband Coleman, who dumped me for a younger woman, just got dumped by a younger woman...",,,,
C'est ce qui s'appelle se jeter dans la gueule du loup.,I guess this is what they mean by moths flying to the flame.,That's what's called throwing himself into the wolf's mouth.,,,,
Verdice se jette dans la gueule du loup.,Verdice is walking right into an arrest.,Verdice throws himself into the wolf's mouth.,,,,
Je voulais savoir ce que ça fait de se jeter dans la gueule du loup.,Wanted to know what it was like to walk into a propeller.,I wanted to know what it's like to throw yourself in the wolf's face.,,,,
Je me mettais sur mon 31. On faisait comme si on avait les moyens.,"I'd get myself all dressed up, make the dealer believe we could actually afford it.",I was on my 31st. We were acting like we could afford it.,,,,
Mais je vais essayer de me mettre sur mon 31.,But I think I might try to dress up.,But I'm gonna try to get on my 31st.,,,,
"Le jour de la fête des Mères, les gens se mettent sur leurs 31.","On Mother's Day, people pull out all the stops.","On Mother's Day, people put themselves on their 31.",,,,
On se noie dans un verre d'eau.,Might we not be creating a storm in a tea cup?,We drown in a glass of water.,,,,
C'est vrai qu'un mouton peut se noyer dans un verre d'eau ?,"You once told me a cup of fresh water was enough to drown a sheep, right?",Is it true that a sheep can drown in a glass of water?,,,,
Il se noie dans un verre d'eau.,This man would drown in a glass of water.,He drowns in a glass of water.,,,,
Qu'il s'occupe de ses oignons !,Why doesn't he mind his own business!,Let him take care of his onions!,,,,
J'espère que votre bande de batârds fouineurs va apprendre à s'occuper de ses oignons.,I wish you nosy bastards would learn to mind your own business.,I hope your band of snooping batards learns how to deal with his onions.,,,,
"On dit: ""S'occuper de ses oignons"" !","You mean, ""Does he hear sheep?"" or ""Has he heard sheep?""","They say, ""Take care of your onions""!",,,,
Laisse-la se prendre un râteau.,Let her learn the hard way.,Let her get a rake.,,,,
Alors je me prends un râteau. Je suppose.,"Wow, so you're turning me down?","So I get a rake, I guess.",,,,
Mais j'ai pas l'habitude de me prendre un râteau.,"I'm not used to being blown off, that's all.",But I'm not used to getting a rake.,,,,
On peut se serrer la ceinture.,We can tighten it up.,We can tighten our belt.,,,,
"Avec la crise, le directeur financier veut qu'on se serre la ceinture.",Our CFO feels we need to do some belt-tightening.,"With the crisis, the Chief Financial Officer wants us to tighten our belt.",,,,
Il faudra se serrer la ceinture un mois ou deux.,We're just gonna have to suck it up for a couple months.,We'll have to tighten our belt for a month or two.,,,,
Ca se vend comme des petits pains.,I know.,It's sold like buns.,,,,
"Je garde les traces de ce que mes clients achètent, et ceux-là se vendent comme des petits pains.","I keep strict tabs on what my customers buy, and those are selling like hotcakes.","I keep track of what my customers are buying, and these are selling like buns.",,,,
"L'aventure. Le sexe. Mets ça dans ton livre, il se vendra comme des petits pains.","Adventure, sex... you put that in your book, it'll sell like hot cakes.","The adventure, the sex, put it in your book, it'll sell itself like little bread.",,,,
- II sent le sapin!,- He knows it's coming!,- He smells like a tree!,,,,
Ça sentait le sapin.,I smelled that pine box.,It smelled like a tree.,,,,
Tu sens le sapin.,You smell like a pine cone.,You smell like a tree.,,,,
"Si Colleen est partie sur un coup de tête, elle n'a pas emporté grand-chose.","You know, if Colleen really did take off she didn't take much with her.","If Colleen went on a head-up, she didn't take much.",,,,
"Écoute, je sais que c'est agaçant et même si on dirait que je fais ça sur un coup de tête, ce qui est le cas, il y a une raison à ma folie.","Look, I know this is annoying and although it seems like I'm making this up on the fly, which I am, there's a method to my madness!","Look, I know it's annoying and even if it looks like I'm doing this on a head-up, which is the case, there's a reason for my madness.",,,,
Elle n'a pas juste attaqué Tom sur un coup de tête parce qu'elle vous a entendu vous disputer vous et votre femme.,She didn't just attack Tom out of an impulse because she overheard you and your wife argue.,She didn't just attack Tom on a headshot because she heard you and your wife arguing.,,,,
"C'est une grosse enquête; Le directeur assistant a besoin de savoir qu'il sera tenu au courant sans fioritures, donc...","It's a major case; the Assistant Director needs to know he's getting the facts without spin, so...","It's a big investigation; the assistant director needs to know that he'll be kept up to date without fioritures, so...",,,,
"Je ne suis pas fou de joie d'entendre ça, mais il faut se tenir au courant.",I'm not exactly bursting to hear it either. We've gotta know what's going on.,"I'm not crazy about hearing that, but you have to keep up to date.",,,,
"Ils veulent prendre des notes, se tenir au courant, mais si ça leur sautait au visage, ils ne seraient pas responsables.","It's like they want to keep tabs on this. They want to stay on top of it, but if it blows up in their faces, then they don't have to take responsibility for it.","They want to take notes, keep up-to-date, but if it jumps in their faces, they wouldn't be responsible.",,,,
On jette un coup d'oeil et on te tient au courant.,We'll take a look and get back to you.,We'll take a look and let you know.,,,,
"j'envisage de changer de camp. Je vous tiens au courant, je vous dirai si ça marche.","It's a question you haven't asked,mikayla,and i'm so surprised.","I'll let you know, I'll tell you if it works.",,,,
"Non, j'ai plaidé trop d'affaires pour tomber dans le panneau.","No, I've been in far too many courtrooms to fall for that.","No, I pleaded too many cases to fall into the billboard.",,,,
Il est tombé dans le panneau !,"Walked right into that one, didn't he?",He fell in the sign!,,,,
"Je n'arrive pas à croire que tu es tombé dans le panneau du ""roi tourmenté"".","I can't believe that you fell for the old ""king in trouble"" thing.",I can't believe you fell into the sign of the tormented king.,,,,
"Et paf, j'ai percuté un réverbère... et je suis tombé dans les pommes.","And bam, I hit this light pole... and just knocked myself out.","And paf, I hit a streetlight... and I fell in the apples.",,,,
Il va tomber dans les pommes.,He's going to faint.,He's gonna fall in the apples.,,,,
"D'abord, vous êtes tombé dans les pommes.","Well, for starters, you're a one-hitter quitter.","First, you fell in the apples.",,,,
Il m'a bien fallu tourner la page.,I needed something.,I had to move on.,,,,
"Écoute, chéri. Si la musique te plaît, viens me tourner les pages.","Darling, if you like the music, sit beside me and turn the pages.","Listen, honey, if you like the music, come and turn the pages on me.",,,,
Vous avez tourné la page.,Closure.,You've moved on.,,,,
"Je sais que tu as besoin d'espace, mais tu ne peux pas en avoir, car Alex est en train de tourner la page.","I know you want space, but you can't have space, because Alex might be moving on.","I know you need space, but you can't have space, because Alex is turning the page.",,,,
Je suis en train de tourner la page.,I'm turning over a new leaf.,I'm moving on.,,,,
"Je suis en train de tourner la page, vraiment, je travaille dur pour tourner la page.",I'm getting over this. I am. I'm working really hard to get over this.,"I'm turning the page, really, I'm working hard to move on.",,,,
"Après ton départ, ça a tourné au vinaigre.",After you left it turned into a roman circus.,"After you left, it turned vinegar.",,,,
"Okay, j'ai écouté ce que tu me disais, et je ne voulais que le diner tourne au vinaigre.","OK, I hear what you're saying, and I didn't mean for dinner to devolve into a merger meeting.","Okay, I listened to what you were telling me, and I only wanted dinner to turn with vinegar.",,,,
"Qu'arrivera t'il quand la relation tournera au vinaigre? Ce qui, voyons les choses en face, arrive à la majorité des relations de Lorelai","What will happen when the relationship goes sour... as, let's face it, most of Lorelai's relationships do?","What will happen when the relationship turns vinegar? What, let's face it, happens to the majority of Lorelai's relationships",,,,
Votre relation est en train de tourner au vinaigre ?,Has your relationship reached its inevitable ugly end?,Is your relationship turning vinegar?,,,,
- Je te tue. Son père tout craché !,That's my boy!,"- I'm killing you, his father's spitting it all out!",,,,
C'est moi tout craché.,"- Ah, well, that's me.",I'm all spitting out.,,,,
"Ça, c'est toi tout craché !",This is typical of you.,That's all you spit out!,,,,
C'est pas parce qu'elle a épousé un shérif qu'elle a le droit de traîner quelqu'un dans la boue comme ça.,Just 'cause you're married to law enforcement doesn't give you the right to... to take somebody's name down like that.,It's not because she married a sheriff that she's allowed to drag someone in the mud like that.,,,,
Tout le monde veut aller à McMurdo pour une bouchée de pain.,Everybody is looking for a cheap ride out to McMurdo.,Everyone wants to go to McMurdo for a bite of bread.,,,,
"Sinon, d'ici vendredi, York pourra acheter Ojai pour une bouchée de pain et il ne nous restera rien.","Well, it's better than what most people do at odd hours on a computer.","Otherwise, by Friday, York will be able to buy Ojai for a bite of bread and we will have nothing left.",,,,
Je ne m'en séparerai pas pour une bouchée de pain.,And I will not throw it away for nothing.,I won't leave it for a bite of bread.,,,,
"Vous êtes tellement doués pour trouver des trucs, peut-être que vous pourriez donner un coup de main à mon équipier.","You guys are so good at finding things, maybe you could give my partner a hand.","You're so good at finding stuff, maybe you could give my partner a hand.",,,,
Elle donnait un coup de main à la maison et à son père au travail.,She lends you a helping hand at home and her father at work.,She was helping the house and her father at work.,,,,
"Peut-être pas ça, mais... Un coup de main ?","Maybe not that, but... [cat meows]","Maybe not, but... help?",,,,
Tu devrais être en train de t'occuper de Ben I'invalide. II va très bien. Tout Ie monde peut avoir besoin d'un coup de main.,THAT'S HOW IT SOUNDED.,"You should be taking care of the invalid Ben, he's fine, everybody can use a hand.",,,,
- Il y fait un froid de canard.,"- Yeah, but it's freezing in there, Dad.",- It's a cold duck.,,,,
Un froid de canard.,Freezing cold.,A cold duck.,,,,
"Il doit faire un froid de canard, en ce moment.",Must be cold as hell this time of year.,It's got to be a cold duck right now.,,,,
Un tien vaut mieux que deux tu l'auras.,"Well, no time like the present.","One of yours is better than two, you'll get it.",,,,
Elle vend la peau de l'ours avant de l'avoir tué.,She's counting her chicks before they're hatched.,She sells the bear's skin before she kills him.,,,,
Je ne veux pas compter nos poussins avant qu'ils éclosent (=vendre la peau de l'ours avant de l'avoir tué),I don't want to count our chickens before they hatch.,I don't want to count our chicks until they hatch (=sell the bear's skin before they kill it),,,,
"Venez, je vais vous montrer qu'il est fou celui qui vend la peau de l'ours avant de l'avoir tué.","Come, I hope to show you clearly how foolish it is to sell the bearskin while the bear is still alive.","Come on, I'll show you that he's crazy who sells the bear's skin before he kills him.",,,,
A quelque chose malheur est bon.,Silver lining for your black cloud.,Something bad is good.,,,,
"Eh bien, à quelque chose malheur est bon.",This turned out to be a blessing in disguise.,"Well, something bad is good.",,,,
"Souvenez-vous: ""A quelque chose malheur est bon.""","Remember, every cloud has a silver lining.","Remember, ""To something bad is good.""",,,,
"Merci de ne pas le manger, ça coûte un bras.","I didn't have time to make it into anything, and please don't eat it 'cause it cost $55 an ounce.","Thanks for not eating it, it costs an arm.",,,,
- ça coûte un bras et une jambe.,- It costs an arm and leg.,- It costs an arm and a leg.,,,,
Ça coûte un bras.,Seems a little steep.,It costs an arm.,,,,
"""C'est les chiffres, putain, ça marche plus ! Regarde !""","""It's the numbers, fuck, it doesn't work anymore!","""It's the numbers, damn it, it doesn't work anymore! Look!""",,,,
Ca marche pas.,I don't know I can't remember 'cause at that point I zoned out 'cause some real hot fireman came into the bar,It's not working.,,,,
Ça marche.,Coming right up.,It's working.,,,,
"J'ai la pêche, ça marche plus vite que j'imaginais.",Don't be paranoid. I feel great. Didn't expect the meds to work this quickly.,"I'm fishing, it works faster than I thought.",,,,
J'en ai marre qu'ils me mentent. Et je sais que ça marchera jamais.,I'm sick of them lying to me and I know that it's never going to work.,"I'm tired of them lying to me, and I know it's never gonna work.",,,,
"Mais je me suis investie pour faire en sorte que ça marche, mais il en avait rien à foutre.","But I put everything I had into it to make it work, and he could care less.","But I invested in making it work, but he didn't give a shit.",,,,
Ça marchera pas. - Faut faire gaffe.,"What do you think, honey?",It won't work.,,,,
"""Il faut souffrir pour être beau."" Essayez, ça marche.",Beauty Knows No Pain. just try it. It's gotten more ladies through my class...,"""You have to suffer to be beautiful."" Try, it works.",,,,
"Si ça marche pas, tournez la page.","If it doesn't work out, you move on. (chuckles) Mm-hmm.","If it doesn't work, turn the page.",,,,
Ça marcherait peut-être mieux si tu donnais un coup de main.,It would be easier if you helped me.,Maybe it'd be better if you helped.,,,,
"On est en train de chercher une solution, mais si ça marche pas, tu sais ce que tu dois faire ?","We're trying to solve it, but you know what to do... if it doesn't work out, right?","We're looking for a solution, but if it doesn't work, you know what to do?",,,,
"Elle prend un bain ou quoi ? Si t'es en train de te baptiser, c'est pas comme ça que ça marche !",It doesn't count if you try to baptize yourself.,"If you're baptizing yourself, that's not how it works!",,,,
"Quoi que tu sois en train de faire, ça marche.","Whatever you're doing in there, it's working.","Whatever you're doing, it works.",,,,
"Pour les aider à être bien dans leur peau. C'est flippant, non ?",Helped them feel good about themselves.,"It's scary, isn't it?",,,,
"Tu m'aides à me reconstruire, à être bien dans ma peau.","It's because, like, you're really good at like, building me up, and like, makin' me feel good about myself.","You're helping me rebuild, you're helping me feel good about myself.",,,,
"le gagnant du concours devrait juste être une petite fille qui passe un magnifique moment sur scène, Qui est bien dans sa peau qui aime être sur scène et à confiance Et c'est vraiment ca","The winner of the pageant should just be an all-around little girl who's having a great time on stage, who's comfortable in herself, loves being on stage and feels confident and that's really it.","the winner of the contest should just be a little girl who spends a beautiful moment on stage, who is well in her skin who loves to be on stage and trusting and that's really that",,,,
Je parie qu'elle est canon.,Something tells me she's a knockout!,I bet she's hot.,,,,
Il est canon.,He looks proper lush.,He's hot.,,,,
"J'ai couché avec Mme Lundgaard en CM2 ? Elle était canon, mais j'avais dix ans.",I had sex with Mrs. Lundgaard in the fifth grade?,"I slept with Mrs. Lundgaard in Grade 2 and she was hot, but I was ten.",,,,
Tu es en train de dire que ta sœur est canon ?,"What a freak! You're going to hell, man!",Are you saying your sister's hot?,,,,
Ma cliente était crevée.,My client was wasted.,My client was tired.,,,,
Je suis crevé.,"Yeah, I'm pretty beat. Well, I need you.",I'm tired.,,,,
Il y a ce moment excellent où son œil est crevé...,There's this brilliant bit where his eye gets gouged out...,There's this great moment when his eye is punctured...,,,,
"Je suis crevé, j'ai la dalle et la migraine !","I don't know where the fuck we are and we don't have any water. I'm tired, I'm hungry, and I've got a headache.","I'm tired, I've got the slab and the migraine!",,,,
"Tout ce que j'ai à faire, c'est crever la dalle une semaine... et je retrouverai la vie infernale que j'avais avant ?","So all I gotta do is starve and be miserable for a week, then my life will go back to the normal hell it always was?",All I have to do is die the slab a week... and I'll get back to the hell life I had before?,,,,
"- Je suis crevée, j'en ai marre.",I'm tired and I'm bored. What are you bored of?,"- I'm tired, I'm sick of it.",,,,
