source,references,hypothesis,type
これ以上問題にならないよう,"[""So you shouldn't have any more... Problems.""]",no more problems,idiomatic
政府は　喉から手が出るほど あのリストが欲しいんだろ,['Your government must be salivating over that list.'],The government desperately wants that list.,idiomatic
喉から手が出るほど 哀れだね,"[""Need one, desperately. It's quite sad, really.""]",It&#39;s so pitiful that my hand sticks out of my throat,idiomatic
喧嘩を売る気か,"['We gonna fight, Raymond?']",do you want to pick a fight,idiomatic
政府に喧嘩を売った 女の発言とは思えないね？,"[""Aren't you the same woman who told the government to kiss her ass a few years ago?""]","You don&#39;t think it&#39;s the woman who picked a fight with the government, do you?",idiomatic
何で俺に喧嘩を売ってるんだ？ そっちこそ 何で俺に喧嘩を売ってるんだ？,['Why you been acting so messed up towards me?'],Why are you picking fights with me? Why are you picking fights with me?,idiomatic
嘘で固めるなら もっと上手くやることだ,"[""You know, for somebody who lies all the time, I'd think you'd be better at it.""]","If you want to solidify it with lies, do better",idiomatic
一回だけで済むだろうって ...そうなると騙し行為の 嘘で固めた人生の始まりだ,"['What I hoped would be a one-time event was just the beginning of a life consumed with lies, intrigue and deception.']",I thought it would be enough just once...that would be the beginning of a deceitful life filled with lies,idiomatic
嘘で固めた人生だな,['A life that is a big fat lie.'],It&#39;s a life made up of lies,idiomatic
嘘をつくならもっとマシな 嘘をつけ,"[""But you'll have to spin a better story than that if you expect it to get you off the hook.""]","If you&#39;re going to lie, tell a better lie",idiomatic
島を出るのならば すべて嘘をつけ,"['If you have to go, then you have to lie about everything.']","If you&#39;re going to leave the island, tell a lie",idiomatic
あのテロ以降 何度俺に嘘をつけば気が済むんだ,"[""How come every time we've talked since that bomb went off, you lie to me?""]","After that terrorist attack, how many times can you lie to me?",idiomatic
私達はシャンプーのボトルを突っ込んだの 嘘を言うな！,['- I fell down on the shampoo ... - You lie!'],We shoved a bottle of shampoo Don&#39;t lie!,idiomatic
俺が死体を見つけた朝のことで 聞きたいことがあるから来いと 俺に嘘を言ったことか？ それとも,"['Lying and telling me you needed me to come here to answer questions about the morning I found the corpse, or plotting against my boss?']",Did you lie to me about the morning I found the body and ask you to come over to ask me something? or,idiomatic
嘘を言うな 腹から脳まで切り裂くぞ そして自分の臓物を食わせる,"[""Lie to me again and I'll open you from your belly to your brain and feed you your intestines.""]","Don&#39;t lie, I&#39;ll cut you from belly to brain, and I&#39;ll feed you your guts",idiomatic
先日君は私に　嘘八百を並べたくせに 今日は　君のパートナーを助けろと 言うのか？,"['You lie to me the other day about everything, and now you expect me to help save your partner.']","The other day you told me you lied to me, but today you&#39;re telling me to help your partner?",idiomatic
"（山里） ""四の五の言ってんじゃねえ""と ""好きだったら好きでね お互い動きなさいよ""と",['She basically told them both to make a move if they like each other.'],"(Yamazato) &quot;Don&#39;t say 4-5&quot; and &quot;If you like it, like it. Let&#39;s move together.&quot;",idiomatic
四の五の言わずに働け,"[""Why don't you shut the fuck up and get back to work, okay?""]",Work without saying four or five,idiomatic
因果応報を示さないとな,"['Whatever the play, it has to do double-duty.']",I have to show cause and effect,idiomatic
お前の功徳は因果応報で,['What merits and retribution are you looking to?'],Your merit is due to cause and effect,idiomatic
因果応報を信じなければな,['unless you believe in karma.'],Must believe in cause and effect,idiomatic
そんなに固くならないで,"[""Don't be so horrified.""]",don&#39;t be so stiff,idiomatic
もう彼のガードは　固くなるだろう 何回言わせりゃ気が済む？,['How many times I got to say it?'],His guard is going to be tough now How many times do I have to say it before I get tired of it?,idiomatic
国王によりリヴァランは フレイの領土となった,['Riverrun was granted to the Freys by royal decree.'],"By the king, Riverrun became Frey&#39;s realm.",idiomatic
カンザス州が 領土になった時...,['--when Kansas became a territory?'],When Kansas became a territory...,idiomatic
常識的で足が土を踏んでる。,['Sensible girl with her feet on the ground.'],Common sense and feet on the ground.,idiomatic
即、攻撃は無い 先ずは圧力を掛けるだろ？,['All they have to do is hint. Vaguely insinuate.'],There will be no immediate attack.,idiomatic
不必要な圧力を 掛ける気じゃないよ 君にね,['Just not wanting to put any unnecessary pressure on-- on you.'],I don&#39;t mean to put unnecessary pressure on you,idiomatic
もう少しの圧力を掛けてくれ ちょうどいいくらいの,['Give me a little more pressure. Just what I need.'],"Give me a little more pressure, just enough",idiomatic
圧巻は、 彼女がすべて世界と共有するために、,"['Now the best part, in the interest of sharing everything she can with the world,']",The best part is that she has to share everything with the world.,idiomatic
彼のキャリアも地に落ちました,['The nail in the coffin of a career. And Powers kicks his glove.'],his career plummeted,idiomatic
地に落ちた者. . そいつの名は.,"['And his name, for ever more, was the Fallen.']",The one who fell to the ground.. His name is..,idiomatic
ラングとハッチの2人の将軍が権力を争い ラングが勝利しハッチは地下に潜った,['Two generals claim power. Lang wins the war. Hatch hides in the shadows.'],"Two generals, Lang and Hutch, fought for power, Lang won and Hutch went underground.",idiomatic
それで、俺たちは地下に潜ったのさ,"['So, my team went dark.']",So we went underground,idiomatic
私の所に来たら 地下に潜って,"[""If they get to me, you're going down, too, remember that.""]","If you come to me, go underground",idiomatic
地獄に仏だ,['There is a God.'],buddha in hell,idiomatic
地獄に仏とは　このことだ,['Talk about a Good Samaritan.'],Buddha in hell is this,idiomatic
ちょっと、堅くなってる,"[""Maybe they're a little tight.""]",I&#39;m getting stiff,idiomatic
そうお堅くなるな,"[""You're just too tense, man.""]",don&#39;t be stubborn,idiomatic
堅くなる必要はない。 全体を解決しようと思うな。,"[""You don't need to come up with the whole solution.""]",No need to be stiff. Don&#39;t try to solve the whole thing.,idiomatic
いつからそんなに 口が堅くなったの？,"['Since when, Mr. Blabbermouth?']",Since when did you become so tight-lipped?,idiomatic
堪忍袋の緒が切れるぜ,"[""But you're really pushing my buttons.""]",The cord of patience is cut,idiomatic
高速道路の近くにある会社の ペーパーカンパニーの壁に ぶち当たった,['What I got was a wall of shell companies that dead-ends at some corporation off the Dulles Toll Road.'],I hit a paper company wall near the highway,idiomatic
壁に耳があるのは心得ていたが どうやら庭の植え込みにもある,"['I know the walls have ears, but apparently the shrubbery does, too.']","I knew the walls had ears, but apparently the shrubbery in the garden does too.",idiomatic
壁に耳ありだ,['Walls have ears.'],the wall has ears,idiomatic
壁を作って 抑えつけろ,"['Create a mental block, repress them.']",build a wall to hold it down,idiomatic
心に壁を作るな,['Let down the walls.'],don&#39;t build a wall in your heart,idiomatic
声を大にして言いたいわ,['Maybe I just need to say it out loud.'],I want to say it out loud,idiomatic
今朝は仕事で早く出たので 起こしたくないのもあって 声を掛けていません,"[""Uh, I left early this morning for work, so I didn't want to wake her up, so I didn't check on her.""]","I left early this morning for work, so I didn&#39;t talk to him partly because I didn&#39;t want to wake him up.",idiomatic
日曜か月曜に会ってる 彼と会話中に 君は声を掛けただろ？ ああ,"['You met him last Sunday or Monday, we were talking and a guy came to get me.']",I&#39;m seeing him on Sunday or Monday.Didn&#39;t you say something while talking to him? ah,idiomatic
絶対に声を掛けて,"['No, of course call Ivy.']",absolutely call out,idiomatic
立ち上がって声を揃えて宣言するんだ,['Standing up and declaring with one voice'],Stand up and declare in unison,idiomatic
何で声を潜める？ 灯りも消えてるし,"['Why I should remain silent, and this darkness?']",What are you hiding your voice in? the lights are off,idiomatic
声を立てるなよ,['- Hush.'],don&#39;t raise your voice,idiomatic
- 声を落とせ,['- Keep your voice down.'],- lower your voice,idiomatic
シー 声を落として,['Shh. Keep your voice down.'],"Shih, keep your voice down",idiomatic
声を落とせ 奴等が来ている,"[""Keep your voice down. They're coming.""]",keep your voice down they&#39;re coming,idiomatic
ええ　声を限りに絶叫してます,"[""Yeah. He's screaming his head off.""]",yeah i&#39;m screaming as hard as i can,idiomatic
多かれ少なかれ,['- More or less.'],more or less,idiomatic
多かれ少なかれな,['Some just hide them better than others.'],more or less,idiomatic
多勢に無勢だ,"[""We're outnumbered five to one.""]",outnumbered,idiomatic
多勢に無勢よ.,"[""We're outnumbered.""]",Outnumbered.,idiomatic
多勢に無勢です,['They beat us in number.'],outnumbered,idiomatic
夢から覚めたように 素晴らしい展望が開けると聞いているが,"[""I'm told it gives the feeling of great perspective, like waking from a dream.""]",I&#39;ve heard that wonderful vistas open up like waking up from a dream.,idiomatic
悪夢から覚めたようだわ 信じられない,"['Like I just woke up from a nhtmare. It was unbelievable, Ethan.']","It&#39;s like I woke up from a nightmare, I can&#39;t believe it",idiomatic
その夢が覚めなかったら？,['What if you were unable to wake from that dream?'],What if the dream didn&#39;t wake up?,idiomatic
夢が覚めた,"[""Good feeling's gone.""]",i woke up from a dream,idiomatic
エレボールの再建なぞ 夢のまた夢,"[""If they'd come to me, I might have spared them this disappointment.""]","The mystery of Erebor&#39;s reconstruction, a dream within a dream",idiomatic
たどり着くことは 決してない その夢の世界に...,['We shall never find that lovely land of Might-Have-Been.'],In that dream world you&#39;ll never reach...,idiomatic
- 形の無い夢の世界,['- Unconstructed dream space.'],- Shapeless dream world,idiomatic
- そうだ、 夢を見たよ,"['- Well, you... I was dreaming.']","- Yes, I had a dream.",idiomatic
イカれた、2重の夢を見た,['I just had a crazy double dream.'],I had a crazy double dream,idiomatic
気を失っている間 すごく異様な夢を見た,['I had the weirdest dream when I was out.'],I had a very strange dream while I was unconscious,idiomatic
亡くなる二ヶ月ほど前に 母は僕の夢を見た 目を覚ますとここに来て,"['A couple months before she died, she had this dream about me, and she... woke up, she came out here and she just started painting this as fast as she could.']",About two months before she died my mother had a dream of me When she woke up she was here,idiomatic
女王は 夢を見ます 少女が窓に座っています 女王が目を覚ますと 私は そこにいます,"['The Queen will dream, that a little girl is sitting on her window sill.']",The Queen is dreaming A little girl is sitting at the window When the Queen wakes up I am there,idiomatic
どんな夢を描いてる？,['What do you dream of?'],What kind of dream are you drawing?,idiomatic
我々は圧力を受けながら 勢力を結集した 我々が夢を描いていた以上に 成功した,['We joined forces under pressure but were successful beyond our wildest dreams'],We came together under pressure and succeeded more than we ever dreamed possible.,idiomatic
夢を描かなければならなかった時 それを社会の周辺に捨ててしまった,['When I had to leave them as dreams'],"When I had to dream, I threw it on the fringes of society",idiomatic
反抗し イカれてて 夢を追う,"['Rebels, lunatics, dreamers.']","Rebellious, crazy, chasing dreams",idiomatic
いつも夢を追う人なら,['When your heart is in your dream'],If you&#39;re always chasing your dreams,idiomatic
エディの邪魔をしたくないし 夢を追って欲しいからって,"[""She was pregnant, said she didn't want Eddie to deal with the responsibility, wanted him to pursue his music.""]",I don&#39;t want to get in Eddie&#39;s way and I want him to follow his dreams.,idiomatic
亡くなった女房が毎夜 夢枕に立つんだ,['I have a past wife that comes to me in dreams.'],My deceased wife stands in my dream pillow every night,idiomatic
大目玉を食らうよ あのドロイドは困ったやつだ,"[""That little droid's going to cause me a lotta trouble.""]",That droid is a problem,idiomatic
大きなお世話,['None of your business.'],none of your business,idiomatic
だから大口を叩く前に その事を思い出してね,['So keep that in mind before you even think about opening your big mouth.'],So remember that before you blow your mouth,idiomatic
大口を叩いてるけど無害ね,"[""The guy's got a big mouth, but he's harmless.""]","I&#39;m banging my mouth, but it&#39;s harmless",idiomatic
それは無理です 聞きましたよ あなたは生化学学会で 大口を叩いて,"[""I hear you like to get sauced at biochemistry conventions and brag about how you're gonna win the Nobel Prize for the work you're doing here, research that has been entirely funded by my late husbands money.""]",You can&#39;t do that.,idiomatic
えぇ 大手を振ってね - 銃だ！,"['- Yeah, we will.']","Yeah, shake your head - it&#39;s a gun!",idiomatic
これは皆さんへの警告です こんな怪物が 大手を振って街中をかっ歩しています,"['Let this be a warning to you, ladies and gentlemen, that there are monsters amongst us in the world.']",This is a warning to all of you.,idiomatic
先ず 犯罪が大手を振って まかり通る最悪の都市になった,"['First off, this is the worst damn city in the world to commit a crime.']","First, it became the worst city where crime swept through.",idiomatic
大概にして下さい,['Come on.'],please roughly,idiomatic
進歩は大海の一滴,['The advance would be a drop in the bucket.'],progress is a drop in the ocean,idiomatic
彼は店で大盤振る舞いを,['He came into that bar. He was waving his money all around.'],he threw up in the store,idiomatic
１度くらいなら大目に見る トイレ休憩が１回だけ,"[""Maybe we can have one stop for a coke and a pee, and that's it.""]","If it&#39;s about once, I&#39;ll tolerate it. Only one restroom break.",idiomatic
だから 大目に見て かばってきた そしてリスボンに 惨めな思いもさせてきた,"[""So I tolerate you and I protect you and I let you make Lisbon's life a misery.""]","So I&#39;ve tolerated it, I&#39;ve covered it up, and I&#39;ve made Lisbon feel miserable.",idiomatic
大目に見ると言ったわ,"[""You said you'd cut them some slack. I know.""]",I told you to take it seriously,idiomatic
膵臓では第一人者の 鳥井教授が執刀しますので→ 大船に乗ったつもりで いてください。,"[""Professor Torii, who's considered a pancreatic expert, is your primary surgeon so rest easy and leave it to him.""]","For the pancreas, Dr. Torii, who is the foremost authority on the pancreas, will perform the operation.",idiomatic
大丈夫 大船に乗ったつもりでいろ,"[""It's all right, male. Relax to the max. Take a chill pill.""]",It&#39;s okay.,idiomatic
天下分け目を収められた 大御所様なれば　おわかりのはず,"['Your Highness, as the leader of this new realm, I am sure you understand this.']","If you&#39;re an influential figure who has made a difference in the world, you should understand",idiomatic
私は　天下晴れて それだけだと思う 私はこれを外務大臣に確認する,['I think it is only right and proper that I refer this up to the Foreign Secretary.'],I think it&#39;s all fine and clear I will confirm this with the Minister of Foreign Affairs,idiomatic
すでにほかの地区で御覧頂いておりますように 「子供の城」プロジェクトは三年前のスタート以来 天井知らずの利益を上げております,"[""As you can see, since launching the first Kiddie Kastle project three years ago we've had nothing but unencumbered profit margins.""]","As you&#39;ve already seen in other districts, the &quot;Children&#39;s Castle&quot; project has been generating sky-high profits since its launch three years ago.",idiomatic
資産価値は天井知らず,"['With the rumors of gambling going legal, property values are going through the roof.']",Asset value has no ceiling,idiomatic
彼が死ねば　その価値は 天井知らずに上がるわね,"['He dies, the prices go through the roof.']","If he dies, the value will skyrocket.",idiomatic
それができて ぼくは天狗になった,"[""And then, when I finally got there, it wasn't me anymore.""]","I was able to do that, and I became a tengu",idiomatic
当然だと思うよ｡ それで 天狗になるわけでもなく｡ 性格もいいし アイデアも 豊富だし｡,"[""And you're not stuck up about it, you have a good personality, and tons of good ideas, you work really hard.""]",I think it&#39;s natural.,idiomatic
傭兵では太刀打ちできない,"[""They'll beat any mercenary army.""]",Mercenaries cannot compete,idiomatic
For there's no man in town half as manly 誰も太刀打ちできない,"[""For there's no man in town half as manly""]",For there&#39;s no man in town half as manly,idiomatic
警察も太刀打ち出来ない,"['Maybe way beyond them, too.']",Even the police can&#39;t compete,idiomatic
太鼓を叩いて道路を行進して旗をなびかせる,['You march down the road banging drums and waving banners?'],"Beat the drums, march down the road and wave the flags",idiomatic
先月衛生指導員が来て 太鼓判を押して帰った,"['Look, we had the county health inspector here last month, and he gave us perfect scores.']",A sanitation instructor came last month and left with a stamp of approval.,idiomatic
わが社も彼に 太鼓判を押すよ,"['And the way I feel, my company will underwrite him anytime.']",Our company also stamps his seal of approval.,idiomatic
しかし、愛のために全てを 放棄した頭のいい女性は、 必然的に自分自身を 見つめ奈落の底へ、 男性や、赤ちゃんでは、 単純に埋められない。,"['But a woman with brains who gives up everything for love inevitably finds herself staring into an existential abyss that men, babies and cardio bars simply cannot fill.']","But smart women who give up everything for love inevitably stare at themselves into the abyss, which men and babies simply can&#39;t bury.",idiomatic
奈落の底まで突き落とされるわ,['You will end up at the bottom of a hole.'],I&#39;ll be pushed down to the bottom of the abyss,idiomatic
司祭の前で契りを結び,['We say our vows in front of the high septon.'],Make a vow before the priest,idiomatic
- それは血で兄弟の契りを結んだんだ,['It was a Blood Pact! Like brothers!'],- It was a brotherhood in blood,idiomatic
奥行きがない！,"[""- Depth! I'm lacking depth!""]",No depth!,idiomatic
ケンカしても始まらない,"[""Come on. Now we're not gonna get anywhere fighting.""]",It doesn&#39;t start even if we fight,idiomatic
さっさと立って 外で始末を 付けようじゃないか,"[""You're gonna get up, and we're gonna settle this outside.""]",Let&#39;s get up and finish it outside,idiomatic
安心しな　刑事さん 俺にエディを殺った奴の 始末を付けさせれば− 手間をかけない,"[""Rest assured, Detective, if I find the person responsible for Eddie's murder, you'll never know.""]","Don&#39;t worry, Detective, if you let me take care of Eddie&#39;s killer, it won&#39;t be a hassle.",idiomatic
始末を付けるに十分な,['We could pay you to have it cleaned up.'],enough to finish,idiomatic
やつらが姑息な手を使って 隠した事実さ,['They use static electricity to... to mask the changes.'],It&#39;s a fact that they hid using their shady hands,idiomatic
俺と向き合ったらどうだ 操り人形で 姑息な手段を使わないで,"[""Face me like a real man, not with your hand up another's ass like a bloody puppet.""]",Why don&#39;t you face me as a puppet and don&#39;t use palliative means,idiomatic
姑息な連中だよ,"['Even for this group, that takes nerve.']",It&#39;s a palliative group,idiomatic
知ってる？ 人生、姿勢を正して真直ぐ 立てと言われた続けた,"[""Do you know... all my life I've been told to stand up straight, turn out posture, and now...""]","I know? In life, I was told to correct my posture and stand straight",idiomatic
証拠は もう嫌というほど,"[""Boss, we've already been through all this. I mean, I got no leads;""]",I hate the evidence,idiomatic
もし、生きていないなら、 イザベル・ロシェフは遠慮せずに 嫌というほど見せつけてるさ 信じろ、彼は生きている,"[""If he wasn't, Isabel Rochev wouldn't be so shy about rubbing it in our faces.""]","If he&#39;s not alive, Isabelle Rochef has no hesitation in showing it off Believe me, he&#39;s alive",idiomatic
かなり訓練を受けた 嫌というほど,['I trained you well.'],pretty well trained,idiomatic
嬉しい悲鳴よ,['- Good! So good!'],happy scream,idiomatic
完璧に身柄を奪取 騒ぎも無く 無傷で,"['Clean lift. Nothing broken, nothing split.']","Perfectly seized, no fuss, unharmed",idiomatic
すべて完璧です,['The pede looks perfect.'],everything is perfect,idiomatic
体育館に通ったり、整形手術を せずに、完璧な容姿が手に入る...,['To have perfect looks without trips to the gym or plastic surgery'],Get the perfect look without going to the gym or having plastic surgery...,idiomatic
早い話が 1943年9月3日... でも完璧じゃなかった,"[""The point is, September the 3rd, 1943... wasn't perfect.""]","Long story short, September 3rd, 1943... but it wasn&#39;t perfect.",idiomatic
気が合ったんだ 彼女は美しく完璧だった,"[""We click. She's perfect. She's beautiful, she's smart, she's well-read... she's got an ass like a 20-year-old stripper.""]","I got along, she was beautiful and perfect",idiomatic
宙に浮く？,['- Can you levitate?'],Floating in the air?,idiomatic
逆フラッシュが何かすれば 液体が宙に浮くんだ,"['Whenever something happens with the Reverse-Flash, liquid floats in the air.']","If the reverse flash does something, the liquid will float in the air",idiomatic
宙に浮いてるよ,"[""She's not touching the floor.""]",I&#39;m floating in the air,idiomatic
目撃者証言とも合わん モノが宙に舞い...,"[""That wouldn't explain some of the stranger events described by witnesses. Objects suspended in midair...""]","It doesn&#39;t match the eyewitness testimony, things dance in the air...",idiomatic
俺らは宇宙を飛んでる,"[""I can feel it, we're falling through Space, you and me.""]",we fly in space,idiomatic
宇宙を飛ぶのは 非常に危険だ,['Makes flying through space very dangerous.'],flying in space is very dangerous,idiomatic
宇宙を飛んでるわ 完璧な弧を描いて,['She flew through space in perfect arcs.'],"I&#39;m flying through space, drawing a perfect arc",idiomatic
その努力が実を結び 悪の拠点がまた一つ消滅,"['It was a textbook operation, Mr. Chairman.']","Their efforts bore fruit, and another stronghold of evil disappeared.",idiomatic
苦労が実を結んだと感じる,"['and I say, ""that\'s good, I have learned.""']",I feel that my hard work has paid off,idiomatic
私には 寝耳に水の話だ,"[""I must admit, it's the first I'm hearing of it.""]",The story of water came to me as a surprise,idiomatic
丸２日寝食を忘れ 生存者を避難させた,"[""It took two whole days to evacuate everyone. Didn't sleep. We didn't eat.""]",Evacuated survivors after forgetting to eat and sleep for two full days,idiomatic
察しが付くと思うけど 彼は長いこと病気でね,"[""Well, as you probably know, he's had this for a long time.""]","As you can guess, he&#39;s been sick for a long time.",idiomatic
リサと寸分違わぬ外観に,['Make sure she looks exactly like Lisa.'],Look just like Lisa,idiomatic
寸暇を惜しんでね,"[""She doesn't stop.""]",spare no time,idiomatic
"""射程距離に入った""",['I need help! He appears to be held at gunpoint but...'],&quot;In range&quot;,idiomatic
後５分で 山が射程距離に入ります,['Saddle Ridge will be in weapons range in five minutes.'],"In five minutes, the mountains will be within range.",idiomatic
くしゃみ程度でも ハンカチを持たせるのよ ? 小事は大事？ わかりません?,"['If they so much as sneeze, they better have a handkerchief.']","Even if it&#39;s just a sneeze, I&#39;ll let you have a handkerchief, okay? don&#39;t understand?",idiomatic
小耳に挟んだだけ,"[""Oh,I shouldn't have been listening.""]",I just put it in my ear,idiomatic
小耳に挟みましたよ あなたの大切な秘密も,"[""I've heard the chatter about this private initiative.""]",I overheard your precious secret,idiomatic
小耳に挟んだのさ,['- I hear stories.'],I put it in my ear,idiomatic
あなたの尻を叩くため？,['Give you a swift kick in the butt if you need it?'],to spank your butt?,idiomatic
"""私の尻を押してくれ""と言ったんだ","['He said, \'Pull back, my ass. We just got here. ""']",I said &quot;Push my ass&quot;,idiomatic
"""私の尻を押してくれ""って どういう意味ですか？","['What does that mean, ""Pull back, my ass""?']",What do you mean by &quot;press my butt&quot;?,idiomatic
奴は気付いてなかった 尻尾を出すのを待ってるんだ,"['Clearly, he has no idea.']",He didn&#39;t realize he was waiting for his tail to come out,idiomatic
終に尻尾を出したな,"[""So you're finally revealing your foxtail.""]",I finally put my tail out,idiomatic
感謝するのね CDCが尻拭いをする,['Thank God the CDC arrived to do your job for you.'],Thank you CDC wipes your ass,idiomatic
あるいは、シモンズの尻拭いを しなきゃ いけないのか・・・ またな？,"[""Or am I gonna have to save Simmons' ass... again?""]",Or do I have to wipe Simmons&#39; ass off... again?,idiomatic
バブル時代に やりたい放題やった 上の連中の尻拭いをするために 俺達は 銀行員になったわけじゃない こんなところで追い出されてみろ,"[""We didn't become bankers to clean up after the mess of the folks at the top who did whatever they pleased during the bubble era. all our efforts will remain unrewarded.""]","In the bubble era, we did whatever we wanted We didn&#39;t become bankers to clean up for the people above us Try to get kicked out in a place like this",idiomatic
長く尾を引く彗星も 勇気を取り戻した ピエールの心には 新しい未来の象徵に 思われた,['It seemed to him that this dazzling comet was the perfect symbol of what he felt in his compassionate soul which brimmed with the blossom of a new life.'],Even the long trailing comet regained its courage In Pierre&#39;s heart it seemed like a symbol of a new future,idiomatic
あの宝の山が見えるか？,['Do you see the hoard heaped up?'],Can you see that treasure trove?,idiomatic
岐路に立ったというか 現実に直面し 目が覚めた,"[""I'm at something of a crossroads and it's brought me to a realization.""]","At a crossroads, I woke up facing reality",idiomatic
私が強力に推進した結果 パイプライン問題は峠を越して この州の経済に 恩恵をもたらす様に成ります,"[""Well as I've always maintained, the corner turn oil line would be a boon to this state's economy.""]","As a result of my strong push, the pipeline problem has come to the end of the road to benefit the economy of this state.",idiomatic
嵐の前の静けさは最高だな,['I like these calm little moments before the storm.'],The calm before the storm is the best,idiomatic
嵐の前の静けさを楽しんでる,"['Oh, just, uh, enjoying the calm before the storm.']",enjoying the calm before the storm,idiomatic
嵐の前の静けさじゃ,"[""It's the deep breath before the plunge.""]",It&#39;s the calm before the storm,idiomatic
"""鍵は左前輪の上にある","['""The key is on the left front wheel.']",&quot;The key is above the left front wheel,idiomatic
彼を左遷したら 今より状況が悪くなる,"['The danger is, uh, replacing him with someone worse than the original.']","If you let him go, things will get worse than they are now.",idiomatic
左遷もええとこですね 大左遷ですわ　これ,"['This is a demotion, huge demotion']","This is a great relegation, isn&#39;t it?",idiomatic
彼女も巻き添えを食います,"[""She's collateral damage.""]",she eats rolls too,idiomatic
巻き添えを食うのは ごめんだ,"[""- But I'm not gonna let your bullshit take me down.""]",I&#39;m sorry for eating the side dishes.,idiomatic
君たち2人も その巻き添えを食って殺される,['He also made it very clear that you two would be caught in the crossfire.'],The two of you will also be killed by eating the collateral damage.,idiomatic
席を外して下さい,['Leave me.'],please leave your seat,idiomatic
席を外して 悪いけど,"[""Reg, step out. It's okay.""]",I&#39;m sorry to leave my seat,idiomatic
ロブ、席を外してくれる？,"['Rob, could we have the room?']","Rob, can you move out?",idiomatic
フロイド･マネー･ メイウェザー 銅メダリスト フロイド･マネー･ メイウェザー 銅メダリスト かつてアメリカは オリンピックを席巻,"['The Olympics used to be where USA beat the crap out of the world, where we proved we were the best boxers.']",Floyd Money Mayweather Bronze Medalist Floyd Money Mayweather Bronze Medalist America used to dominate the Olympics,idiomatic
そして罪のない人々が 帰らぬ人となるかも,['And neither do a lot of innocent people back home.'],And innocent people may become deceased,idiomatic
見直すのを忘れてた 帳尻を合わせないと,"[""Obviously, we forgot or didn't go back and adjust the revenue entries.""]",I forgot to review.,idiomatic
幕が上がったな,['The curtain rises.'],the curtain has risen,idiomatic
幕が上がったら すぐ女神を殺す,"['Soon as that curtain rises, we are gonna be there to take out this Calliope.']",Kill the goddess as soon as the curtain rises,idiomatic
幕が上がってしまうぞ,['The curtain is about to go up.'],The curtain will rise,idiomatic
今や 幕が開いたのだ 過去は序章にすぎぬのだ,"[""Now that we're in this time, what's past is prologue.""]","The curtain has now opened, the past is only the beginning",idiomatic
その時、どうでも良い 別の芝居の幕が開いた,"['At that moment, the curtain rose on a parenthetical, domestic drama...']","At that time, the curtain opened for another play that didn&#39;t matter",idiomatic
連続殺人犯 ジョー・キャロルの人生は 今朝早く幕を下ろしました,"[""Serial killer Joe Carroll's life came to an end early this morning.""]",The life of serial killer Joe Carroll came to an end early this morning.,idiomatic
残念だけど　幕を下ろさなきゃならなくなった ・・・・早々とね,"['Sorry we had to close early, but you get the general idea.']","I&#39;m sorry, but I had to put down the curtain...so soon",idiomatic
もう幕を下ろすときだ,['This is what takes us down.'],It&#39;s time to put down the curtain,idiomatic
彼らの自由は 剥ぎ取られてる... 1度に1台のカメラ　1台の電話 1度に1メガバイト 今こそ 幕を引くべき時だ,"['That their freedoms have been stripped away... one camera, one cell phone, one megabyte at a time.']",Their freedom is stripped away... One camera at a time One phone at a time One megabyte at a time It&#39;s time to draw the curtain,idiomatic
俺達のやり方で 派手に幕を閉じるんだ,['We have to end it on our own terms... with a grand gesture.'],Our way of closing the curtain,idiomatic
青年が行くはずだ,['The boy will meet you there.'],young man will go,idiomatic
年には勝てない,['It is a perishable skill.'],can&#39;t beat the year,idiomatic
年を追うごとに偽造は 精巧になっている,"['Every year, forgers get more and more sophisticated.']",Counterfeiting has become more sophisticated with each passing year.,idiomatic
年を食ったら。 私のモットも理解できる。,"[""Deb, later in life, you'll appreciate my motto.""]",If you eat your age You can understand my motto.,idiomatic
幸か不幸か、 うまくいくに違いないと信じています-,"['Gentlemen, unfortunately, we must be going as well.']","Fortunately or unfortunately, I believe it will work-",idiomatic
そりゃ、幸先がいいな,"['Well, so much for our head start.']",Good luck then,idiomatic
幸先がいい,['The gods favor you.'],good luck,idiomatic
幸先がいいな,['A good start.'],good luck,idiomatic
この船のほうが 船底が浅いのよね？,"[""- We're shallower on the draft, right?""]","This ship is shallower, isn&#39;t it?",idiomatic
あと１〜２ヵ月で 資本金は底を突く,"[""What can we do? We've only got capital to last a month, maybe two.""]",Capital will hit bottom in 1-2 months,idiomatic
店を畳んでたら こうはなってないわ,"[""If you'd just quit the restaurant, none of this would've happened.""]","If the store was closed, it wouldn&#39;t have turned out like this",idiomatic
だが それでお前が 店を畳んだだろ,"[""You made the right choice, though, didn't you, by choosing to close the restaurant?""]",But that&#39;s why you closed the shop.,idiomatic
店を畳んでないのが 見えませんか？,"['What, you want me to close the shop?']",Can&#39;t you see that the store is not closed?,idiomatic
- 店を閉める時は死ぬ時 - 良い知らせがあります,"[""- I'll close the shop only when I croak.""]",- It&#39;s time to die when you close shop - I have good news,idiomatic
それから店を閉めて 退勤しろ,['Then close up the shop. Clock out.'],Then close the shop and leave work.,idiomatic
危険を承知で弓を引いた,"['Sorry, Harv, I know you have a thing for her.']","Knowing the danger, I pulled the bow",idiomatic
