contains_idioms,text,original_text
en avoir raître le bol,"And obviously I am not getting through to the twins, Because no Matter what I say, they keep pulling this crap, And I am sick of it.","Je n'ai aucune influence sur les jumeaux, quoi que je dise, ils recommencent, et j'en ai ras le bol."
en avoir raître le bol,Said he couldn't stomach it any more.,Il en avait ras le bol.
en avoir raître le bol,"--Go to hell, I'm sick of your ways!",Je t'emmerde ! J'en ai ras le bol.
en avoir raître le bol,"Oh, the hell with this.","Oh, j'en ai ras le bol!"
en avoir raître le bol,I'm already sick of you!,"C'est déjà le cas, j'en ai ras le bol !"
en avoir raître le bol,Everyone is sick of you.,Tout le monde en a ras le bol.
en avoir raître le bol,"I'm telling you, I'm sick of this, all right?","J'en ai ras le bol, OK ?"
en avoir raître le bol,We get fed up.,Nous en avions ras le bol.
en avoir raître le bol,"I am so sick of this shit, I'm not doing it.","J'en ai ras le bol, j'arrête."
en avoir raître le bol,I am here with it.,J'en ai ras le bol de ça.
en avoir raître le bol,I'm fed up with this shit!,J'en ai ras le bol de cette merde.
en avoir raître le bol,"Because I'm sick of living in the mess You've created for us, and I'm not gonna do it anymore.","Parce que j'en ai ras le bol de vivre dans ce bordel où tu nous as mis, et que je ne le ferai plus."
en avoir rien à cirer,And I don't give a damn.,Et je n'en ai rien à cirer.
en avoir rien à cirer,And I don't even care if you're telling me a bunch of lies.,"Et même si tu te fous de ma gueule en ce moment, j'en ai rien à cirer!"
en avoir rien à cirer,I don't give a shit what you do.,J'en ai rien à cirer de ce que tu fais.
en avoir rien à cirer,"And you know what, I don't give a shit that I agreed to be his best man.","Et tu sais quoi, je n'en ai rien à cirer que j'aie accepté d'être son témoin."
en avoir rien à cirer,They can go to hell.,- J'en ai rien à cirer !
en avoir rien à cirer,No. The old days are dead.,"Le ""temps passé"", j'en ai rien à cirer !"
en avoir rien à cirer,"Oh, I couldn't give a shite, man, to be honest with you.","Honnêtement, j'en ai rien à cirer."
en avoir rien à cirer,They just don't give a damn.,"Tu vois, elles en ont rien à cirer."
en avoir rien à cirer,"Look, I-I-l don't want to hear about Mrs. Spencer, Morty! She's an idiot!",-J'en ai rien à cirer !
en avoir rien à cirer,"Now, look, we don't give a rat's ass about you.",On n'en a rien à cirer de toi.
en avoir rien à cirer,"Yeah, well, thank God I'm crazy because I don't give a shit.","Ben, heureusement que je suis taré, parce que j'en ai rien à cirer."
en avoir rien à cirer,You mistake me for somebody who gives a shit. Headquarters...,J'en ai rien a cirer.
en avoir rien à cirer,"Frankly, I don't give a shit about the queen.",J'en ai rien à cirer de la Reine.
en avoir rien à cirer,"I don't give a goddamn!""","J'en ai rien à cirer!"""
en avoir rien à cirer,"I`m in love with him, but he doesn`t care about me Damn!","Je l'aime, mais il n'en a rien à cirer."
en avoir rien à cirer,They're not after us...,Ils n'en ont rien à cirer
en avoir rien à cirer,I think I couldn't care less.,Et moi je pense que j'en ai rien à cirer.
en avoir rien à cirer,And they don't give a shit.,Et ils en ont rien à cirer.
en avoir rien à cirer,Them motherfuckers outside this place don't give a fuck about us.,Les enflures dehors n'en ont rien à cirer de nous !
en avoir rien à cirer,"Of course Uncle Kure was a maniac, someone who lives at a hundred miles an hour, who doesn't give a fuck about anything.",Je veux que c'était un maniaque. Un mec qu'en avait rien à cirer de rien.
en avoir rien à cirer,I don't give a shit what you fucking think about anything!,J'en ai rien à cirer de ce que tu penses !
en avoir rien à cirer,We don't care about time or space or extradimensional whatevers. We don't give a damn about that.,"Le temps, l'espace ou le multivers, on n'en a rien à cirer."
en avoir rien à cirer,I couldn't be less interested.,- au vu du contenu... - J'en ai rien à cirer.
en avoir rien à cirer,It's none of their business.,Ils n'en ont rien à cirer!
en avoir rien à cirer,And he doesn't give a rat's ass that our government did it.,"Et sache que lui, il n'en a rien à cirer que ce soit sur ordre des Américains."
en avoir rien à cirer,- I don't care about your mortgage.,- J'en ai rien à cirer - Que se passe t-il ?
en avoir rien à cirer,I don't fucking care.,Je n'en ai rien à cirer.
en avoir rien à cirer,I couldn't give a shit.,#J'en avais rien à cirer.#
en avoir rien à cirer,And they're not gonna give a damn about Kensi.,Et ils n'en ont rien à cirer de Kensi.
en avoir rien à cirer,- I don't give a damn!,J'en ai rien à cirer!
en avoir rien à cirer,I really don't give a shit what your mother thinks.,J'en ai rien à cirer de ce que pense ta mère.
en avoir rien à cirer,Right? I don't give a fuck.,J'en ai rien à cirer.
en avoir rien à cirer,Fuck what you think of me.,"- Absolument. J'en ai rien à cirer de ta bonne note, je suis pas un chien."
en avoir rien à cirer,I told you she doesn't give two shits about me.,Je vous avais dit qu'elle en avait rien à cirer de moi.
en avoir rien à cirer,What do you really care?,T'en a rien à cirer de toute façon.
en avoir rien à cirer,What do you care anyway?,"Fous-moi la paix ! T'en as rien à cirer, de toute façon."
en avoir rien à cirer,You don't care about houses or cars.,"Vous, vous n'en avez rien à cirer, rien à foutre, ni des maisons, ni des voitures."
en avoir rien à cirer,You think I care about what the law says?,"Je n'en ai rien à cirer, moi, des lois."
en avoir rien à cirer,The Americans won't give a fuck.,"Les ricains, ils en auront rien à cirer de notre gueule."
en avoir rien à cirer,They don't give a damn about us.,Ils n'en ont rien à cirer de nous.
en avoir rien à cirer,"If you have any complaints, well, that's just too bad because nobody on the island gives a shit, and nobody in the rest of the universe will ever know.","Si vous avez des réclamations, eh bien, c'est regrettable, parce que personne ici n'en a rien à cirer. Et personne au monde n'en saura jamais rien."
en avoir rien à cirer,"I do not care. Man, fuck this.",J'en ai rien á cirer.
en avoir rien à cirer,You two just don't give a shit.,Vous en avez rien à cirer tous les deux.
en avoir rien à cirer,"Frankly, I don't give a rat's ass about Jesus Christ and I don't care about justice in this world or the next.","J'en ai rien à cirer de Jésus-Christ... ni de la justice, ici-bas ou dans l'au-delà."
en avoir rien à cirer,- I've heard different.,- J'en ai rien à cirer.
en avoir rien à cirer,We wouldn't give a rat's ass if leonardo decaprio came walking passed us.,On n'en aurait rien à cirer si on voyait passer Leonardo DiCaprio.
en avoir rien à cirer,And I don't even care. You know what?,"Et j'en ai rien à cirer, après tout."
en avoir rien à cirer,HARRY: I don't give a fuck about Alex. I don't give a fuck about you.,J'en ai rien à cirer d'Alex ou de toi.
en avoir rien à cirer,I don't care what mother wants.,"- Ça, j'en ai rien à cirer."
en avoir rien à cirer,I don't give a shit.,J'en ai rien à cirer !
en avoir rien à cirer,"- Well, he don't give a shit.",Il n'en a rien à cirer.
en avoir rien à cirer,I know you don't care but it's like...,"T'en as rien à cirer, je sais..."
en avoir rien à cirer,Someone once told me that the power in all relationships lies with whoever cares less. And he was right.,Quelqu'un m'a dit un jour que... que le pouvoir dans une relation est entre les mains de celui qui n'en a rien à cirer.
en avoir rien à cirer,"What's important for me, is that they pay my rent.","Du moment qu'on me paye le loyer, j'en ai rien à cirer."
en avoir rien à cirer,"Donna, I don't give a shit about Louis and his tenants.",J'en ai rien à cirer des locataires de Louis.
en avoir rien à cirer,Much better than having a mother who doesn't give a crap.,Ça vaut mieux qu'une mère qui n'en a rien à cirer.
en avoir rien à cirer,They don't give two shits about the Geneva Convention.,Ils en ont rien à cirer.
en avoir rien à cirer,"The power of a relationship lies with whoever cares less. Amen to that, brother.",le pouvoir dans une relation appartient à celui des deux qui n'en a rien à cirer.
en avoir rien à cirer,"And those research studies... They just mess around with figures, and it interests nobody, because it's about whores.","Quant à leurs ""études"", ils falsifient les chiffres et personne n'en a rien à cirer."
en avoir rien à cirer,I don't care who the hell you are.,J'en ai rien à cirer de ce que vous êtes.
en avoir rien à cirer,"""I don't care,"" said Pierre, ""I'm from France.""","J'en ai rien à cirer, André."
en avoir rien à cirer,Nobody cares about the Dakotas.,"On en a rien à cirer, des Dakotas !"
en avoir rien à cirer,I don't care about Venus or her womb.,J'en ai rien à cirer. Réponds par oui ou non.
en avoir rien à cirer,"You know, I don't care if I ever get a message.","Les messages, j'en ai rien à cirer."
en avoir rien à cirer,"Well, I don't give a goddamn where your head is.",J'en ai rien à cirer de ce que tu penses.
en avoir rien à cirer,And I don't give a shit how many witnesses there are.,et j'en aurai rien à cirer que ce soit devant des témoins.
en avoir rien à cirer,- I don't give a fuck if he dies.,- Je n'en ai rien à cirer.
en avoir rien à cirer,"Personally, I don't care.","Moi, j'en ai rien à cirer."
en avoir rien à cirer,We don't care about your damn war!,On en a rien a cirer de votre foutue guerre !
en avoir rien à cirer,They don't give a shit!,Ils en ont rien a cirer !
en avoir rien à cirer,"Yeah, Richard, that's right, I don't care.","Oui, c'est vrai. J'en ai rien à cirer."
en avoir rien à cirer,"I mean, if you don't give a shit about your life, we don't either, you know.","Parce que si t'en as rien à cirer de ta vie, nous non plus figure-toi !"
en avoir rien à cirer,"Yeah, they don't give a shit.","Oui, ils n'en ont rien à cirer."
en avoir rien à cirer,Stop pretending that you dont care.,Ne fais pas celui qui n'en a rien à cirer.
en avoir rien à cirer,- I don't give a shit about that.,J'en ai rien à cirer de tes capotes de merdouille !
en avoir rien à cirer,"Look, Miss Brown, we don't give a fuck about you.","Ecoutez, Ms Brown, vous, on n'en a rien à cirer."
en avoir rien à cirer,I thought you didn't care.,Vous n'en aviez rien à cirer...
en avoir rien à cirer,"Carbs-wise, this is gonna set me back, but I don't even give a shit.","Tous ces glucides sont mauvais, mais j'en ai rien à cirer."
en avoir rien à cirer,It's all good.,On en a rien à cirer.
en avoir rien à faire,"Honey, I thought you didn't care about the tree.","Chéri, je croyais que tu en avais rien à faire de cet arbre."
en avoir rien à faire,Those are careless details!,Mais je n'en ai rien à faire [br]de ces détails!
en avoir rien à faire,"I don't know. Frankly, i couldn't care less. I never even met the young lady.","Je n'en avais rien à faire, je ne l'avais même jamais rencontrée."
en avoir rien à faire,Oh. You think I give a rat's ass about what time it is.,J'en ai rien à faire de l'heure.
en avoir rien à faire,"Bitch, I don't... I don't care about him!",J'en ai rien à faire de lui !
en avoir rien à faire,Do I look like Ace Hardware?,"J'en ai rien à faire, des outils."
en avoir rien à faire,Who cares what she says ?,On en a rien à faire de ce qu'elle dit.
en avoir rien à faire,He didn't care about my dreams.,Il en a rien à faire de mes rêves.
en avoir rien à faire,"You almost ruined her life, and you don't even care.","Tu as presque gâché sa vie, et tu n'en as rien à faire."
en avoir rien à faire,And I don't give a hot damn if your dad built the planetarium.,Et j'en ai rien à faire si ton père a construit le planétarium.
en avoir rien à faire,We've got no business with them.,On n'en a rien à faire !
en avoir rien à faire,"And unfortunately for you, I work with the one man in the world who doesn't care.","Et malheureusement pour toi, je travaille avec le seul homme au monde qui n'en a rien à faire."
en avoir rien à faire,"Baby, I don't care","Chéri, j'en ai rien à faire"
en avoir rien à faire,"All the money, all the buildings, all the inventions, the world didn't care.","Tout l'argent, tous les batîments, toutes les inventions, le monde n'en a rien à faire."
en avoir rien à faire,You do not even want to.,T'en as rien à faire de moi.
en avoir rien à faire,She doesn' t care about me.,"C'est bon, elle en a rien à faire de moi."
en avoir rien à faire,"Look, I don't care about living through the next two hours.",J'en ai rien a faire de vivre les deux prochaines heures.
en avoir rien à faire,They don't give a shit about you.,Ils n'en ont rien à faire de vous.
en avoir rien à faire,Stolen. The police couldn't have cared less.,Et la police n'en avait rien à faire.
en avoir rien à faire,"But, mom, if she's your friend, won't she like you no matter how you live?","Si c'est ton amie, elle en a rien à faire. C'est pas ce genre d'amie."
en avoir rien à faire,- It's not advice that I need.,"- Les conseils, j'en ai rien à faire."
en avoir rien à faire,"Okay, I don't care about your books.","Ok, j'en ai rien à faire de vos livres."
en avoir rien à faire,- Do you even give a damn? - Thank you.,- Vous n'en avez rien à faire.
en avoir rien à faire,I don't care about any of that.,J'en ai rien à faire de tout ça.
en avoir rien à faire,"I wouldn'ta cared. Somebody walking over broken glass - like, who gives a shit?",J'en avais rien a faire que quelqu'un marche sur du verre brise.
en avoir rien à faire,"I don't give a damn what his name is, but that animal's going to hear from my lawyer.","J'en ai rien à faire de comment il s'appelle, mais cet animal va entendre parler de mon avocat."
en avoir rien à faire,"Maybe your mother wouldn't even care, you don't know.","Peut-être que ta mère n'en aurait rien à faire, tu ne sais pas."
en avoir rien à faire,I don't care what he does or he says.,Je n'en ai rien à faire quoi qu'il dise ou fasse.
en avoir rien à faire,You can't harm me!,J'en ai rien à faire.
en avoir rien à faire,I don't really give a shit what you're doing.,J'en ai rien à faire de ce que tu fais.
en avoir rien à faire,It was like you didn't even give a damn.,C'était comme si tu n'en avais rien à faire.
en avoir rien à faire,"But right now, I don't wanna talk about it.","Mais là, j'en ai rien à faire."
en avoir rien à faire,"You don't care about granddad, do you?","Tu n'en a rien à faire de grand-père, n'est-ce pas ?"
en avoir rien à faire,To hell with all you sheriffs and deputies and all who gave birth to you.,"J'en ai rien à faire de vos prisons, de vos shérifs."
en avoir rien à faire,That's why they come here. They're not interested in those formulaic big movies. They're not interested in them.,Ils n'en ont rien à faire de toutes ces superproductions stéréotypées.
en avoir rien à faire,"- The police don't care. - No, sir, we do.",- La police n'en a rien à faire.
en avoir rien à faire,"In layman's terms, she blew you off big time.",Ce qui veut dire qu'elle n'en a rien à faire de toi.
en avoir rien à faire,"I may never see here again, and you don't even care.","Je ne la reverrai peut être jamais, et vous n'en avez rien à faire."
en avoir rien à faire,This never had anything to do with Jake.,Elle n'en a rien à faire de Jake.
en avoir rien à faire,"""I'm here for my money, and I don't give a shit what anyone else thinks about it. ""","""Je suis là pour mon argent, et je n'en ai rien à faire de se que vous en penser. """
en avoir rien à faire,I don't care what she does with it.,J'en ai rien a faire de ce qu'elle en fait.
en avoir rien à faire,"Ingrid, he doesn't care about you.","Ingrid, il n'en a rien à faire de toi."
en avoir rien à faire,But there's a certain kind of guy who gets into the ring who doesn't care about winning.,Mais une certaine catégorie de mecs qui viennent sur le ring n'en ont rien à faire de la victoire.
en avoir rien à faire,I don't care about food right now.,J'en ai rien a faire de la nourriture maintenant.
en avoir rien à faire,I don't care... and neither should you.,J'en ai rien à faire. Faites-en autant.
en avoir rien à faire,"She didn't care about us, and it's mutual.","Elle en avait rien à faire de nous, et c'est réciproque."
en avoir rien à faire,I don't care how many of us you lock behind bars.,J'en ai rien à faire de combien d'entre nous vous avez mis derrière les barreaux.
en avoir rien à faire,I don't care how this makes you look to your friends.,J'en ai rien à faire de ce que vont dire tes amis.
en avoir rien à faire,"You don't give a shit about the money, do you?","Vous n'en avez rien à faire de l'argent, si ?"
en avoir rien à faire,Till the night I found out that Shepherd doesn't care about helping people.,Jusqu'à cette nuit où j'ai découvert que Shepherd n'en avait rien à faire d'aider les gens.
en avoir rien à faire,Denise didn't care about her daughter.,Denise n'en avait rien à faire de sa fille.
en avoir rien à faire,"Look, as long as after I drop it off they pay me my money, I don't really care what's inside the bag.","Ecoute, tant que je reçois mon fric une fois le colis remis, j'en ai rien à faire de ce qu'il y a à l'intérieur."
en avoir rien à faire,My wife didn't care.,Ma femme en avait rien à faire.
en avoir rien à faire,That's unfortunate.,C'est dommage. Je n'en ai rien à faire.
en avoir rien à faire,Buffy doesn't need to hear about your clumsiness right now.,Buffy n'en a rien à faire de ta maladresse pour l'instant.
en avoir rien à faire,- You don't care what I think.,- Tu n'en as rien à faire de moi.
en avoir rien à faire,The police don't really care that Aaron's missing.,La police n'en a rien à faire qu'Aaron ait disparu.
en avoir rien à faire,Organ harvesters don't care about blood types.,Les trafiquants n'en ont rien à faire des groupes sanguins.
en avoir rien à faire,Something I don't give a shit about.,Quelque chose dont je n'en ai rien à faire.
en avoir rien à faire,I don't give a damn about getting kicked out.,J'en ai rien a faire s'ils me renvoient.
en avoir rien à faire,They don't care about any of this.,Ils en ont rien à faire du reste.
en avoir rien à faire,They give no shit for me.,Ils en ont rien à faire de moi.
en avoir rien à faire,Instead of coming across like you don't care.,Au lieu de leur rentrer dedans comme si tu n'en avais rien à faire.
en avoir rien à faire,"Anne didn't give a damn about me, so... Neither did he.","Anne n'en avait rien à faire de moi, donc... lui non plus."
en avoir rien à faire,"Well, sometimes women don't care.","Eh bien, parfois les femmes n'en ont rien à faire."
en avoir rien à faire,I don't give a damn,J'en ai rien à faire que t'en ais assez.
en avoir rien à faire,"Better yet, maybe she wouldn't care at all.","Encore mieux, peut-être qu'elle n'en aurait rien à faire."
en avoir rien à faire,He won't even care.,Il en aura rien à faire.
en avoir rien à faire,- I don't care about them.,- J'en ai rien à faire!
en avoir rien à faire,I don't care who you hook up with.,Je n'en ai rien à faire de qui tu te tapes.
en avoir rien à faire,- I told you he didn't want to be in the club.,"Il n'en a rien à faire, du club."
en avoir rien à faire,She doesn't care about that.,Elle n'en a rien à faire de ça.
en avoir rien à faire,The father that I grew up with could have cared less what it was that I wanted.,Le père avec qui j'ai grandi n'en avait rien à faire de ce que je voulais.
en avoir rien à faire,I got careless.,Je n'en ai rien à faire.
en avoir rien à faire,And the frightening thing is... is that I meant it.,Le soucis c'est que... je le pensais vraiment. Je n'en ai rien à faire.
en avoir rien à faire,"No offense, but I have no interest in you analyzing my state of mind.","Sans vous vexer,je n'en ai rien à faire de votre analyse de mon état d'esprit."
en avoir rien à faire,They won't even care.,Ils n'en ont rien a faire.
en avoir rien à faire,## [Continues],"On en aurait rien à faire Mais le cœur et l'âme de Springfield, c'est..."
en avoir rien à faire,It had nothing to do with being terrorized by not knowing who I was or what I was capable of.,Je n'en avais rien à faire d'avoir peur de ne pas savoir qui j'étais ou ce que j'étais capable de faire.
en avoir rien à faire,"- Yeah, well, tell it to someone who cares.",- J'en ai rien à faire.
en avoir rien à faire,I don't care how many diseases Fry has.,Je n'en ai rien a faire de combien Fry a de maladies.
en avoir rien à faire,"A woman gets pregnant, she don't wanna hear shit from the man.","Une femme tombe enceinte, elle n'en a rien à faire du mec."
en avoir rien à faire,Do whatever you like.,- J'en ai rien a faire. Tu fais ce que tu veux.
en avoir rien à faire,He is... or was... inconsiderate.,"Il en a... ou plutôt, il en avait rien à faire."
en avoir rien à faire,You don't care about your family!,- J'en ai rien à faire de ta famille !
en avoir rien à faire,"I don't give a fuck who's blood he's got, mine, Joe's, whoever.","J'en ai rien à faire du sang qu'il a, le mien, celui de Joe, n'importe qui."
en avoir rien à faire,who doesn't seem to care.,qui semble n'en avoir rien à faire.
en avoir rien à faire,"Professionally, I could give a rat's ass.","Professionnellement, j'en ai rien à faire."
en avoir rien à faire,Not so bad for somebody who doesn't care about her father,Pas si mal pour quelqu'un qui n'en a rien à faire de son père.
en avoir rien à faire,Useless waste of space.,Il n'en a rien à faire.
en avoir rien à faire,"I just want to say, I don't care about politics, electioneering or negative campaigning.","Je veux juste dire, je n'en ai rien à faire de la politique, campagne électorale ou campagne négative."
en avoir rien à faire,"Yeah, well, I don't really give a sh...",J'en ai rien à f...
en avoir rien à faire,"I don't care if he's banging the first lady, okay?","Écoutez. J'en ai rien à faire si il baise la première dame, OK ?"
en avoir rien à faire,You don't care about doing such vulgar things?,"T'en à rien à faire hein, de ces choses vulgaires ?"
en avoir rien à faire,There's no way she's got a crush on me.,Elle n'en a rien à faire de moi !
en avoir rien à faire,-I don't care!,- J'en ai rien à faire !
en avoir rien à faire,This country doesn't care about us!,Ce pays n'en a rien à faire de nous !
en avoir rien à faire,"You know, my buddy Sammy, he didn't give a shit what was going on between my legs.","Tu sais, mon pote Sammy, il en avait rien à faire de ce qu'il se passait entre mes jambes."
en avoir rien à faire,I don't care about the building.,Je n'en ai rien à faire du bâtiment.
en avoir rien à faire,- I don't give a shit if he wins you over!,J'en ai rien à faire !
en avoir rien à foutrer,"Hey, all your powerful friends and all your money don't mean shit to me, Gartley.","Votre argent et vos amis puissants, j'en ai rien à foutre, Gartley."
en avoir rien à foutrer,I don't care what the hell you're doing.,"De toute façon, j'en ai rien à foutre."
en avoir rien à foutrer,I don't care about your love stories.,J'en ai rien à foutre de tes petites histoires d'amour de merde!
en avoir rien à foutrer,"I don't give a flying shit what happened to you, guy.",Je n'en ai rien à foutre de ce qu'il t'est arrivé.
en avoir rien à foutrer,Fucker doesn't care that the poor girl is missing,Il en a rien à foutre qu'elle ait disparu ou pas.
en avoir rien à foutrer,"You know, I don't give a shit how bad you feel.","Tu sais, j'en ai rien à foutre que tu sois malheureux."
en avoir rien à foutrer,You think either one of us is gonna give a damn about Finn in three years?,"Dans trois ans, on n'en aura rien à foutre de lui."
en avoir rien à foutrer,Mr I Don't Give A Fuck About Anything Or Anyone.,Monsieur j'en ai rien à foutre de tout le monde.
en avoir rien à foutrer,The cops couldn't give a shit.,"Les flics, ils en ont rien à foutre."
en avoir rien à foutrer,"See, you don't even give a shit!",Tu n'en as rien à foutre.
en avoir rien à foutrer,"You can all live forever, or you can die this second.",Vous pouvez avoir l'éternité devant vous ou mourir dans la seconde. J'en ai rien à foutre.
en avoir rien à foutrer,"Say what you want, you don't fuckin' care.",T'en as rien à foutre.
en avoir rien à foutrer,I don't give a shit about sorry!,- J'en ai rien à foutre que tu sois désolé.
en avoir rien à foutrer,"Which part of ""I don't give a shit"" do you not understand?",Je dois te le dire comment que j'en ai rien à foutre ?
en avoir rien à foutrer,Just fuck you! I don't give a shit. Believe it or not.,J'en ai rien à foutre que vous me croyez ou pas.
en avoir rien à foutrer,I don't give a damn about no Gina!,J'en ai rien à foutre de Gina!
en avoir rien à foutrer,'Cause you don't give a rat's ass about anything.,Tu n'en as rien à foutre de rien.
en avoir rien à foutrer,I'm not giving you shit.,J'en ai rien à foutre.
en avoir rien à foutrer,And don't worry about the watch!,"Pour les montres, j'en ai rien à foutre."
en avoir rien à foutrer,Don't think I'm afraid just because you're an officer,"J'en ai rien à foutre, de la police."
en avoir rien à foutrer,Screw Sting!,J'en ai rien à foutre de Sting.
en avoir rien à foutrer,We're getting rid of him. Shut up!,"On le vire, j'en ai rien à foutre..."
en avoir rien à foutrer,Are you all right? Man #2: Like you give a shit whether I live or die!,Vous en avez rien à foutre je suis un homme ordinaire
en avoir rien à foutrer,They don't care. Look at them.,Ils n'en ont rien à foutre.
en avoir rien à foutrer,How... I don't give a fuck.,Comment...je n'en ai rien à foutre.
en avoir rien à foutrer,"And I'll say to that, I don't really give a fuck.","Sauf son respect, j'en ai rien à foutre."
en avoir rien à foutrer,You think those Indians want me knowing their business?,"Les lndiens n""en ont rien à foutre de moi."
en avoir rien à foutrer,"Ah, no, you're a phony, Gherson.","- Non, c'est pas vrai ! T'en as rien à foutre, Gherson."
en avoir rien à foutrer,- I don't give a fuck. I'd rather hand in my papers first.,"- J'en ai rien à foutre, je préfère te donner ma démission."
en avoir rien à foutrer,"The bad news is I've been suspended, and I don't give a fuck.","La mauvaise, c'est qu'on m'a suspendu et que j'en ai rien à foutre."
en avoir rien à foutrer,You don't give a shit about my garden.,Tu n'en as rien à foutre de mon jardin.
en avoir rien à foutrer,Great date for a party! So do it on the 7th!,- J'en ai rien à foutre de votre anniversaire.
en avoir rien à foutrer,Suit yourself. See if I care.,"Fais ce que tu veux, j'en ai rien à foutre."
en avoir rien à foutrer,"This place gives a shit about you, to me or anyone else.","Ici, il n'y a pas de dieu. Cet endroit n'en a rien à foutre de toi, de moi ou de quiconque."
en avoir rien à foutrer,We even don't want to hear what happened on other days,"Les autres ont 6, j'en ai rien à foutre !"
en avoir rien à foutrer,"Whatever you want man, I don't care.","Ce que vous voulez mec, j'en ai rien à foutre."
en avoir rien à foutrer,"I don't give a fuck about you, you, you, you. Anybody in here.","J'en ai rien à foutre de vous, de vous, de vous, de personne !"
en avoir rien à foutrer,I don't even fucking care who the champion is! - Hey!,J'en ai rien à foutre de qui est ce champion !
en avoir rien à foutrer,"-I don't give a fuck! -Yeah, you do.",- J'en ai rien à foutre !
en avoir rien à foutrer,You're old and you don't give a damn.,T'es vieux et t'en as rien à foutre.
en avoir rien à foutrer,I ain't interested in his mental condition.,J'en ai rien à foutre de son état mental.
en avoir rien à foutrer,- I don't give a crap about what you were going through!,- J'en ai rien à foutre de tes états d'âme !
en avoir rien à foutrer,Fuck them! -I don't give a fuck!,Je n'en ai rien à foutre.
en avoir rien à foutrer,You don't give a fuck whose walls are crumbling or whose roof is leaking.,"T'en as rien à foutre des murs qui tombent, des toits qui fuient."
en avoir rien à foutrer,- You don't care.,- T'en as rien à foutre.
en avoir rien à foutrer,"""I do not give a shit about Mozart!"" Perfect! Remove.","""J'en ai rien à foutre de Mozart !"" Parfait !"
en avoir rien à foutrer,-I don't give a fuck what you two arranged.,-J'en ai rien à foutre de votre rendez-vous.
en avoir rien à foutrer,I don't give a [bleep] what you think.,J'en ai rien à foutre de ce que tu penses.
en avoir rien à foutrer,"If this guy gave a shit about you, he'd have called you long ago.","Il n'en a rien a foutre de toi, sinon il t'aurait deja appelee."
en avoir rien à foutrer,I don't give a shit about the dog.,J'en ai rien à foutre du chien.
en avoir rien à foutrer,"Ask him why should I give a shit about him or his crazy-ass ""I hear voices"" girlfriend when he obviously doesn't give a shit about me?","Demande-lui pourquoi je devrais l'aider ou sa copine tarée qui entend des voix, alors qu'il n'en a rien à foutre de moi ?"
en avoir rien à foutrer,- I don't give a fuck.,- J'en ai rien à foutre.
en avoir rien à foutrer,I don't give a shit about your sleep.,J'en ai rien à foutre de ton sommeil.
en avoir rien à foutrer,How come you women don't give a crap about anyone's feelings but your own?,"Pourquoi vous, les femmes, en avez rien à foutre des sentiments des autres ?"
en avoir rien à foutrer,I don't give a shit.,Je n'en ai rien à foutre. Compris ?
en avoir rien à foutrer,"- I don't care about windows, idiot.","- J'en ai rien à foutre, abruti."
en avoir rien à foutrer,I don't give a shit.,J´en ai rien à foutre.
en avoir rien à foutrer,I don't give a fuck about hell!,J'en ai rien à foutre de l'enfer!
en avoir rien à foutrer,Who gives a shit.,0n n'en a rien à foutre !
en avoir rien à foutrer,'Cause I don't give a shit.,Parce que j'en ai rien à foutre.
en avoir rien à foutrer,You don't care about us.,Vous en avez rien à foutre de nous.
en avoir rien à foutrer,I didn't go 'cause I didn't care.,Je n'y suis pas allé parce que je n'en avais rien à foutre.
en avoir rien à foutrer,"So, to answer your question, as an agent, I don't give a damn about you.","Alors, en tant qu'agent, j'en ai rien à foutre de vous."
en avoir rien à foutrer,"But your dad didn't give a shit about you, did he?",Mais ton père en avait rien à foutre de toi.
en avoir rien à foutrer,I don't give a shit.,"J'en ai rien à foutre, faites comme vous voulez."
en avoir rien à foutrer,You think I give a rat's ass about any of that?,J'en ai rien à foutre de ça !
en avoir rien à foutrer,I don't give a shit who you slept with.,j'en ai rien a foutre d'avec qui tu as couché.
en avoir rien à foutrer,But you don't care! You don't care about my mother or me!,"Mais t'en as rien à foutre de ma mère, ni de moi."
en avoir rien à foutrer,I thought you couldn't care less about me.,Je pensais que t'en avais rien à foutre de moi.
en avoir rien à foutrer,"Fuck it, I don't give a shit.","Putain, j'en ai rien à foutre."
en avoir rien à foutrer,They won't give a shit.,Ils en auront rien à foutre.
en avoir rien à foutrer,She doesn't give a shit about the community that she once belonged to at all.,Elle en a rien à foutre de la communauté à laquelle elle a appartenu.
en avoir rien à foutrer,I don't give a damn what you do.,J'en ai rien à foutre de toi. Eva !
en avoir rien à foutrer,I don't wanna hear your damn story. I couldn't give a shit.,J'en ai rien à foutre de vos histoires!
en avoir rien à foutrer,"""Hello. ""The movie's not bad.",C'est un très beau film... j'en ai rien à foutre mais c'est un très beau film
en avoir rien à foutrer,I don't give a rat's ass about their investigation.,J'en ai rien à foutre de leur enquête.
en avoir rien à foutrer,Dude. Honestly? I don't give a rat's ass.,"En vérité, j'en ai rien à foutre."
en avoir rien à foutrer,What are we talking about?,Vous n'en avez rien à foutre. Il s'en balance.
en avoir rien à foutrer,Are you listening to me or don't you care?,Tu m'écoutes ou t'en as rien à foutre ?
en avoir rien à foutrer,"Now I don't give two shits about this one planet people, but a man's property is his.","Là j'en ai rien à foutre des ressources planétaires, mais ce qui est à quelqu'un est à lui."
