contains_idioms,text,original_text
"heittää,vaihe",- I suppose a gentleman might throw in the towel At this point.,Herrasmies varmaankin heittäisi pyyhkeen kehään tässä vaiheessa.
"heittää,vaihe","It got to the point where I start grabbing the trash, running down the driveway, throwing the trash in the trash can, running back to the house.","Jossain vaiheessa aloin viedä roskat niin, että juoksin tietä pitkin, heitin roskat roskikseen ja juoksin takaisin."
"heittää,vaihe","Next logical step, dump her at a construction site?",Seuraava looginen vaihe oli heittää hänet rakennustyömaalle?
"heittää,vaihe",Step one: we chuck the raccoon in there.,- Vaihe yksi: Heitetään pesukarhu sisään.
hevonen karata,Your zipper is open.,Hevonen karkaa.
hevonen karata,Our horses ran away.,- Hevosemme karkasivat.
hevonen karata,The horse isn't going anywhere until the race starts.,Ei se hevonen karkaa ennen kisan alkua.
hevonen karata,Oops.,Hevosesi karkaavat.
hevonen karata,The sound of your voice means much more to him than any words that you might say.,Pelkkä äänesi kuuleminen on hänelle tärkeää. Hevosesi karkaavat.
hevonen karata,Your pajama thing is a little bit open.,- Hevoset karkaavat.
hevonen karata,And that the barn door on your ski suit is open?,Ja että hevosesi karkaavat?
hevonen karata,Forget about him.,Unohda hänet. Hänen hevosensa karkasi.
hevonen karata,"Sir, I lost my job today. My horse ran away.","Menetin tänään työni, hevoseni karkasi..."
hevonen karata,"- Your flies, Charlie! - Mm?",- Hevoset karkaa!
hevonen karata,I opened up the stable. The horse ran away.,"Avasin tallin, ja hevonen karkasi."
hevonen karata,The horses are fleeing!,Hevoset karkaavat!
hevonen karata,- It must be where the horses got out.,Tuolta hevoset karkasivat.
hevonen karata,"For instance, supposing I told you that your fly was undone?","Esimerkiksi kerroinko, että hevosesi karkaavat?"
hevonen karata,My horse ran off this morning.,- Hevoseni karkasi tänä aamuna. - Voi ei.
hevonen karata,The horses ran away with you.,"Hevoset karkasivat, sinä niiden mukana."
hevonen karata,Homer. Homer! X-Y-Z.,"- Homer, hevoset karkaavat..."
hevonen karata,I would press my ear up against it to try and decipher what it could be.,"Ainoat muurit täällä ovat aidat, jotka estävät hevosia karkaamasta."
hymyillä kuin hanko keksiä,"Thrilled that George was leaving, Beatrice beamed like a Cheshire cat,","Onneissaan Ykän lähdöstä, Beatrice hymyilee kuin hangon keksi."
hyppiä seinä,"You know, if Gaby finds out, she's gonna hit the ceiling.","Jos Gaby saa selville, hän hyppii seinille."
hyppiä seinä,"I mean, Cordy is gonna lose it when she finds out...","Cordy hyppii seinille, kun saa kuulla tästä."
hyppiä seinä,"It kind of sounds like you care, Tibby. Otherwise you wouldn't be here freaking out.","Kuulostaa siltä, että kiinnostaa, koska tuskin muuten hyppisit seinille."
hyppiä seinä,Why are you freaking out?,Miksi hypit seinille?
hyppiä seinä,I'm totally freaking out.,Hypin seinille täällä.
hyppiä seinä,What do you say? Should we drive him crazy?,Haluatko saada hänet hyppimään seinille?
hyppiä seinä,And the kid was climbing the walls.,Ja penska hyppi seinille.
hyppiä seinä,-...and Melanie freaked.,-Melanie hyppi seinille.
hyppiä seinä,- You should be bouncing off the walls.,- Sinun pitäisi hyppiä seinillä.
hyppiä seinä,He's not gonna let those commies run wild.,Hän ei anna kommunistien hyppiä seinille.
hyppiä seinä,Just don't start climbing the walls.,Älkää alkako hyppiä seinille.
hyppiä seinä,"Oh, my God. You're gonna be bouncing off the walls, kiddo.",Pian hypit seinille.
hyppiä seinä,I'm starting to freak out.,AIan hyppiä seiniIIe.
hyppiä seinä,She's bouncing off of the walls. Please. - Dawn.,Hän hyppii seinille.
hyppiä seinä,The dean will go nuts.,Dekaani hyppii seinille.
hyppiä seinä,American idioms drive me up the hall.,Amerikkalaiset idiomit saavat minut hyppimään seinästä.
hyppiä seinä,Probably climbing the walls right now.,Luultavasti hyppii seinille juuri nyt.
hyppiä seinä,-You were freaking out. You bugged me out.,-Sinä hypit seinille.
hyppiä seinä,He says I'm driving him up the wall.,Minä saan hänet hyppimään seinille.
hyppiä seinä,"No, I'm starting to freak out. Voilà!",Minä aIan hyppiä seiniIIe.
hyppiä seinä,You goddamn boys in blue are driving me up the wall!,Te saatanan poliisit saatte minut hyppimään seinille!
hyppiä seinä,The guy's bouncing off the walls. So he drives down here just looking for someone to talk to him.,Hän hyppii seinille ja ajaa tänne puhumaan jollekulle.
hyppiä seinä,"- She drove me crazy, if you want the truth.",Totta puhuen hypin seinille hänen kanssaan. - Mitä?
hyppiä seinä,He's fucking bouncing off the walls.,Hyppii seinille.
hyppiä seinä,Don't bust my balls.,Älä hypi seinille.
hyppiä seinä,"He'll be climbing the walls. Later, when you're alone, he'll order you to stay away from me.","Hän hyppii seinille Myöhemmin, kun olette kahden, hän käskee sinun pysyä minusta erossa."
hyppiä seinä,"I mean, come on, I was bouncing off the walls when I was his age.",Kyllä minäkin tuossa iässä hypin seinille.
hyppiä seinä,What do you think can happen to make a Doris fly off the corners?,"Mitä on tapahtunut, jos nainen hyppii seinille?"
hyppiä seinä,"He's gonna be bouncing off the walls now, you jerk.",Nyt hän hyppii seinille.
hyppiä seinä,You complained ...,"Kerroit, että hypit seinille..."
hyppiä seinä,"Turn down the volume, Ziegler. You just got here.","Älä hypi seinille, Ziegler."
hyppiä seinä,"It's like, when I talked to his mother... he freaked out.","Kun juttelin hänen äitinsä kanssa, hän hyppi seinille."
ihminen ilma,You will meet someone if you go out and try to meet people.,"Tapaat naisen, jos lähdet ihmisten ilmoille. Ymmärrätkö?"
ihminen ilma,"Come on, little mate, out you come.",Otetaanpas sinut ihmisten ilmoille.
ihminen ilma,We are in mixed company.,Olemme ihmisten ilmoilla.
ihminen ilma,Like... inviting certain people I like to all-expense-paid trips to certain island paradises that I own.,-Voin kutsua mukavia ihmisiä ilmaisille matkoille omistamilleni paratiisisaarille.
ihminen ilma,Haven't you ever seen people without faces before?,Ettekö ole ennen nähnyt ihmisiä ilman kasvoja?
ihminen ilma,It's time to be reborn again.,Tule ihmisten ilmoille.
ihminen ilma,"People pop up from 45, 50 years ago who say, ""I have a story I'd like to tell you.""","Ihmisiä ilmaantuu 45 - 50 vuoden takaa - sanomaan: ""Tahdon kertoa erään tarinan."""
ihminen ilma,"OK, OK, so a few extra people showed up.","Hyvä on, muutama ylimääräinen ihminen ilmaantui."
ihminen ilma,"Yeah. It's all cash and just, you know, it keeps me busy, gets me out the house, so, um...",Saan rahaa ja pääsen ihmisten ilmoille.
ihminen ilma,It's good for me to get out like this.,- On kiva päästä ihmisten ilmoille.
ihminen ilma,"But if you use in the open, like you did tonight, you risk exposing us all.","Mutta kun käytät sitä ihmisten ilmoilla, riskeeraat paljastavasi meidät kaikki."
ihminen ilma,"Look at you, messing with people for no reason. That's really brave.",Todella rohkeaa kiusata ihmisiä ilman syytä.
ihminen ilma,"That's not a significant passage of time. It is because Dr. Prestidge said that at five-and-a-half weeks Nora can mix with the unwashed public, so we're having pancake breakfast.",Tohtorin mukaan vauvan saa viedä siinä iässä ihmisten ilmoille.
ihminen ilma,"I arrested nine people without backup, and, uh... I made out with a woman.",Pidätin 9 ihmistä ilman tukea ja pussailin naisen kanssa.
ihminen ilma,Must be sick or something if it's out in the daytime.,Vain sairaus saa ne ihmisten ilmoille päivällä.
ihminen ilma,Out To Dinner. Someplace Crowded.,Syömään ihmisten ilmoille.
ihminen ilma,But your true nature will eventually come out.,Todellinen luontosi tulee joskus ihmisten ilmoille.
ihminen ilma,"Of course, one prefers not to use such things in populated areas.",En haluaisi käyttää tätä ihmisten ilmoilla.
ihminen ilma,People didn't start showing up until after the press conference.,Ihmisiä ilmaantui vasta lehdistötilaisuuden jälkeen.
ihminen ilma,We can't just go arresting people without proof.,Emme voi pidättää ihmisiä ilman todisteita.
ihminen ilma,Hammond told me these people might show up.,Hammond arveli näiden ihmisten ilmaantuvan paikalle.
ihminen ilma,"- Stan, why is it every time we go out in public together... you make us pass your silly inspection?","Stan, mistä johtuu, että aina ihmisten ilmoilla - teet meille tyhmän tarkastuksesi?"
ihminen ilma,You get to travel the world killing people. No consequences.,Saat matkustaa ympäri maailmaa ja tappaa ihmisiä ilman seuraamuksia.
ihminen ilma,Have you seen anyone?,Oletko käynyt ihmisten ilmoilla?
ihminen ilma,You can go somewhere and get yourself seen by a lot of people and I'll call you afterwards.,Mene jonnekin ihmisten ilmoille. Soitan jälkikäteen.
ihminen ilma,Because Johnny can't hope to save all these passengers without your help. The only question is:,"Myös sinä olet tässä koneessa Jumalan tahdosta, Kelly - koska Johnny ei voi pelastaa näitä ihmisiä ilman apuasi."
ihminen ilma,How are you gonna find a murderer who randomly shoots people for no reason at all?,"Miten löydetään murhaaja, joka ampuu ihmisiä ilman syytä?"
ihminen ilma,That is a human expression.,Tuo on ihmisten ilmaus.
ihminen ilma,"If we do not allow our people to express themselves, they will find other ways to thank the Gods.",Ellemme anna ihmisten ilmaista itseään - he löytävät toisia tapoja kiittää jumalia.
ihminen ilma,"So, what do you think? How do they look?",Olemme ensi kertaa ihmisten ilmoilla.
ihminen ilma,This is the brain of someone who could kill people and not care.,Näiden aivojen omistaja tappoi ihmisiä ilman tunnonvaivoja.
ihminen ilma,"- The culprits: Shameless poachers, hunting humans without a permit.",Häpeämättömät salametsästäjät metsästävät ihmisiä ilman lupaa.
ihminen ilma,City's crammed with people with no way out.,Kaupunki on täynnä ihmisiä ilman poistumisteitä.
ihminen ilma,"I've told you, you're not to go out in public.","Sanoinhan, ettet voi mennä ihmisten ilmoille."
ihminen ilma,You've brought a stranger without prior approval.,Toit tänne oudon ihmisen ilman lupaa.
ihminen ilma,- I can't take you anywhere. - Were you?,Ei sinua voi tuoda ihmisten ilmoille.
ihminen ilma,"Sookie, you might wanna go sleep at a friend's, someplace less isolated.",Mene yöksi jonkun ystäväsi luo ihmisten ilmoille.
ihminen ilma,Because they haunted people without reason.,Koska ne kummittelevat ihmisille ilman syytä.
ihminen ilma,All I say is he needed some damned good friends to get him back into circulation.,Sanon vain että hän tarvitsi ystävien apua jotta pääsi taas ihmisten ilmoille.
ihminen ilma,We have to get near people immediately.,Meidän on päästävä ihmisten ilmoille.
ihminen ilma,I wish he would not come into society.,Pysyisi poissa ihmisten ilmoilta.
ihminen ilma,"""Man just naturally can't take the law into his own hands ""and hang people without hurting everybody in the world, ""'cause then he's not just breaking one law, but all laws.","Kukaan ei luonnollisesti voi otta lakia omiin käsiinsä - ja hirttää ihmisiä ilman, että se loukkaisi kaikkia ihmisiä maailmassa, - koska silloln hän ei riko vain yhtä lakia vaan kaikkia lakeja."
ihminen ilma,That's a lot of people without a backup plan.,Aika paljon ihmisiä ilman varasuunnitelmaa.
ihminen ilma,"Yet you fly 7,000 miles to come here and treat people for free?",Miksi lennät 11 000 kilometriä tänne ja hoidat ihmisiä ilmaiseksi?
ihminen ilma,"I mean, I like not being at the loft all day, and I think it's good for Kelly to get out and meet other people.","On mukava päästä välillä ihmisten ilmoille ja uskon, että se on hyväksi Kellyllekin."
ihminen ilma,I said we's gonna go out amongst them tonight.,"Sanoin, että me menemme tänä iltana ihmisten ilmoille."
ihminen ilma,A return to public life for you.,Paluu ihmisten ilmoille.
ihminen ilma,You better clean yourself up if you're gonna face the crowd.,"Sinun on parempi siistiytyä, ennen kuin menet ihmisten ilmoille."
ihminen ilma,Release poison gas on people?,Vapauttaa myrkkykaasua ihmisten ilmoille?
ihminen ilma,I think you don't like people expressing their sexuality because no one wants you to express yours.,"Uskon, ettet halua ihmisten ilmaisevan seksuaalisuuttaan koska kukaan ei halua, että ilmaiset omaasi."
ihminen ilma,It's Christmas Eve. There's thousands of people.,Tuhannet ihmiset ilman sähköä jouluaattona.
ihminen ilma,You can't hurt people for no reason.,Et voi satuttaa ihmisiä ilman syytä.
ihminen ilma,"Hey, look who's socializing!","- Katsokaa, kuka on ihmisten ilmoilla."
ihminen ilma,"And depending on how long he was walking in public while contagious, within a few weeks...",Ja jos hän kuljeskeli ihmisten ilmoilla riittävän kauan...
ihminen ilma,"And this young person without any genitals, without any nipples, without any belly button...","Nuori ihminen ilman sukuelimiä, nännejä tai napaa..."
ihminen ilma,This guy really needs to get out more.,Jätkän pitäisi käydä useammin ihmisten ilmoilla.
ihminen ilma,What do you say we make a public appearance?,Mitä jos mentäisiin ihmisten ilmoille?
ihminen ilma,"I've been keeping track of all my sexual exploits, and I was going to unleash them on the world in a fiery blaze of eroticism.",- Muistelmasi? - Olen kirjannut seksuaaliset urotyöni. Aioin vapauttaa ne ihmisten ilmoille liekehtivän erotiikan muodossa.
ihminen ilma,"How you gonna do that, Colonel? Ain't nobody gonna see me till 1960.",Pääsen ihmisten ilmoille vasta 1960.
ihminen ilma,- What's that expression?,Mikäs se ihmisten ilmaisu oli...
ihminen ilma,"As for your brother, tell him that maybe he should climb off that high horse of his.","Kerro veljellesi, että tulee alas ihmisten ilmoille."
ihminen ilma,You realize you would have had to run another day and a half to reach civilization?,"Ymmärrätkö, että ihmisten ilmoille on puolentoista päivän juoksumatka?"
ihminen ilma,"But... during our stage run of the show, like, we took audience feedback sometimes, and people expressed that they were very dissatisfied by that, and they were passionate about it, to a weird degree.",Mutta... Kiertueella keräsimme yleisöltä palautetta ja ihmiset ilmaisivat tyytymättömyytensä. He suhtautuivat asiaan oudon intohimoisesti.
ihminen ilma,This what you guys call police work? Just throw accusations at people till something sticks?,Syyttelevätkö poliisit ihmisiä ilman todisteita?
ihminen ilma,My friends are constantly after me to get out. I try but it's not easy.,"Ystävät patistavat minua ihmisten ilmoille, mutta se ei ole helppoa."
ihminen ilma,Why don't you come on in and we'll get your fun free personality test started.,Etsitäänpä vapaa huone. Paljon ihmisiä ilmaisessa testissä tänään!
ihminen ilma,"Frank, it seems wrong to scare people for no reason.","Frank, tuntuu väärältä pelotella ihmisiä ilman syytä."
ihminen ilma,"All right, do we need anything else while we're in the land of people?","Tarvitsemmeko mitään muuta, kun olemme ihmisten ilmoilla?"
ihminen ilma,There are 50 million people in this country without medical insurance.,Tässä maassa on 50 miljoonaa ihmistä ilman sairasvakuutusta.
ihminen ilma,It... it's an old human expression.,Se on ihmisten ilmaus.
ihminen ilma,So many people showed up. I had to get a couple extra boats.,"Ihmisiä ilmaantui niin paljon, että jouduin hankkimaan pari lisävenettä."
ihminen ilma,"I want people to see us together, out in the open, no hiding.","Haluan, että meidät nähdään yhdessä ihmisten ilmoilla."
ihminen ilma,How can there be this many people with no food?,Miten täällä voi olla näin paljon ihmisiä ilman ruokaa?
ihminen ilma,One where people get executed without a chance to explain their actions?,Teloitatteko ihmisiä ilman tilaisuutta selittää?
ihminen ilma,I see your plan to keep the king out of sight has failed.,Kuningas pääsi ihmisten ilmoille. Kuka muu tietää kohtauksista?
ihminen ilma,A person without secrets is like a scarecrow without stuffing.,Ihminen ilman salaisuuksia - on kuin variksenpelätin ilman täytteitä.
ihminen ilma,How has Steven managed to kill two people... without anyone hearing or seeing anything? - Come on.,"Miten Steven on tappanut kaksi ihmistä ilman, että kukaan kuuli tai näki?"
ihminen ilma,"I hate sex slavery as much as anyone, but I don't feel like going out in public at the moment.","Minäkin vihaan seksiorjuutta, mutta minua ei huvita tulla nyt ihmisten ilmoille."
ihminen ilma,One day it will transport people through the air,Joskus se kuljettaa ihmisiä ilmassa.
ihminen ilma,As people with no ID no money no memories do.,"Ihmisenä ilman henkilötodistusta, - ei rahaa, ei muistojakaan."
ihminen ilma,This guy made me promise I'd be where no one could see me by 9:00.,"Se jätkä pisti minut lupaamaan, että olisin yhdeksään asti poissa ihmisten ilmoilta."
ihminen ilma,They shouldn't let me out really.,En saisi olla ihmisten ilmoilla.
ihminen ilma,Yep.,Enkelit eivät siis voi vallata ihmistä ilman lupaa? - Jep.
ihminen ilma,"And you're going to take your shit out onto the street. And believe me, the street will have an opinion.","Kerran kuitenkin lähdet ihmisten ilmoille ja usko pois, ihmisillä on mielipiteitä."
ihminen ilma,You can't help people out for nothing.,Et voi auttaa ihmisiä ilmaiseksi.
ihminen ilma,"Oh, I hate to bump into people when I'm not wearing any makeup.",Inhottaa törmätä ihmisiin ilman meikkiä.
ihminen ilma,You'd be ashamed to be seen in public With someone as hideous as me!,Häpeäisit tulla nähdyksi ihmisten ilmoilla jonkun yhtä kauhean näköisen kanssa niin kuin minä!
ihminen ilma,"And Michael, atJessie's insistence, was out on the town.",Michael oli Jessien pyynnöstä ihmisten ilmoilla.
ihminen ilma,He wanted to go public.,Se halusi ihmisten ilmoille.
ihminen ilma,"We take people that don't know what they want to do and then put them to work doing cool stuff all over the world, and I start in a couple months.",Neuvomme ihmisiä ilman päämäärää ja autamme heidät töihin. Aloitan parin kuukauden päästä.
ihminen ilma,"How the fuck am I going to pay wages when you're giving away all the drinks for free, Marguerite?","Millä vitulla maksan palkat, jos juotat ihmisiä ilmaiseksi?"
ihminen ilma,"So, Ronnie Partiz now goes deep underground.",Partiz katosi ihmisten ilmoilta.
ihminen ilma,"Mrs. Langston, this sort of thing is gonna happen if you take him out in public right now.","Tällaista tapahtuu, jos viette hänet ihmisten ilmoille."
ihminen ilma,There are people with no light.,- On olemassa ihmisiä ilman valoa.
ihminen ilma,And all he did was give away free haircuts.,Ja hän jakeli ihmisille ilmaisia hiustenleikkauksia.
ihminen ilma,"At graduation, my folks looked like a normal, happy couple, which I guess they were about ten percent of the time, out in public.",Valmistujaisissa vanhemmat näyttivät normaaleilta mitä he olivatkin ihmisten ilmoilla.
ihminen ilma,I told you I'm not ready to face the world again.,Minusta ei ole enää ihmisten ilmoille.
ihminen ilma,"A student's house got burnt down during a fire, she is the most poverty stricken in our school, ten people in her family, and no one had a bite to eat today,","Opiskelijan asunto paloi tulipalossa, - hän on kaikkein köyhin koulussamme, - kymmenen ihmistä ilman ruokaa koko päivän -"
ihminen ilma,"Just shoot this motherfucker, people come.","Kun tällä ampuu, ihmisiä ilmaantuu."
ihminen ilma,"So, rumor has it, you're getting out more often.",Huhun mukaan olet käynyt enemmän ihmisten ilmoilla.
itsepintaisesti,Why should I when you insist upon keeping secrets from me?,"Miksi luottaisin, kun pidät itsepintaisesti salaisuuksia minulta?"
itsepintaisesti,"Leaving from there, insistent and superficially, it defended the theory of death for natural causes.",Siitä lähtien hän itsepintaisesti ja tehokkaasti - alkoi sepittää teoriaa normaalista kuolemasta.
itsepintaisesti,"This gentleman is most insistent upon speaking to her ladyship, sir.",Tämä herra tahtoo itsepintaisesti puhua rouvan kanssa.
itsepintaisesti,Have you been hearing a persistent ringing in your ears? Almost an agreeable ringing?,Onko korvissanne soinut itsepintaisesti?
itsepintaisesti,And yet you're obstinate in your desire to do so.,Silti sinä itsepintaisesti haluat rakastaa minua.
itsepintaisesti,The king seems implacably against it just as he seems more inclined to embrace a new alliance with the emperor.,Kuningas vaikuttaa itsepintaisesti vastustavan sitä kuten hän on taipuvainen kannattamaan uutta liittoa keisarin kanssa.
itsepintaisesti,Why do you persist in believing that life and death are such static and rigid concepts?,Miksi uskotte itsepintaisesti elämän ja kuoleman olevan järkähtämättömiä?
itsepintaisesti,The grass remains a stubborn green... but the heat gives way to a gentle warmth.,"Nurmikko vihertää itsepintaisesti, mutta kuumuus vaihtuu lempeäksi lämmöksi."
itsepintaisesti,It is fascinating to me how stubbornly you people expect the unlikeliest of outcomes because you prefer them.,"Minusta on kiehtovaa, miten itsepintaisesti odotatte epätodennäköisiä tapahtumia, jotka olisivat teille suotuisia."
itsepintaisesti,"Your father claims, quite strenuously, that he's innocent.","Isäsi väittää melko itsepintaisesti, että hän on viaton."
itsepintaisesti,"I've been wondering to myself, ""Why are you so hell-bent on getting me to go out with you?""","Olen miettinyt itsekseni, miksi niin itsepintaisesti haluat minua kanssasi ulos."
itsepintaisesti,I didn't necessarily think you were going to be a stickler for formalities.,En luullut teidän pitävän noin itsepintaisesti kiinni muodollisuuksista.
itsepintaisesti,I know that I have been insistent in my objections...,Tiedän vastustaneeni itsepintaisesti.
itsepintaisesti,"I told you she was not well, and yet you persisted.","Sanoin teille, ettei hän voinut hyvin, mutta jatkoitte itsepintaisesti."
itsepintaisesti,I've no special loyalty to Jewish doctors simply because I'm Jewish myself.,En halua itsepintaisesti juutalaista lääkäriä vain koska olen juutalainen.
itsepintaisesti,Finding a way out is something the Bougainvillians tend to do with startling regularity.,Bougainvilleläiset tapaavat löytää ulos- pääsyn hämmästyttävän itsepintaisesti
itsepintaisesti,"Well, that man has an irresistible passion to see other people traveling.",Se mies haluaa itsepintaisesti muiden matkustavan.
jo alkaa lyyti kirjoittaa,Now we're getting somewhere.,Jo alkoi Lyyti kirjoittaa.
jo alkaa lyyti kirjoittaa,"Well, now you're singing a tune that we may dance to.",Jo alkoi lyyti kirjoittaa.
jo alkaa lyyti kirjoittaa,And they say I'm a rare species!,Jo alkoi lyyti kirjoittaa. Terve!
jo alkaa lyyti kirjoittaa,- Now we're getting somewhere.,- Jo alkoi lyyti kirjoittaa.
jo alkaa lyyti kirjoittaa,"- Well, that's more like it.",- Jo alkaa lyyti kirjoittamaan.
jo alkaa lyyti kirjoittaa,- Now we're getting someplace.,- No johan alkoi lyyti kirjoittaa.
jumala selkä takana,"I'm telling you, we're in the middle of nowhere. Yeah, I wonder how far it is to the nearest cheese burger?",Ollaan jossain jumalan selän takana.
jumala selkä takana,"Out here in the sticks, the Feds are tipped off to high consumption.","Täällä jumalan selän takana, suuri virran kulutus paljastaisi homman FBI: lle."
jumala selkä takana,We are stuck in a shed in the middle of lorteland.,Me olemme jossakin helvetin methlabrassa jumalan selän takana.
jumala selkä takana,It's a rowdy place. It's out in the middle of nowhere.,Täällä jumalan selän takana ei ole kyttyyiä.
jumala selkä takana,"We're not in the middle of nowhere, but we can see it.","Emme ole jumalan selän takana, mutta se kyllä näkyy täältä."
jumala selkä takana,"There's nothing to tell I was on the bus, and I woke up in the mountains","Ei, mutta en voi sanoa muuta. Olin bussissa ja heräsin jumalan selän takana."
jumala selkä takana,"I mean, Moscow. It's the end of the earth.",Moskovahan on jumalan selän takana.
jumala selkä takana,"You're sick, Dad. You should be in a hospital not stuck out here in the middle of nowhere.","Sinun pitäisi olla sairaalassa, ei täällä jumalan selän takana."
jumala selkä takana,"And I'm in the middle of nowhere, chasing phantom tanker trucks.","Ja olen jossain jumalan selän takana, kummitussäiliöautoja jahtaamassa."
jumala selkä takana,Really off the beaten track.,Tää on jumalan selän takana.
jumala selkä takana,This is beyond civilization. It was impossible to find.,- Tämä on jumalan selän takana.
jumala selkä takana,Miserable little service station on the edge of nowhere.,Kurja huoltoasema jumalan selän takana.
jumala selkä takana,I dragged on for six months on this forsaken land.,Olen raahannut sitä perässäni puoli vuotta täällä jumalan selän takana
jumala selkä takana,On the loose in this neck of the woods.,Karkuteillä jumalan selän takana.
jumala selkä takana,But we are in the middle of nowhere.,- Olemme jumalan selän takana.
jumala selkä takana,Sayid was in the middle of nowhere.,Sayid oli jumalan selän takana.
jumala selkä takana,Feels like you're in the middle of nowhere.,Tuntuu kuin olisi jumalan selän takana.
jumala selkä takana,I'm here in the middle of nowhere... why?,Miksi olen täällä jumalan selän takana?
jumala selkä takana,What is all this grief about? A couple of pages written in a garage in the middle of nowhere?,"Kauhea itku parista sivusta, jotka on kirjoitettu jumalan selän takana."
juosi kustu,I don't want your half-assed apology. I want a promise from you.,"En halua juosten kustua anteeksipyyntöäsi, vaan lupauksen."
juosta pää kolmas jalka,They preferred to run.,He juoksivat pää kolmantena jalkana.
juosta pää kolmas jalka,Then you flock to us. Huh?,Sitten juoksette pää kolmantena jalkana luoksemme.
järki jää,I'm coming home. No point in sticking around.,"Tulen kotiin, ei ole järkeä jäädä tänne."
järki jää,I don't see any future in staying'.,Ei ole mitään järkeä jäädä.
järki jää,I told you there's no use in staying here. We can make New York in three hours.,Ei ole mitään järkeä jäädä tänne kun ajaisimme New Yorkiin parissa tunnissa.
järki jää,"-Is There anyone out to stay here, do you?",Onko mitään järkeä jäädä tänne?
järki jää,It's not worth going into. I got in a huge fight with Hans.,"Ei ollut järkeä jäädä, minulla oli iso tappelu Hansin kanssa."
järki jää,There's no point staying here for ever. OK.,Ei ole mitään järkeä jäädä tänne pitkäksi aikaa.
järki jää,You've lost everyone's support. What can we possibly do?,"Muut eivät kuuntele teitä, joten ei ole järkeä jäädä tänne."
järki jää,You've no need to stay here.,Ei ole mitään järkeä jäädä tänne.
järki jää,Have you gone mad?,- Onko sulta perkele järki jäässä?
järki jää,He said the job's done.,Ei ole järkeä jäädä.
järki jää,There came an understanding so large it left no room for sanity.,"Niin mahtava ymmärrys iski, ettei järjelle jäänyt sijaa."
järki jää,"My goodness. You know, sometimes I think that God gave you such a big heart that he just left no room for plain sense.","Sinulla on niin suuri sydän, ettei järjelle jäänyt tilaa."
järki jää,"No, Ante, are you stupid?","Onko järkesi jäässä, Ante?"
järki jää,There's no sense in both of us getting captured.,Molempien ei ole järkeä jäädä vangiksi.
järki jää,There's no reason for both of us to freeze to death in here.,Meidän molempien ei ole järkeä jäätyä kuoliaaksi.
kaita polku,"You're straight, right?",Olemme kaidalla polulla.
kaita polku,"I'm giving up the trade, going straight.",Lähden kaidalle polulle.
kaita polku,"Now, if only she can strike that happy balance between creative curiosity and criminal trespass.",Toivottavasti hän onnistuu pysymään kaidalla polulla.
kaita polku,Could you please help me keep this poor lost soul from further traveling the path of destruction?,Olen hänen sponsorinsa. Auta pitämään tämä eksynyt sielu kaidalla polulla.
kaita polku,"You come home to good people, they keep you on the straight path, but what if you're not coming home to good people?","Kotona odottaa hyviä ihmisiä, jotka pitävät kaidalla polulla. Entä jos kotona ei odotakaan hyviä ihmisiä?"
kaita polku,Stay out of trouble.,Pysy kaidalla polulla.
kaita polku,"I'd love to help you out, but I'm trying to go straight.","Auttaisin, mutta olen kaidalla polulla."
kaita polku,I'm feeling good too. Yeah?,NA pitää minut kaidalla polulla.
kaita polku,- I will never backslide.,- En harhaudu kaidalta polulta!
kaita polku,It's the straight and narrow from here on out. And heaven everlasting's my reward.,"Tästä lähtien kuljen kaitaa polkua, ja taivasosa on palkkioni."
kaita polku,I'm sure they'd love to hear how Brockmore Foods goes after a charity that helps men and women put their lives back together. [Scoffs],"He ihastuvat kuullessaan, kuinka sorsitte yritystä joka auttaa ihmisiä kaidalle polulle."
kaita polku,And what about your friends? Any mates in trouble?,-Ovatko ystäväsi kaidalla polulla?
kaita polku,"Just keeping you honest, panzón.","Pidämme sinut vain kaidalla polulla, pullukka."
kaita polku,"Look, all I know is that our choir seems to be the only thing... that keeps my girls from recidivism.","Tiedän vain, että kuoromme näyttäisi olevan ainoa asia - joka pitää tytöt kaidalla polulla."
kaita polku,I do seek a more virtuous path.,Etsin kaitaa polkua.
kaita polku,"If you don't have the balls to go to war, then you'd better go straight.","Jos sinulla ei ole munaa lähteä sotimaan, sinun olisi syytä siirtyä kaidalle polulle."
kaita polku,"All right, look, a lot of these guys are gonna make it because of the work that you've done, all right?",Myös teitä. Monet miehistänne ovat kaidalla polulla antamanne avun ansiosta.
kaita polku,"You're right. Thanks for keeping me honest, Dad.","Kiitos, että pidit minut kaidalla polulla."
kaita polku,"Okay, so he's got a troubled past, he goes straight, starts working with kids so they don't make the same mistake he does.","Uhrilla oli siis vaikea tausta, mutta hän pääsi kaidalle polulle."
kaita polku,You're trying to put the fear of God into me.,Yritätte saattaa minut kaidalle polulle.
kaita polku,Our marriage only survived because he agreed to come out here three years ago and...,Hän vain hairahtui eikä päässyt enää kaidalle polulle.
kaita polku,I guess he strayed a little bit in some departments... but he was an officer of the law just the same.,Oli eksynyt kaidalta polulta mutta oli kuitenkin poliisimies.
kaita polku,I've gone legit. Yeah?,Minä olen kaidalla polulla.
kaita polku,Um... I show more than a few prison guards that have strayed from the path of righteousness.,Useampikin vartija on eksynyt kaidalta polulta.
kaita polku,- Keep out of trouble.,-Pysykää kaidalla polulla.
kaita polku,- I will never backslide.,- En harhaudu kaidalta polulta.
