source,references,hypothesis,contains_idioms,trans_error,human_error,ambiguous,error_type
"-- à son aise , maintenant , beau petit , se écrier son oncle en reprendre son place sur le siège et en jeter un coup de oeil par- dessus son épaule .","""Easy now, my beauties!"" cried my uncle, settling down into his seat again, and looking back over his shoulder.","-- at her ease, now, handsome little, cries out her uncle's place on the seat and takes a look over her shoulder.",,,,,
"à chaque courbe , il jeter un coup de oeil en avant pour découvrir son adversaire , mais son oncle paraître ne pas se en tourmenter beaucoup , et il se occuper à se donner un conseil , où il mêler tant de terme de le métier que il avoir de le peine à le comprendre .","With every turn I peered ahead, looking for our opponents, but my uncle seemed to concern himself very little about them, and occupied himself in giving me advice, mixed up with so many phrases of the craft, that it was all that I could do to follow him.","at each curve, he takes a look forward to discover his opponent, but his uncle seems not to worry much about it, and he takes care of giving himself a tip, where he mixes so much term in the profession that he struggles to understand it.",,,,,
"tout en parler , il jeter de le côté de son mère un regard malicieux . il poser son tricot et jeter un coup de oeil attentif sur lui .","He shot a mischievous glance at my mother as he spoke, and she laid down her knitting on her lap and looked very earnestly at him.","All about it, he throws on his mother's side a malicious look. He lays his knit and takes a close look at him.",,,,,
"il faire un figure si étrange , avec son face enflammé et souriant , envelopper de un sorte de mouchoir rouge , que si il avoir être seul , ce vue lui avoir faire prendre son jambe à son cou .","She was so strange a figure, with some sort of purple wrapper on, and her big, flushed face smiling out of it, that I might, if I had been alone, have taken to my heels at the sight of her.","he makes such a strange figure, with his flaming and smiling face, wrapping with a kind of red handkerchief, that if he have been alone, that sight having made him take his leg to his neck.",,,,,
"_Hélas! avec quel vitesse voler le plomb fatal_ _ qui traverser le tête de le jeune homme . _ _ il tomber aussitôt , il rendre le âme. _ _Et le mort fermer son œil languissant ! _ il y en avoir un autre et il croire pouvoir affirmer que on pouvoir encore le lire dans le cimetière de Patcham .","He instantly fell, resigned his breath, And closed his languid eyes in death."" There was more of it, and I dare say it is all still to be read in Patcham Churchyard.","_Helas! how fast to steal the fatal lead_ _ that passes through the young man's head . _ _ it falls immediately , it renders the soul . _ _And the dead close his languishing eye ! _ there is another and he thinks he can affirm that we can still read it in the cemetery of Patcham .",,,,,
"par un matinée de été le petit Jim et lui être debout près de le porte de le forge , quand un voiture privé , avec son quatre cheval frais , son cuivre bien brillant , arriver de Brighton avec un si joyeux tintamarre de grelot que le champion accourir , un fer avoir cheval à demi courber dans son pince , pour y jeter un coup de oeil .","It chanced one summer morning, when Boy Jim and I were standing by the smithy door, that there came a private coach from Brighton, with its four fresh horses, and its brass-work shining, flying along with such a merry rattle and jingling, that the Champion came running out with a hall-fullered shoe in his tongs to have a look at it.","by a summer morning the little Jim and being standing by the door of the forge, when a private car, with his four fresh horse, his well-gloss copper, arrive from Brighton with such a merry grelot tintamarre that the champion runs, an iron having horse to half bend in his pliers, to take a look at it.",,,,,
"ce quarante-cinq franc aider le famille , on finir par joindre le deux bout , en laisser toujours un petit dette en arriere; et le Maheu se montrer reconnaissant envers son logeur , son linge être laver , raccommoder , son bouton recousuer , son affaire mettre en ordre; enfin , il sentir autour de lui le propreté et le bon soin de un femme .","These forty-five francs helped the family and enabled them to make both ends meet, though always leaving some small debts and arrears; so the Maheus were grateful to their lodger; his linen was washed and mended, his buttons sewn on, and his affairs kept in order; in fact he felt all around him a woman's neatness and care.","This forty-five franc help the family, we end up making ends meet the two end, always leaving a small debt behind; and the Maheu show gratitude to his lodger, his laundry being washing, recommodating, his button recousing, his business putting in order; finally, he feels around him the cleanliness and the good care of a woman.",,,,,
son oncle se jeter un coup de oeil triomphant .,My uncle shot a triumphant glance at me.,His uncle took a triumphant look at himself.,,,,,
"il jeter un coup de oeil sur le arme , et il lui assurer que il être en bon état .",I look at our guns and see that they are all right.,"he takes a look at the gun, and he assures him that he's in good condition.",,,,,
"Catherine , qui paraître tout à son ménage , devoir pourtant revasser à le histoire que Zacharie raconter sur le maître-porion et le Pierronne , car il entrebâiller le porte de entrée et jeter un coup de oeil dehors .","Catherine, who appeared absorbed in her household duties, must, however, have been thinking of the stories told by Zacharie about the head captain and the Pierron woman, for she half opened the front door and glanced outside.","Catherine, who appears everything to her household, still have to go back to the story that Zacharie tells about the master-porion and the Pierronne, because he tumbles the front door and takes a look outside.",,,,,
"maintenant , le moment de agir être venir , et il jeter un coup de oeil inquiet vers le mineur , à le fond , lorsque un ombre boucher le galerie .","Now the moment for action had come, and he cast a restless glance at the miners farther on. But a shadow blocked the gallery.","Now, the moment to act be come, and it takes a worried look at the miner, at the bottom, when a shadow closes the gallery.",,,,,
"bien que , chez il , tout être en ordre , et que il lavir chaque samedi , il jeter un coup de oeil de ménagere jaloux sur ce salle si clair , ou il y avoir même de le coquetterie , un vase dorer sur le buffet , un glace , trois gravure encadrer .","Although everything was in order in her house, and she scrubbed every Saturday, she glanced with a jealous housekeeper's eye over this clean room, in which there was even a certain coquetry, gilt vases on the sideboard, a mirror, three framed prints.","Although, at home, everything is in order, and he washes every Saturday, he takes a look at jealous maiden on this room so clear, or there is even coquetry, a golden vase on the buffet, an ice cream, three etching frame.",,,,,
"son cher Holmes , son lettre précédent , ainsi que son télégramme , il avoir tenir à le courant de tout ce qui se être passer dans ce coin isoler de le monde .","MY DEAR HOLMES,--My previous letters and telegrams have kept you pretty well up to date as to all that has occurred in this most God-forsaken corner of the world.","his dear Holmes, his previous letter, as well as his telegram, he has kept up to date with everything that has happened in this isolated corner of the world.",,,,,
"—Écoute , ne aller pas le acheter chez Maigrat , son ruban ... il lui voler et il croire que il rouler sur le or .","""Here! don't go and buy that ribbon at Maigrat's. He will rob you, and he will think that we are rolling in wealth.""","""Listen, don't go and buy it from Maigrat, his ribbon ... he steals it and he thinks he's rolling on gold.""",,,,,
"Hans , de un air indifférent , reprendre le tête de le troupe . il le suivre sans mot dire .","Hans with perfect coolness resumed the lead, and I followed him without a word.","Hans, in an indifferent air, took over the leadership of the troupe. He followed him without saying a word.",,,,,
"ça , ce être Harris tout cracher : toujours pret à se charger luimeme de tout , et avoir coller le besogne sur le dos de le autre .","That's Harris all over - so ready to take the burden of everything himself, and put it on the backs of other people.","That, that being Harris spitting everything out: always ready to take care of everything, and sticking the work on the other's back.",,,,,
"tiens , puisque ce être ça , il aller débarquer et aller boire un coup ! »","I'm going to get out, and have a drink.""","Hold on, since this being is, he's going to land and go for a drink!""",boire un coup,,,,
"et , maintenant , il aller boire un coup , oui , oui! comme le bete , le gueule dans le auge !","And now you shall have a drink of it; yes, yes, like a beast, with your jaws in the trough!""","And, now, he's going to have a drink, yes, yes! Like the beast, his mouth in the auge!",boire un coup,,,,
"parmi le homme , Maheu conquérir avoir avoir un cri de colere , entre Pierron trembler et Levaque qui parler trop; tandis que le blagueur , Zacharie et Mouquet , essayer de ricaner , mal à le aise , étonner que le camarade en pouvoir dire si long , sans boire un coup .","Among the men, Maheu was won over and shouted with anger, between Pierron who was trembling and Levaque who was talking too much; while the chaffers, Zacharie and Mouquet, though trying to make fun of things, were feeling uncomfortable and were surprised that their mate could talk on so long without having a drink.","between the man, Maheu conquer having a angry cry, between Pierron trembling and Levaque who talk too much; while the joker, Zacharie and Mouquet, try to sneeze, ill at ease, astonish that the comrade could say so long, without a drink.",boire un coup,,,,
"ce être un coup de foudre pour Candide , il pleurer longtemps ; enfin il tirer à part Cacambo . voici , son cher ami , lui dire il , ce que il falloir que il faire .","These words were like a clap of thunder to Candide; he wept bitterly for a long time, and, taking Cacambo aside, he said to him, ""I'll tell you, my dear friend, what you must do.","This being a lightning strike for Candide, he weeps for a long time; at last he shoots aside Cacambo. Here, his dear friend, tell him it, what it will have to do.",coup de foudre,,,,
"brusquement , un coup de foudre éclater , un trombe de feu sortir de le boyau , comme de le gueule de un canon charger à mitraille .","Suddenly, a roar of thunder was heard, and a spout of fire darted out of the tube as from the mouth of a cannon charged with grapeshot.","Suddenly, a lightning strike bursts, a fire-thrower coming out of the hose, like from the mouth of a gun-loading gun.",coup de foudre,,,,
Passepartout se laisser tomber sur un fauteuil . ce être un coup de foudre .,He fell thunderstruck on a seat.,Passepartout to fall on a chair. It's a lightning strike.,coup de foudre,,,,
"le sinistre vérité , comme un éclair , brûler le œil de le paralytique et entrer avoir il avec le heurt suprême de un coup de foudre .","The sinister truth, like a flash of flame, scorched the eyes of the paralysed woman and penetrated within her with the concussion of a shaft of lightning.","the sinister truth, as a lightning, burn the eye of the paralytic and enter it with the supreme clash of a lightning strike.",coup de foudre,,,,
à mourir ! dire Gudule chancelant comme sous un coup de foudre . mourir ! reprendre il lentement et regarder son fille avec son œil fixe .,"""To die!"" said Gudule, staggering as though struck by lightning; ""to die!"" she repeated slowly, gazing at her daughter with staring eyes.",to die! Say Gudule staggering like under a lightning strike. to die! to recover he slowly and to look at his daughter with his fixed eye.,coup de foudre,,,,
"Thérèse et Laurent se lever , effrayer devant ce coup de foudre , qui tordre le vieux mercière en moins de cinq seconde .","Therese and Laurent rose from their chairs, terrified at this stroke, which had contorted the old mercer in less than five seconds.","Therese and Laurent get up, scare in front of this lightning strike, which twists the old mercer in less than five seconds.",coup de foudre,,,,
ce être comme un coup de foudre .,This was like a thunderclap.,it's like a lightning stroke.,coup de foudre,,,,
il aller se laver de abord ... et donner lui un coup de main pour jeter ce eau sale .,"I'm going to wash first; and just give me a hand to throw away this dirty water.""",He goes to wash first ... and give him a hand to throw away this dirty water.,un coup de main,,,,
"« oui , reprendre Gringoire se parler à lui-même et toucher son nez avec son index en signe de méditation , ce être cela ! « le truand être de brave fils . « le tribu de Égypte le aimer . « il se lever à le premier mot . « rien de plus facile . « un coup de main . « à le faveur de le désordre , on le enlever aisément . « dès demain soir ... il ne demander pas mieux .","""Yes,"" resumed Gringoire, talking to himself and touching his nose with his forefinger in sign of meditation,−−""that's it!−−The thieves are brave fellows!−−The tribe of Egypt love her!−−They will rise at the first word!−−Nothing easier!−−A sudden stroke.−−Under cover of the disorder, they will easily carry her off!−−Beginning to−morrow evening. They will ask nothing better.","""Yes, take back Gringoire talking to himself and touching his nose with his index as a sign of meditation, that's what it is! ""The robber being a brave son. ""The tribe of Egypt love him. ""He stands up to the first word. ""Nothing easier. ""A helping hand. ""In the favor of disorder, we remove it easily. ""From tomorrow night ... he does not ask any better.",un coup de main,,,,
"si de un autre côté ce ne être pas il , ce qui être encore bien possible , car le peu de jour qui rester rendre un erreur facile , si ce ne être pas il , ne être ce pas le commencement de un coup de main monter contre lui avec le appât de ce femme pour lequel on connaître son amour ?","If, on the other side, it was not she--which was still quite possible--for the little light that remained rendered a mistake easy--might it not be the commencement of some plot against him through the allurement of this woman, for whom his love was known?","If on the other hand it is not it, which is still quite possible, because the little day that remains make an easy mistake, if it is not it, be this not the beginning of a helping hand to mount against him with the bait of this woman for whom one knows his love?",un coup de main,,,,
"« il ne pouvoir pas il donner un coup de main , gros fainéant . on être en train de étouffer , et lui il reste le comme un momie !","It said: ""Give us a hand here, can't you, you cuckoo; standing there like a stuffed mummy, when you see we are both being suffocated, you dummy!""","""He can't give him a hand, fat lazy. We're choking, and he's still like a mummy!","un coup de main,être en train de",,,,
"ça marcher encore , avant ce horreur .",Things did go on before these horrors.,"It's still working, before that horror.",ça marche,,,,
"il avoir voir ce abordage , hier à le soir , comme ce être conduire , comme ça marcher !",Look at the boarding of this house last night; wasn't it well managed? Didn't it come off well?,"He saw this collision, last night, like that being driving, like that working!",ça marche,,,,
"le archidiacre rentrer chez lui stupéfait , comprendre enfin quel personnage ce être que le compère Tourangeau , et se rappeler ce passage de le cartulaire de Saint-Martin de Tours : Abbas beati Martini , SCILICET REX FRANCIÆ , être canonicus de consuetudine et habet parvam præbendam quam habet sanctus Venantius et debet sedere in sede thesaurarii .","The archdeacon returned to his chamber dumbfounded, comprehending at last who Gossip Tourangeau was, and recalling that passage of the register of Sainte−Martin, of Tours:−− ~Abbas beati Martini, SCILICET REX FRANCIAE, est canonicus de consuetudine et habet parvam proebendam quam habet sanctus Venantius, et debet sedere in sede thesaurarii~.","the archdeacon goes home astonished, finally understand what character this being that the Compère Tourangeau, and remember this passage of the cartular of Saint-Martin de Tours: Abbas beati Martini, SCILICET REX FRANCIÆ, being canonicus of consuetudine and habet parvam præbendam quam habet sanctus Venantius and debet sedere in sede thesaurusii.",être canon,,,,
"le pauvre de son temps lui avoir faire un beau funéraille de larme et de bénédiction ; mais , à son grand regret , le pieux fille ne avoir pouvoir être canoniser saint , faute de protection .","The poor of her day had made her a fine funeral, with tears and benedictions; but, to their great regret, the pious maid had not been canonized, for lack of influence.","the poor of his time having made him a beautiful funeral of tears and blessings; but, to his great regret, the pious daughter could not be canonized saint, for lack of protection.",être canon,,,,
"« il conseiller , monsieur , que il prendre un fiacre , que il emmener son épagneul qui être en train de gratter à son porte , et que il il rendre à le gare de Waterloo pour y rencontrer Sir Henry Baskerville .","""I recommend, sir, that you take a cab, call off your spaniel who is scratching at my front door, and proceed to Waterloo to meet Sir Henry Baskerville.""","""he advises, sir, that he takes a fiacon, that he takes his spaniel who is scratching at his door, and that he returns to Waterloo station to meet Sir Henry Baskerville there.",être en train de,,,,
"-- il être en train de faire le relevé de son perte , dire le major , et si il vouloir bien venir avec lui , il se faire grand plaisir .","""I am going out now to take a tally of our losses,"" said the Major; ""and if you cared to come with me, I should be very glad to have you.""","-- he's doing the record of his loss, say the major, and if he'll come with him, he'll have a lot of fun.",être en train de,,,,
"là-dessus , un jour , comme il entrer dans le chambre où tout le pauvre enfant être à le travail , il se asseoir juste en face de lui ; non pas à son place habituel de maîtresse mais comme si il se disposer à dessein pour lui observer et se regarder travailler ; il être en train de faire un ouvrage à lequel il lui avoir mettre , et il se souvenir que ce être à marquer un chemise ; et après un temps il commencer de se parler :","One day after this, as she came into the room where all we poor children were at work, she sat down just over against me, not in her usual place as mistress, but as if she set herself on purpose to observe me and see me work. I was doing something she had set me to; as I remember, it was marking some shirts which she had taken to make, and after a while she began to talk to me.","On this, one day, as he enters the room where all the poor child is at work, he sits right in front of him; not in his usual position as a mistress but as if he were willing to sit down to observe him and watch himself work; he is doing a work to which he has put him, and he remembers that this being to mark a shirt; and after a while he begins to talk:",être en train de,,,,
"—Qui être ce demander il à Dansaert , silencieux devant le cadavre , que on être en train de envelopper dans un drap .","""Who is it?"" he asked of Dansaert, who was standing in silence before the corpse which was being wrapped up in a sheet.","""Who is this asking it to Dansaert, silent in front of the corpse, that we are wrapping in a sheet.""",être en train de,,,,
« il être en train de supposer que le cause de son terreur lui être apparaître sur le lande .,"""I am presuming that the cause of his fears came to him across the moor.","""he is in the process of assuming that the cause of his terror appears to him on the moor.",être en train de,,,,
"cependant , le Pierronne être en train de boire seul son café , tout son monde se trouver à le fosse .","Pierronne was about to drink her coffee alone, all her people being at the pit.","However, the Pierrone is drinking his coffee alone, everyone is in the pit.",être en train de,,,,
"Alice pouvoir voir , aussi clairement que si il avoir regarder par-dessus son épaule , que tout le juré être en train de écrire « le niais » sur son ardoise , et il pouvoir même distinguer que le un de lui ne savoir pas écrire « niais » et que il être obliger de le demander à son voisin .","Alice could see, as well as if she were looking over their shoulders, that all the jurors were writing down 'stupid things!' on their slates, and she could even make out that one of them didn't know how to spell 'stupid,' and that he had to ask his neighbour to tell him.","Alice can see, as clearly as if he had looked over his shoulder, that all the juror was writing ""the naughty"" on his slate, and he could even distinguish that one of him did not know how to write ""naughty"" and that he was forced to ask his neighbor.",être en train de,,,,
"il être en train de se battre avec un autre hérisson ; ce qui paraître à Alice un excellent occasion de faire croquet de le un sur le autre . il ne y avoir à cela que un difficulté , et ce être que son flamant avoir passer de le autre côté de le jardin , où Alice le voir qui faire un vain effort pour se enlever et se percher sur un arbre .","The hedgehog was engaged in a fight with another hedgehog, which seemed to Alice an excellent opportunity for croqueting one of them with the other: the only difficulty was, that her flamingo was gone across to the other side of the garden, where Alice could see it trying in a helpless sort of way to fly up into a tree.","he is fighting with another hedgehog; which seems to Alice an excellent opportunity to croquet one over the other. There is only one difficulty to this, and this is only his flamingo having passed on the other side of the garden, where Alice sees him who makes a vain effort to pull himself off and perch himself on a tree.",être en train de,,,,
"alors il se mettre à penser à un autre enfant que il connaître et qui faire un assez joli porcs , si seulement on savoir le manière de se y prendre pour le métamorphoser . il être en train de faire ce réflexion , lorsque il tressaillir en voir tout à coup le chat asseoir à quelque pas de là sur le branche de un arbre .","And she began thinking over other children she knew, who might do very well as pigs, and was just saying to herself, 'if one only knew the right way to change them--' when she was a little startled by seeing the Cheshire Cat sitting on a bough of a tree a few yards off.","then he starts thinking about another child he knows and who makes a pretty pretty pig, if only one knows how to deal with it to metamorphose it. he is making this reflection, when he braided suddenly see the cat sit a few steps away on the branch of a tree.",être en train de,,,,
"et , chez lui , que être ce que il lui le payer , ta femme , le monsieur qui être en train de lui user le peau ?","And what do they pay you in your house, your wife and the gentleman who is this minute wearing out her skin?""","And, at home, what about what he's paying him, your wife, the gentleman who's using his skin?",être en train de,,,,
"il ne pouvoir pas entendre son parole , mais il lui apparaître que il être en train de injurier Sir Henry , lequel présenter son explication ; mais comme le autre refuser de le entendre , le ton monter .","What the scene meant I could not imagine, but it seemed to me that Stapleton was abusing Sir Henry, who offered explanations, which became more angry as the other refused to accept them.","He cannot hear his word, but it appears to him that he is in the process of injuring Sir Henry, who presents his explanation; but as the other refuses to hear it, the tone goes up.",être en train de,,,,
"en un mot , il être en train de se ruiner , dans le style adopter , comme le premier venu .","In short, I began the process of ruining myself in the received style, like any other spoony.","In a word, he's ruining himself, in the adopted style, as the first come.",être en train de,,,,
"si il avoir remplir ce devoir , Lydia , avoir ce heure , ne devoir pas à son oncle le honneur et le dignité que on être en train de acheter pour il , et ce être lui-meme qui avoir le satisfaction de avoir décider un de le jeune homme le moins estimable de le Grande-Bretagne à devenir le mari de son fille .","Had he done his duty in that respect, Lydia need not have been indebted to her uncle for whatever of honour or credit could now be purchased for her. The satisfaction of prevailing on one of the most worthless young men in Great Britain to be her husband might then have rested in its proper place.","if he has fulfilled this duty, Lydia, have this hour, do not owe his uncle the honor and dignity that one is buying for him, and that being himself who has the satisfaction of having decided one of the least estimable young man of Great Britain to become his daughter's husband.",être en train de,,,,
"il être en train de écrire et , sans lever le tete , répondre froidement :","He was writing and, without raising his head, coolly replied:","He's writing and, without raising his head, he's coldly responding:",être en train de,,,,
"le agent être furieux , pâle , muet ... dès le couloir il commencer à cogner , puis il refermer sur lui le porte pour battre le misérable tout à le aise ... il se venir ce pensée affreux que il avoir renoncer à le paradis et que il être en train de piétiner à le porte de le enfer .","In the passage he begins to strike, then he closes the door to beat the wretched man in peace . . . This terrible thought comes to me: ""I have renounced paradise and am now stamping my feet at the gates of hell.""","the agent being furious, pale, mute ... from the corridor he begins to knock, then he closes on him the door to beat the miserable all at ease ... there comes this awful thought that he has renounced paradise and that he is trampling on the door of Hell.",être en train de,,,,
"« ainsi , dire il , pour un promesse enfantin que il lui avoir faire , il être en train de détruire son bonheur .","'Well,' I said, 'just for a childish promise you made you are now going to wreck your happiness.'","""so, say he, for a childish promise he has made to him, he is destroying his happiness.",être en train de,,,,
"il connaître si bien , Meaulnes et lui , le détour et le passage de le grand demeure , que il voir très nettement , comme sur un plan , tout le point où ce gens inconnu être en train de le attaquer .","Meaulnes and I knew so well all the corners and corridors of the big building that we could clearly see, as on a plan, the positions from which the unknown people were launching their attack.","He knows so well, Meulnes and him, the detour and passage of the great mansion, that he sees very clearly, as on a plane, all the point where this unknown people are being attacking him.",être en train de,,,,
"un grand rosier se trouver à le entrée de le jardin ; le rose que il porter être blanc , mais trois jardinier être en train de le peindre en rouge .","A large rose-tree stood near the entrance of the garden: the roses growing on it were white, but there were three gardeners at it, busily painting them red.","a large rose stand at the entrance of the garden; the rose that it wears be white, but three gardener be painting it in red.",être en train de,,,,
"« il croire , Watson , que il être en train de aider et de protéger le péché ?","""I guess we are aiding and abetting a felony, Watson?","""he believes, Watson, that he is helping and protecting sin?",être en train de,,,,
son ami et lui être en train de il promener sur le lande quand il le avoir entendre crier .,"My friend and I were strolling on the moor when we heard a cry.""",his friend and being him walking on the moor when he heard him screaming.,être en train de,,,,
"il être en train de chercher un excuse pour prendre congé , mais il avoir soudain envie de entendre le suite de ce bavardage .","I had been casting round for some excuse by which I could get away from his gossip, but now I began to wish to hear more of it.","He's looking for an excuse to take leave, but he suddenly wants to hear the rest of this chatter.",être en train de,,,,
"à le moment où il arriver sur le Parvis à travers ce enragé truand , son révérence avoir il remarquer ce pauvre petit diable à lequel son sourd être en train de écraser le cervelle sur le rampe de le galerie de le roi ?","""At the moment when we arrived on the Parvis, through the enraged outcasts, did your reverence observe that poor little devil whose skull your deaf man was just cracking on the railing of the gallery of the kings?","At the moment he arrives on the Parvis through this rabid villain, his reverence having he noticed this poor little devil to whom his deaf being crushing the brains on the ramp of the king's gallery?",être en train de,,,,
"alors que il avoir pouvoir être en train de se gaver de œuf à le bacon , de taquiner Montmorency ou de lutiner le servante , il rester le , valtrer , et le âme livrer à le miasme de le oubli .","He might have been up stuffing himself with eggs and bacon, irritating the dog, or flirting with the slavey, instead of sprawling there, sunk in soul-clogging oblivion.","While he may have been able to be swallowing himself with bacon eggs, teasing Montmorency or lutining the servant, he remains the , valtering , and the soul surrendering to the miasm of forgetfulness .",être en train de,,,,
"il devoir être en train de se marrer quelque part , en se moquer pas mal de il et de son galere !","He's larking about somewhere, that's what he's doing, leaving us to do all the work.","He has to be laughing somewhere, making fun of him and his scoundrel!",être en train de,,,,
"le plupart de ce mésaventure pouvoir être éviter si le haleur vouloir bien se souvenir que il être en train de haler , et se retourner de temps à autre pour prendre un nouvelle de son équipier .","Much of this sort of trouble would be saved if those who are towing would keep remembering that they are towing, and give a pretty frequent look round to see how their man is getting on.","most of this misadventure can be avoided if the hacker will kindly remember that he is being hacked, and turn from time to time to take news of his partner.",être en train de,,,,
"il comporter un charniere de articulation en son milieu , charnier qui , avoir le moindre inattention , il pincer à le endroit sensible de le corps . de plus , alors que il être en train de lutter avec un côté de le arceau , tâcher de le persuader de faire son devoir , le autre moitié venir en traître par-derrier il frapper sur le crâne .","They had hinges in the middle, and, when we were not looking, they nipped us with these hinges in delicate parts of the body; and, while we were wrestling with one side of the hoop, and endeavouring to persuade it to do its duty, the other side would come behind us in a cowardly manner, and hit us over the head.","It includes a joint carniere in its middle, carnary that, having the slightest inattention, it pinch at the sensitive place of the body. Moreover, while it is struggling with one side of the arch, trying to persuade it to do its duty, the other half come by traitor by-derrier it hit on the skull.",être en train de,,,,
"il être en train de se raser quand il le avoir prisder un tiroir et poser sur un chaise à côté de lui , avec un tas delettre dont il avoir brûler le moitié .",I was shavingmyself when you took it out and laid in on a chair by your side with apile of letters of which you burned half.,"He's shaving himself when he took him a drawer and put on a chair next to him, with a bunch of letters he burned half of.",être en train de,,,,
"-- que être ce que cela falloir dire , ce baufre Migeon ? demander le Suisse , qui être en train de causer avec le quatre ami quand le lettre être arriver .","""What does you mean by boor Michon?"" said the Swiss, who was chatting with the four friends when the letter came.","-- what is it to say, this waffle Migeon ? ask Switzerland, who is talking with the four friend when the letter is coming.",être en train de,,,,
"le matin de le huitième jour , Bazin , frais comme toujours et souriant selon son habitude , entrer dans le cabaret de Parpaillot , comme le quatre ami être en train de déjeuner , en dire , selon le convention arrêter :","On the morning of the eighth day, Bazin, fresh as ever, and smiling, according to custom, entered the cabaret of the Parpaillot as the four friends were sitting down to breakfast, saying, as had been agreed upon: ""Monsieur Aramis, the answer from your cousin.""","the morning of the eighth day, Bazin, fresh as always and smiling according to his habit, enter the cabaret of Parpaillot, like the four friend being lunching, say, according to the convention stop:",être en train de,,,,
"il être en train de parler littérature , et oublier bien vite le abbé Pirard et tout le affaire , pour discuter , avec le séminariste , le question de savoir si Horace être riche ou pauvre .","[Footnote: A poem by Delphine Gay] He was in the mood for literary conversation, and at once forgot the abbe Pirard and everything else, in discussing with the seminarist the important question, whether Horace had been rich or poor.","It is being speaking literature, and quickly forget Abbé Pirard and the whole business, to discuss, with the seminarian, the question of whether Horace be rich or poor.",être en train de,,,,
"Planchet , tout ébahi , être en train de le étriller , et avoir déjà finir avec deux de entre lui .","Planchet, all astonishment, was busy grooming them, and had already finished two.","Planchet, everything roughed up, being tweaking him, and having already ended up with two of him.",être en train de,,,,
"ne aller il pas dire que son trois mousquetaire damné , Athos , Porthos et Aramis et son cadet de Béarn , ne se être pas jeter comme un furieux sur le pauvre Bernajoux , et ne le avoir pas maltraiter un tel façon que il être probable que il être en train de trépasser à ce heure !","""Will you tell me that your three damned Musketeers, Athos, Porthos, and Aramis, and your youngster from Bearn, have not fallen, like so many furies, upon poor Bernajoux, and have not maltreated him in such a fashion that probably by this time he is dead?","Don't go and say that his three damned Musketeer, Athos, Porthos and Aramis and his youngest of Béarn, didn't throw himself like a furious one on poor Bernajoux, and didn't mistreat him in such a way that it's likely that he's tripping at this hour!",être en train de,,,,
"lorsque il être prendre , il être en train de faire le description et le croquis de le bataille .","When he was captured, he was in the act of making a description and sketch of the battle.","when it is taken, it is in the process of making the description and sketch of the battle.",être en train de,,,,
"« il être en train de dire à ce messieur , ajouter il , que il défendre à son mousquetaire de exposer son jour sans nécessité , car le brave gens être bien cher à le roi , et le roi savoir que son mousquetaire être le plus brave gens de le terre .","""I was about to say to these gentlemen,"" added he, ""that I forbid my Musketeers to expose their lives needlessly; for brave men are very dear to the king, and the king knows that his Musketeers are the bravest on the earth.","""he is saying to this maxler,"" he added, ""that he defends his Musketeer from exposing his day without necessity, for the brave people are dear to the king, and the king knows that his Musketeer is the bravest people on earth.",être en train de,,,,
"il entendre le bruit sourd que ça faire et il entendre passer quelque chose tout près de lui , mais quand il regarder , le italien être en train de se tâter le muscle à le milieu de le scène , mais quant à Bob , impossible de le apercevoir , pas plus que si il ne être jamais venir là .","I 'eard the thump of it, and I kind o' velt somethin' vistle past me, but ven I looked there vas the Eytalian a feelin' of 'is muscles in the middle o' the stage, and as to Bob, there vern't no sign' of 'im at all no more'n if 'e'd never been.""","He hears the deaf noise that it does and he hears passing something close to him, but when he looks, the Italian being groping his muscle in the middle of the scene, but as for Bob, impossible to see him, no more than if he never came there.",être en train de,,,,
"Fix avoir commencer par gagner quelque guinée , que il être en train de reperdre , mais il ne se montrer pas moins passionner que Mr. Fogg .","Fix had begun by winning several guineas, which he seemed likely to lose; but he showed himself a not less eager whist-player than Mr. Fogg.","Fix having to start by winning some guinea, that he's losing again, but he doesn't show less passion than Mr. Fogg.",être en train de,,,,
"il être en train de parler de son frère , Jem .","I was speaking of your brother, Jem.""","He's talking about his brother, Jem.",être en train de,,,,
"faufiler il jusque là et voir ce que il être en train de faire . mais pour le amour de le Ciel , que il ne savoir pas que il être sous surveillance ! »","Creep forward quietly and see what they are doing--but for heaven's sake don't let them know that they are watched!""","Sniff it so far and see what it is doing . but for the love of Heaven , that it does not know that it is under surveillance ! »",être en train de,,,,
Watson être en train de son demander un ordre .,"Watson was asking for orders.""",Watson being asking her for an order.,être en train de,,,,
"le imprévu de ce spectacle avoir rappeler sur son visage le couleur de le santé ; il être en train de se traiter par le étonnement et de opérer son guérison à le moyen de ce nouveau thérapeutique ; de ailleurs le vivacité de un air très dense se ranimer , en fournir plus de oxygène à son poumon .","The unforeseen nature of this spectacle brought back the colour to my cheeks. I was under a new course of treatment with the aid of astonishment, and my convalescence was promoted by this novel system of therapeutics; besides, the dense and breezy air invigorated me, supplying more oxygen to my lungs.","the unexpected of this spectacle to have reminded on his face the color of health; he is being treated by the astonishment and to perform his healing by means of this new therapeutic; moreover the liveliness of a very dense air revives, providing more oxygen to his lung.",être en train de,,,,
"ce être alors que George déclarer : « à son avis , il être en train de faire faux route .","George said: ""You know we are on a wrong track altogether.","while George declared: ""in his opinion, he is making a mistake.",être en train de,,,,
