source,references,hypothesis,contains_idioms,trans_error,human_error,ambiguous,error_type
सभी विद्यार्थी जी जान से जुटे हुए थे।,All students were enthusiastic.,All the students were busy with their lives.,जी जान से,,,,
"पश्चिम बंगाल के पुस्तकालय सेवा मंत्री ने आगे कहा, ‘हम लोग हिंसक प्रदर्शनों में यकीन नहीं करते हैं, लेकिन निश्चित रूप से हम लोग सीएए और राष्ट्रीय नागरिक पंजी (एनआरसी) का जी जान से विरोध करेंगे.","We dont believe in violent protests, but we will certainly oppose CAA and the National Register of Citizens ( NRC ) tooth and nail, he said.","The library minister of West Bengal went on to say that we don't believe in violent displays, but we're sure we're going to oppose CAS and National Citizen Records (RC).",जी जान से,,,,
अभिनेता शाहिद कपूर अपनी आने वाली फिल्म ‘पद्मावती’ के लिए पूरे जी जान से जुटे हैं।,Shahid Kapoor is all geared up for his upcoming film.,The actor is eager for his incoming movie to come to him.,जी जान से,,,,
कार्यकर्ताओं ने भी जी जान से मेहनत की है।,The workers have also made sincere efforts.,The workers too have worked hard.,जी जान से,,,,
कांग्रेस बीजेपी के अलावा अन्य क्षेत्रीय पार्टियां भी चुनावी रण जीतने के लिए जी जान से जुटी हैं.,"Besides the BJP and Congress, the other parties in the fray also held election meetings.","Other parts of the Congress, apart from Congress Boep, are also busy living lives to win the election battle.",जी जान से,,,,
सारी व्यवस्था ऐसे चरमरा गई है बुराईयां इतनी प्रवेश कर चुकी है अगर कोई ढीला ढाला इंसान होता तो शायद उसको देखते ही डर जाता लेकिन हम जरा अलग मिट्टी के बने हुए है चुनोतियो को चुनने की भी आदत है और चुनोतियो को चुनौती देने की भी आदत है और चुनोतियो को स्वीकार करते हुए रास्ते खोजते हुए मंजिल की ओर देश को ले जाने के लिए जी जान से जुटने का माजा भी रखते है अभी नितिन जी वर्णन कर रहे थे चंबल के उस ब्रिज का 2006 से 2017 तक11 साल और बजट कितना 300 करोड़ से भी कम।सरकार में फर्क क्या होता है?,"All the systems were left in such a broken shape, so many evils have penetrated them that if it was a faint hearted person then he would have lost his nerve but we are made of a different kind of material, we have a habit of picking up the challenges and we have a habit of challenging the challenges and we are capable of completely dedicating ourselves to take the country to its destination by accepting those challenges. As Nitin Ji was just talking about that bridge on Chambal.","The entire system has gone so far that evils are under way. If there were a loose man, he would probably have been afraid of it. But we have a different sort of clay that is also a custom to choose, and we have the habit of challenging the natives to challenge them, and we have been trying to find the country, who are still struggling with life's journey to the base of the country.",जी जान से,,,,
इससे पहले यूपी के रायबरेली की सदर सीट से कांग्रेस विधायक अदिति सिंह के साथ पिछले दिनों राहुल गांधी की तस्वीरों को सोशल मीडिया पर वायरल किया जा रहा था। कहा गया था कि राहुल और अदिति जल्द शादी कर सकते हैं। बाद में अदिति ने सफाई दी और इसे कर्नाटक चुनाव का प्रोपेगेंडा बताया। उनका कहना था कि राहुल की उनसे शादी की अफवाह फैलाकर कर्नाटक चुनाव में जी जान से जुटे कांग्रेसियों को तोडऩे की साजिश रची जा रही है।,"Ahead of Karnataka Assembly polls, a few pictures of Congress MLA Aditi Singh with Rahul Gandhi were doing rounds in the social media claiming that their marriage will be solemnised soon.",It was said last day that Rahul and Adrissa could get married soon.,जी जान से,,,,
हमारे सैनिक सीमा पर जी जान से डटे हैं।,Our soldiers are posted on borders.,Our soldiers are alive at the border.,जी जान से,,,,
"इस फिल्म में ह्रितिक और ऐश्वर्या राय ने टाइटल रोल्स निभाए। ‘खेलें हम जी जान से’ के ज़रिये आशुतोष ने एक बार फिर ब्रिटिश काल की सैर की। फिल्म में अभिषेक बच्चन और दीपिका पादुकोणे ने लीड रोल्स निभाए। पर ‘मोहनजो-दड़ो’ के साथ आशू इतिहास में इतना पीछे चले गए हैं, जितना कोई फिल्ममेकर नहीं गया। इसीलिए इस फिल्म का बेसब्री से इंतज़ार रहेगा।","In this Ashutosh Gowarikar film, Hrithik Roshan and Aishwarya Rai Bachchan played the titular roles.","In this film, H'Clintock and Strong's line of opinion has given us a chance to go back to the British Museum once again with his life.",जी जान से,,,,
"फिलहाल, कंगना ‘मणिकर्णिका’ की शूटिंग में जी जान से जुटी हैं जिसमें वो रानी लक्ष्मीबाई का किरदार बड़े पर्दे पर जीवंत करने वाली हैं।","On the work front, Kangana Ranaut is currently busy shooting for period drama 'Manikarnika: The Queen of Jhansi', in which she is essaying the role of Rani Lakshmibai.","At present, the capital is busy with life in shooting on the queen's queen the queen's queen, who is coming to life on a large screen.",जी जान से,,,,
राजकुमार हिरानी इन दिनों अपनी फिल्म संजू के प्रमोशन में काफी जी जान से जुटे हैं।,"Rajkumar Hirani is busy with the promotions of his Sanjay Dutt biopic, Sanju.",Prince Rahaani is engaged in the promotion of his film sujuy these days.,जी जान से,,,,
एनडीआरएफ और सेना के जवान राहत और बचाव कार्य में जी जान से जुट गए हैं।,"IAF, NDRF jawans engaged in rescue effort along with Gujarat Police.",Young men from NDRF and army are busy in relief and rescue work.,जी जान से,,,,
इन दिनों जाह्नवी कपूर और ईशान खट्टर अपनी आने वाली फिल्म धड़क के प्रमोशन में जी जान से लगे हुए हैं। देश के कई हिस्सों में प्रमोशनल इवेंट कर चुके इन सेलेब्स किड्स को हाल में ही मुंबई के एक रेडियो स्टेशन के बाहर स्पॉट किया गया। देखिए ये खास तस्वीरें-,Janhvi Kapoor and Ishaan Khatter are currently busy promoting their upcoming film Dhadak.,"In these days, Jain Nevin Kashan and Eshan Wenur are living in the building of their incoming film. In many parts of the country, Lebs have recently been exposed to outside a radio station in Mumbai.",जी जान से,,,,
वह जोरशोर से विरोध करता हे और छूटने के लिए जी जान से संघर्ष करता हे लेकिन अंत में मादा की श्रेष्ठ शक्ति के सामने हार मान लेता है।,"She remains in the nest till the young larva hatches. protests vigorously and struggles frantically to break loose, but in the end submits to her superior strength.","He contends with patient patient and dying for the life he has to struggle for and get out, but eventually the female's superior power is defeated.",जी जान से,,,,
हादसे वाली जगह पर पहुची एनडीआरएफ की टीम खदान में फंसे लोगों को बाहर निकालने के लिए जी जान से जुट गयी है.,NDRF team has reached the spot to rescue people from the debris.,The ADRF team on the disaster site is busy trying to drive out people who are caught in mine.,जी जान से,,,,
इस लक्ष्य प्राप्ति के लिए वह जी जान से मेहनत कर रही हैं।,He is striving hard to accomplish his goal.,She's working hard to get this target.,जी जान से,,,,
भोजपुरी सिनेमा के सुपरस्टार और आजमगढ़ के बीजेपी प्रत्याशी दिनेश लाल यादव ‘निरहुआ’ इन दिनों जी जान से चुनाव प्रचार में जुटे हुए है।,Bhojpuri actor and singer Dinesh Lal Yadav Nirahua is the BJP candidate from Azamgarh.,The supersupers and the bulging blobs of today's entertainment theater are busy in the election campaign with life in these days.,जी जान से,,,,
"छठी मइया के आशीर्वाद से हम बिहार के शहरी और ग्रामीण इलाकों को गंदे जल, बीमारी बढ़ाने वाले जल से मुक्ति दिलाने के लिए जी जान से काम करते रहेंगे।","With the blessings of Chhati Maiyya, we will continue to work hard to liberate the urban and rural areas of Bihar from polluted water.","With the sixth month's blessing, we'll be alive to deliver the urban city and rural areas of Beira, from the water that produces disease.",जी जान से,,,,
श्रध्दा कपूर और शाहिद कपूर अपनी फिल्म के प्रमोशन में जी जान से जुटे हुए हैं।,Bollywood's brand new onscreen pair Shraddha Kapoor and Shahid Kapoor are busy promoting their much-awaited film 'Haider'.,Zashdad Adder with his hands in the preparation of his film.,जी जान से,,,,
इन दिनों सलमान खान और कैटरीना कैफ अपनी आने वाली फिल्म ‘टाइगर ज़िंदा है’ के प्रमोशन में जी जान से जुटे हुए हैं ऐसे में ये दोनों सितारे जगह-जगह जाकर अपनी फिल्म का प्रमोशन कर रहे हैं.,Salman Khan and Katrina Kaif are currently busy promoting their upcoming release Tiger Zinda Hai.,"In these days Kammanman Khan and Cathara Kruqi's film is still alive, and these two stars are moving to a place to build their film.",जी जान से,,,,
"इस अवसर पर राष्ट्रपति ने सरकार, उद्योग और अकादमियों के सक्रिय सहयोग और भागीदारी से कैंसर के विरुद्ध जी जान से आक्रमण की तैयारी और पूरी जीत हासिल की मांग की।","Speaking on the occasion, the President called for an all out offensive against cancer and achieve a decisive victory through active collaboration and participation of Government, industry and academia.","On this occasion the president asked for a complete victory against the active cooperation and partnership of government, industry, and interests against cancer.",जी जान से,,,,
इसको हम जी जान से लड़ेंगे।,We will fight for this.,We will fight it with our lives.,जी जान से,,,,
भ्रष्टाचार के खिलाफ लड़ाई जी जान से लड़ी जा रही है.,The battle against corruption is on.,Fight against corruption is fought by lives.,जी जान से,,,,
यह बहुत बड़ा चैलेंज है और सभी लोग जी जान से जुटे हुए हैं.,It is a great challenge and everyone is up for it.,"It's a big check, and everyone's getting on with his life.",जी जान से,,,,
दीपिका पादुकोण ने अमिताभ बच्चन के साथ 'पीकू' और अभिषेक के साथ फिल्म 'खेलें हम जी जान से' में ऑन स्क्रीन धमाल मचाया था.,Amitabh Bachchan also starred in the film Piku alongside Deepika Padukone.,We're going to have a screen-screen game with Apkulu' and an anointed play with the Apothenychan.,जी जान से,,,,
कोडन ने बोक्का को बुलाकर मोज़ के बारे में सारी बातें बतायीं और कहा कि मोज़ को यहां के लोग जी जान से चाहते हैं।,"The hunters rushed to the spot and stared down, expecting to see their trophy go crashing from rock to rock, to the valley far below.",Koln called Nkkaka to tell us all about Moz and said that Moz's people wanted to live here.,जी जान से,,,,
अब जब आम जन जीवन पटरी पर लौटने लगा है ट्राइफेड के लोग जनजातीय लोगों को मुख्‍यधारा में लाने के लिए जी जान से प्रयास कर रहे हैं।,"As people try to pick up their lives and livelihoods, the team of TRIFED warriors is continuing to forge ahead in its endeavour to bring the tribal people towards mainstream development.","Now that the common people have begun returning to life's track, the Triads are striving to bring the population into the mainstream.",जी जान से,,,,
सलमान खान और कैटरीना कैफ इन दिनों अपनी अगली फिल्म ‘भारत’ के प्रमोशन में जी जान से जुटे हुए हैं.,Salman Khan and Katrina Kaif are busy with the promotion of their upcoming film Bharat.,"Salman Khan and Catarina Carf in these days, the next movie is busy with life in the promotion of Maldivianism.",जी जान से,,,,
ऐसे में इस बार बीजेपी ओखला सीट पर जीत हासिल करने के लिए जी जान से जुटी हुई है।,"This time, the BJP is hell bent on winning the election.","In this case, the bar is busy trying to win the brep Obla seat.",जी जान से,,,,
"वरूण धवन और अनुष्का शर्मा की फिल्म सुई-धागा बहुत जल्द रिलीज होने वाली हैं। वरुण और अनुष्का इन दिनों जी जान से फिल्म के प्रमोशन में बिजी हैं। हाल ही में वरूण धवन अमिताभ बच्चन के क्विज शो कौन बनेगा करोड़पति के सेट पर फिल्म प्रमोशन के लिए पहुंचे। इस दौरान वरुण को सूट- बूट में देखा गया। वरुण ने अपने इंस्टाग्राम पर खुद ये लुक शेयर किया हैं। वैसे तो वरुण अपने कैजुअल लुक में ही फिल्म का प्रमोशन करते हैं, लेकिन अमिताभ बच्चन से मिलने के लिए उन्होंने खासतौर पर सूट पहना हुआ था। हालांकि, अभी तक अनुष्का के लुक का खुलासा नहीं हो सका कि वो किस ड्रेस में यहां पहुंचेगीं।",Sui Dhaaga stars Varun Dhawan and Anushka Sharma were recently on Indian Idol promoting their movie.,I'm going to get rid of this film as soon as I get rid of a film in these days.,जी जान से,,,,
हम इसका जी जान से विरोध करेंगे।,We will oppose it.,We will resist his life.,जी जान से,,,,
छत्तीसगढ़ के पूर्व मुख्यमंत्री अजीत जोगी ने कहा है कि वो कांग्रेस के खिलाफ जी जान से लड़ेंगे लेकिन गांधी परिवार के खिलाफ एक शब्द नहीं कहेंगे. जोगी का कहना है कि कांग्रेस पार्टी में रहते हुए गांधी परिवार से उनके बहुत ही अच्छे रहे. जोगी ने कहा कि छत्तीसगढ़ में अगले महीने होने वाले चुनाव में मुकाबला बीजेपी और उनकी पार्टी जनता कांग्रेस छत्तीसगढ़ और बहुजन समाजवादी पार्टी के गठबंधन के बीच होगी.,"Former Chhattisgarh chief minister Ajit Jogi has said though he will fight the Congress tooth and nail in the upcoming state Assembly polls, he will not speak against the Gandhi family, with whom he shared warm relations during his long tenure in the grand old party.",They're saying they will fight against Congress but not a word against Gandhi's family. That's said to be very good from their family living at the Congress Party.,जी जान से,,,,
"ऐसे महत्‍वपूर्ण मौके पर जब रेलवे की छवि से जुड़े गंभीर मुद्दे हमारे सामने खड़े हैं, मैं अपने सभी सहयोगी रेलवे कर्मियों से उम्‍मीद करता हूं कि इस धारणा को सही तरीके से शामिल करने के लिए जी जान से सहयोग करेंगे तथा हम भारतीय रेलवे के पुराने गौरव को हासिल करने और उसे दोबारा स्‍थापित करने में सक्षम होंगे।","At this critical juncture when we are facing a serious issue with the image perception of the railways, I expect all my fellow Railwaymen to pitch in wholeheartedly to set this perception right","On such a positive occasion when the serious points related to the railway image are presented before us, I am ashamed of all my auxiliary railway workers that we will cooperate wholeheartedly to include this notion properly and we will be able to achieve and rebuild the old pride of the Indian railway.",जी जान से,,,,
फिर भी 28 वर्षीय बिलावल पार्टी में नई जान फूंकने की जी जान से कोशिश कर रहे हैं.,And yet the 28-year-old scion is trying his best to revive the party.,"Still, at 28-year-old constituent party, they're trying to kill new lives.",जी जान से,,,,
हरियाणा के मुख्यमंत्री भूपेंद्र सिंह हुड्डा भी पुत्र दीपेंद्र सिंह हुड्डा के लिए जी जान से लगे थे।,This pertains to Haryana Chief Minister Bhupinder Singh Hoodas son Deependra Hooda.,"The chief lion of Harays, Hushnas, also the son-in-law lion, was alive.",जी जान से,,,,
"परिवार के सदस्य उनकी तलाश में जी जान से जुटे थे, लेकिन उनका कहीं पता नहीं चल पाया।",His family members searched everywhere but could not found him.,"The family members were busy searching for him, but they couldn't find out where he was.",जी जान से,,,,
ऐ ईमानवालों मज़बूती के साथ इन्साफ़ पर क़ायम रहो और ख़ुदा के लये गवाही दो अगरचे (ये गवाही) ख़ुद तुम्हारे या तुम्हारे मॉ बाप या क़राबतदारों के लिए खिलाफ़ (ही क्यो) न हो ख्वाह मालदार हो या मोहताज (क्योंकि) ख़ुदा तो (तुम्हारी बनिस्बत) उनपर ज्यादा मेहरबान है तो तुम (हक़ से) कतराने में ख्वाहिशे नफ़सियानी की पैरवी न करो और अगर घुमा फिरा के गवाही दोगे या बिल्कुल इन्कार करोगे तो (याद रहे जैसी करनी वैसी भरनी क्योंकि) जो कुछ तुम करते हो ख़ुद उससे ख़ूब वाक़िफ़ है,"O you who believe, be custodians of justice (and) witnesses for God, even though against yourselves or your parents or your relatives. Whether a man be rich or poor, God is his greater well-wisher than you. So follow not the behests of lust lest you swerve from justice. and if you prevaricate or avoid (giving evidence), God is cognisant of all that you do.","O ye who believe! Be ye maintainers of justice, witnesses for Allah, even though it be against yourselves, or your parents, or your kindred, whether he be rich or poor, Allah is nearer to both. So follow not desires, lest ye swerve. And if ye distort (the testimony) or turn away, lo! Allah is ever Informed of what ye do.",जैसी करनी वैसी भरनी,,,,
ऐ ईमानवालों मज़बूती के साथ इन्साफ़ पर क़ायम रहो और ख़ुदा के लये गवाही दो अगरचे (ये गवाही) ख़ुद तुम्हारे या तुम्हारे मॉ बाप या क़राबतदारों के लिए खिलाफ़ (ही क्यो) न हो ख्वाह मालदार हो या मोहताज (क्योंकि) ख़ुदा तो (तुम्हारी बनिस्बत) उनपर ज्यादा मेहरबान है तो तुम (हक़ से) कतराने में ख्वाहिशे नफ़सियानी की पैरवी न करो और अगर घुमा फिरा के गवाही दोगे या बिल्कुल इन्कार करोगे तो (याद रहे जैसी करनी वैसी भरनी क्योंकि) जो कुछ तुम करते हो ख़ुद उससे ख़ूब वाक़िफ़ है,"O People who Believe! Be firm in establishing justice, giving witness for Allah, even if it is harmful to yourselves or parents or relatives. whether the one you testify against is wealthy or poor, for in any case Allah has the greater right over it. then do not follow your wishes for you may stray from the truth. and if you distort testimony or turn away, then Allah is Well Aware of your deeds.","O ye who believe! Be ye maintainers of justice, witnesses for Allah, even though it be against yourselves, or your parents, or your kindred, whether he be rich or poor, Allah is nearer to both. So follow not desires, lest ye swerve. And if ye distort (the testimony) or turn away, lo! Allah is ever Informed of what ye do.",जैसी करनी वैसी भरनी,,,,
ऐ ईमानवालों मज़बूती के साथ इन्साफ़ पर क़ायम रहो और ख़ुदा के लये गवाही दो अगरचे (ये गवाही) ख़ुद तुम्हारे या तुम्हारे मॉ बाप या क़राबतदारों के लिए खिलाफ़ (ही क्यो) न हो ख्वाह मालदार हो या मोहताज (क्योंकि) ख़ुदा तो (तुम्हारी बनिस्बत) उनपर ज्यादा मेहरबान है तो तुम (हक़ से) कतराने में ख्वाहिशे नफ़सियानी की पैरवी न करो और अगर घुमा फिरा के गवाही दोगे या बिल्कुल इन्कार करोगे तो (याद रहे जैसी करनी वैसी भरनी क्योंकि) जो कुछ तुम करते हो ख़ुद उससे ख़ूब वाक़िफ़ है,"O believers, be you securers of justice, witnesses for God, even though it be against yourselves, or your parents and kinsmen, whether the man be rich or poor. God stands closest to either. Then follow not caprice, so as to swerve. for if you twist or turn, God is aware of the things you do.","O ye who believe! Be ye maintainers of justice, witnesses for Allah, even though it be against yourselves, or your parents, or your kindred, whether he be rich or poor, Allah is nearer to both. So follow not desires, lest ye swerve. And if ye distort (the testimony) or turn away, lo! Allah is ever Informed of what ye do.",जैसी करनी वैसी भरनी,,,,
ऐ ईमानवालों मज़बूती के साथ इन्साफ़ पर क़ायम रहो और ख़ुदा के लये गवाही दो अगरचे (ये गवाही) ख़ुद तुम्हारे या तुम्हारे मॉ बाप या क़राबतदारों के लिए खिलाफ़ (ही क्यो) न हो ख्वाह मालदार हो या मोहताज (क्योंकि) ख़ुदा तो (तुम्हारी बनिस्बत) उनपर ज्यादा मेहरबान है तो तुम (हक़ से) कतराने में ख्वाहिशे नफ़सियानी की पैरवी न करो और अगर घुमा फिरा के गवाही दोगे या बिल्कुल इन्कार करोगे तो (याद रहे जैसी करनी वैसी भरनी क्योंकि) जो कुछ तुम करते हो ख़ुद उससे ख़ूब वाक़िफ़ है,"Believers, be strict in upholding justice and bear witness for the sake of God, even though it be against yourselves, your parents, or your kindred. Be they rich or poor, God knows better about them both. Do not, then, follow your own desires, lest you swerve from justice. If you conceal the truth or evade it, then remember that God is well aware of all that you do.","O ye who believe! Be ye maintainers of justice, witnesses for Allah, even though it be against yourselves, or your parents, or your kindred, whether he be rich or poor, Allah is nearer to both. So follow not desires, lest ye swerve. And if ye distort (the testimony) or turn away, lo! Allah is ever Informed of what ye do.",जैसी करनी वैसी भरनी,,,,
ऐ ईमानवालों मज़बूती के साथ इन्साफ़ पर क़ायम रहो और ख़ुदा के लये गवाही दो अगरचे (ये गवाही) ख़ुद तुम्हारे या तुम्हारे मॉ बाप या क़राबतदारों के लिए खिलाफ़ (ही क्यो) न हो ख्वाह मालदार हो या मोहताज (क्योंकि) ख़ुदा तो (तुम्हारी बनिस्बत) उनपर ज्यादा मेहरबान है तो तुम (हक़ से) कतराने में ख्वाहिशे नफ़सियानी की पैरवी न करो और अगर घुमा फिरा के गवाही दोगे या बिल्कुल इन्कार करोगे तो (याद रहे जैसी करनी वैसी भरनी क्योंकि) जो कुछ तुम करते हो ख़ुद उससे ख़ूब वाक़िफ़ है,"O you who have believed, be persistently standing firm in justice, witnesses for Allah, even if it be against yourselves or parents and relatives. Whether one is rich or poor, Allah is more worthy of both. So follow not [personal] inclination, lest you not be just. And if you distort [your testimony] or refuse [to give it], then indeed Allah is ever, with what you do, Acquainted.","O ye who believe! Be ye maintainers of justice, witnesses for Allah, even though it be against yourselves, or your parents, or your kindred, whether he be rich or poor, Allah is nearer to both. So follow not desires, lest ye swerve. And if ye distort (the testimony) or turn away, lo! Allah is ever Informed of what ye do.",जैसी करनी वैसी भरनी,,,,
ऐ ईमानवालों मज़बूती के साथ इन्साफ़ पर क़ायम रहो और ख़ुदा के लये गवाही दो अगरचे (ये गवाही) ख़ुद तुम्हारे या तुम्हारे मॉ बाप या क़राबतदारों के लिए खिलाफ़ (ही क्यो) न हो ख्वाह मालदार हो या मोहताज (क्योंकि) ख़ुदा तो (तुम्हारी बनिस्बत) उनपर ज्यादा मेहरबान है तो तुम (हक़ से) कतराने में ख्वाहिशे नफ़सियानी की पैरवी न करो और अगर घुमा फिरा के गवाही दोगे या बिल्कुल इन्कार करोगे तो (याद रहे जैसी करनी वैसी भरनी क्योंकि) जो कुछ तुम करते हो ख़ुद उससे ख़ूब वाक़िफ़ है,"O you who believe! Stand out firmly for justice, as witnesses to Allah, even though it be against yourselves, or your parents, or your kin, be he rich or poor, Allah is a Better Protector to both (than you). So follow not the lusts (of your hearts), lest you may avoid justice, and if you distort your witness or refuse to give it, verily, Allah is Ever Well-Acquainted with what you do.","O ye who believe! Be ye maintainers of justice, witnesses for Allah, even though it be against yourselves, or your parents, or your kindred, whether he be rich or poor, Allah is nearer to both. So follow not desires, lest ye swerve. And if ye distort (the testimony) or turn away, lo! Allah is ever Informed of what ye do.",जैसी करनी वैसी भरनी,,,,
बीजेपी प्रवक्ता डॉ चंद्रमोहन बोले- जैसी करनी वैसी भरनी,State Spokesperson of the BJP Dr.Chandra Mohan said in...,Berpprout Dr. Moono-like to-do,जैसी करनी वैसी भरनी,,,,
ऐ ईमानवालों मज़बूती के साथ इन्साफ़ पर क़ायम रहो और ख़ुदा के लये गवाही दो अगरचे (ये गवाही) ख़ुद तुम्हारे या तुम्हारे मॉ बाप या क़राबतदारों के लिए खिलाफ़ (ही क्यो) न हो ख्वाह मालदार हो या मोहताज (क्योंकि) ख़ुदा तो (तुम्हारी बनिस्बत) उनपर ज्यादा मेहरबान है तो तुम (हक़ से) कतराने में ख्वाहिशे नफ़सियानी की पैरवी न करो और अगर घुमा फिरा के गवाही दोगे या बिल्कुल इन्कार करोगे तो (याद रहे जैसी करनी वैसी भरनी क्योंकि) जो कुछ तुम करते हो ख़ुद उससे ख़ूब वाक़िफ़ है,"Believers! Be upholders of justice, and bearers of witness to truth for the sake of Allah, even though it may either be against yourselves or against your parents and kinsmen, or the rich or the poor: for Allah is more concerned with their well - being than you are. Do not, then, follow your own desires lest you keep away from justice. If you twist or turn away from (the truth), know that Allah is well aware of all that you do.","O ye who believe! Be ye maintainers of justice, witnesses for Allah, even though it be against yourselves, or your parents, or your kindred, whether he be rich or poor, Allah is nearer to both. So follow not desires, lest ye swerve. And if ye distort (the testimony) or turn away, lo! Allah is ever Informed of what ye do.",जैसी करनी वैसी भरनी,,,,
ऐ ईमानवालों मज़बूती के साथ इन्साफ़ पर क़ायम रहो और ख़ुदा के लये गवाही दो अगरचे (ये गवाही) ख़ुद तुम्हारे या तुम्हारे मॉ बाप या क़राबतदारों के लिए खिलाफ़ (ही क्यो) न हो ख्वाह मालदार हो या मोहताज (क्योंकि) ख़ुदा तो (तुम्हारी बनिस्बत) उनपर ज्यादा मेहरबान है तो तुम (हक़ से) कतराने में ख्वाहिशे नफ़सियानी की पैरवी न करो और अगर घुमा फिरा के गवाही दोगे या बिल्कुल इन्कार करोगे तो (याद रहे जैसी करनी वैसी भरनी क्योंकि) जो कुछ तुम करते हो ख़ुद उससे ख़ूब वाक़िफ़ है,"O ye who believe! stand out firmly for justice, as witnesses to Allah, even as against yourselves, or your parents, or your kin, and whether it be (against) rich or poor: for Allah can best protect both. Follow not the lusts (of your hearts), lest ye swerve, and if ye distort (justice) or decline to do justice, verily Allah is well - acquainted with all that ye do.","O ye who believe! Be ye maintainers of justice, witnesses for Allah, even though it be against yourselves, or your parents, or your kindred, whether he be rich or poor, Allah is nearer to both. So follow not desires, lest ye swerve. And if ye distort (the testimony) or turn away, lo! Allah is ever Informed of what ye do.",जैसी करनी वैसी भरनी,,,,
ऐ ईमानवालों मज़बूती के साथ इन्साफ़ पर क़ायम रहो और ख़ुदा के लये गवाही दो अगरचे (ये गवाही) ख़ुद तुम्हारे या तुम्हारे मॉ बाप या क़राबतदारों के लिए खिलाफ़ (ही क्यो) न हो ख्वाह मालदार हो या मोहताज (क्योंकि) ख़ुदा तो (तुम्हारी बनिस्बत) उनपर ज्यादा मेहरबान है तो तुम (हक़ से) कतराने में ख्वाहिशे नफ़सियानी की पैरवी न करो और अगर घुमा फिरा के गवाही दोगे या बिल्कुल इन्कार करोगे तो (याद रहे जैसी करनी वैसी भरनी क्योंकि) जो कुछ तुम करते हो ख़ुद उससे ख़ूब वाक़िफ़ है,"Believers, be maintainers of justice and witnesses for Allah, even though it is against yourselves, your parents, or your kinsmen, whether he is rich or poor, Allah has more rights over both of them. So do not follow desires, so that you are (not) just. If you twist or turn, Allah is Aware of what you do.","O ye who believe! Be ye maintainers of justice, witnesses for Allah, even though it be against yourselves, or your parents, or your kindred, whether he be rich or poor, Allah is nearer to both. So follow not desires, lest ye swerve. And if ye distort (the testimony) or turn away, lo! Allah is ever Informed of what ye do.",जैसी करनी वैसी भरनी,,,,
ऐ ईमानवालों मज़बूती के साथ इन्साफ़ पर क़ायम रहो और ख़ुदा के लये गवाही दो अगरचे (ये गवाही) ख़ुद तुम्हारे या तुम्हारे मॉ बाप या क़राबतदारों के लिए खिलाफ़ (ही क्यो) न हो ख्वाह मालदार हो या मोहताज (क्योंकि) ख़ुदा तो (तुम्हारी बनिस्बत) उनपर ज्यादा मेहरबान है तो तुम (हक़ से) कतराने में ख्वाहिशे नफ़सियानी की पैरवी न करो और अगर घुमा फिरा के गवाही दोगे या बिल्कुल इन्कार करोगे तो (याद रहे जैसी करनी वैसी भरनी क्योंकि) जो कुछ तुम करते हो ख़ुद उससे ख़ूब वाक़िफ़ है,"Believers, be strict in upholding justice and bear witness for the sake of God, even though it be against yourselves, your parents, or your kindred. Be they rich or poor, God knows better about them both. Do not, then, follow your own desires, lest you swerve from justice. If you conceal the truth or evade it, then remember that God is well aware of all that you do.","O ye who believe! Be ye maintainers of justice, witnesses for Allah, even though it be against yourselves, or your parents, or your kindred, whether he be rich or poor, Allah is nearer to both. So follow not desires, lest ye swerve. And if ye distort (the testimony) or turn away, lo! Allah is ever Informed of what ye do.",जैसी करनी वैसी भरनी,,,,
ऐ ईमानवालों मज़बूती के साथ इन्साफ़ पर क़ायम रहो और ख़ुदा के लये गवाही दो अगरचे (ये गवाही) ख़ुद तुम्हारे या तुम्हारे मॉ बाप या क़राबतदारों के लिए खिलाफ़ (ही क्यो) न हो ख्वाह मालदार हो या मोहताज (क्योंकि) ख़ुदा तो (तुम्हारी बनिस्बत) उनपर ज्यादा मेहरबान है तो तुम (हक़ से) कतराने में ख्वाहिशे नफ़सियानी की पैरवी न करो और अगर घुमा फिरा के गवाही दोगे या बिल्कुल इन्कार करोगे तो (याद रहे जैसी करनी वैसी भरनी क्योंकि) जो कुछ तुम करते हो ख़ुद उससे ख़ूब वाक़िफ़ है,"O you who believe, be custodians of justice (and) witnesses for God, even though against yourselves or your parents or your relatives. Whether a man be rich or poor, God is his greater well - wisher than you. So follow not the behests of lust lest you swerve from justice. and if you prevaricate or avoid (giving evidence), God is cognisant of all that you do.","O ye who believe! Be ye maintainers of justice, witnesses for Allah, even though it be against yourselves, or your parents, or your kindred, whether he be rich or poor, Allah is nearer to both. So follow not desires, lest ye swerve. And if ye distort (the testimony) or turn away, lo! Allah is ever Informed of what ye do.",जैसी करनी वैसी भरनी,,,,
