sent,reference,translation
みんな口を揃えて 褒めてるよ 君とサシャをね,"I know people are saying things -- nice things about you and Sasha, hmm?",Everybody's got a lot to say about you and Sasha.
みんな あいつの名前 聞いたら 固く口を閉ざしおる,they all clam up.,"Everybody, when I heard his name, he kept his mouth shut."
じゃ なぜ ヨルムンガンドが言っただけで みんな口を閉ざしてしまうんだ?,"Why would they just fall silent just because ""Jormungandr"" says to?",Then why is it that all of you are shutting down just because of what Joffrey said?
いや 口を閉ざしたままだ,-...out of him? - No. He wouldn't spill the beans.,"No, keep your mouth shut."
偉そうに口を開くな,"Shut up,shopkeeper. Be still.",Don't talk to me like that.
また口を開いたら もっとひどい状態にしてやる,"Sherlock, one more word and you will not need morphine.","If you open your mouth again, I'll make it worse."
パイセルは口数が多いな,Pycelle talks too much.,Pycelle talks a lot.
あんたは 口数が多くて言う事がでかいね,"You've got a big mouth, girl, and too many teeth.",You have a lot to say.
抗争の口火を切ることになるかもしれない,"Pardillo quick, this might just be the first shot fired.",It might be the end of the war.
私が口火を切る前に 立ち寄って会おうと思いました,I just thought I'd stop by and see him before I get the ball rolling.,I thought I'd stop by before I cut the blame.
ジョンが彼女の口火を切った,"Well, John always could push her buttons.",John cut her mouth.
親しげな話の口車に乗せて 小僧をたぶらかす,"With fawning flattery I must win the trust of the foolish, obstinate boy.",Putting a kid on a chest full of friendly stories.
結局は口車に乗せられた 児童サービスについて,I sweet-talked this from a guy in child services.,"In the end, it's about child services."
台風の目 中心は安全だ,"In a hurricane, the center is said to be the safest spot.","Eye of the eye, the center of the center is safe."
これが台風の目だ,This is it. This is the eye of the storm.,These are the eyes of the world.
新人ながらファッション業界の 台風の目となり 旋風を巻き起こし 日々 進化を遂げています,"The rookie sensation who has burned his way into the eye sockets of the fashion world, and left them clawing their faces for more.","You're new to the fashion industry, and you're making a whirlwind, and you're evolving every day."
オズへの魔法の入口がある 竜巻 台風の目 渦 でもこの鍵はどんなドアも オズへの入り口にする,"There are magical ways into Oz -- tornado, eye of a hurricane, whirlpool -- but this key will turn any locked door into a portal to Oz.","There's a magical entrance to Oz-- a tornado, eye of the eye, but this key will open any door to Oz."
- 右から左へ流した?,- I had to ask you everything that I do? No....,- From the right to the left?
大間違いだった 合わす顔がなかったんだ,It's the biggest mistake I ever made. I just... I couldn't face you after that.,It was a big mistake. I didn't have the right face.
2度と合わす顔がない,I can never show my face again.,I don't think I'll ever see you again.
プロのアスリートの名が泣くよ,"Certainly screams out ""professional athlete"".",The name of a professional athlete is going to cry.
退屈してるかと 思ったのよ... こんな名もない場所の 主婦なんかが相手じゃ,"No, just maybe it's a little dull for you... sitting here telling this to some housewife in the middle of nowhere.",I thought you might be bored... with a housewife with no name.
名も無い所から出てきた若い女性は 成功しようと必死になるものだ,"A girl from nowhere will desperate to make it big,","A young woman comes out of nowhere, desperate to succeed."
ここは貴女の家です 名もない場所じゃない,This is your home. This isn't nowhere.,"This is your home, not yours."
ジャーナリストとして 名を上げようとするかぎり,"""just so long as you can make a name for yourself ""as an investigatory journalist,","Aside from trying to make a name as a journalist,"
こんな事になるなんて思わなかったわ 私はいつも自分の名を 上げることに終始してたから 今回も自分が何とかしなきゃって,"It's something I never thought would happen to me because I've been so busy making a name for myself, and now I'm this close to making captain.","I didn't expect this to happen because I've always been so tired of saying my own name, and this time, I had to do something about it."
- 俺は名を成したい,- I want my 15 seconds of fame.,- I want to make a name.
だた君の立場は違う 名を成すチャンスだ,"You, on the other hand, have a chance to make a name for yourself.",You're in a different position. It's your chance to make a name.
アンソニー・アマド 名を成す為に容赦ない,RICHIE: Anthony Amado had a major hard-on to make a name for himself.,"Anthony Amado, relentless to make a name."
「コミュニケーション連鎖に あなたの本名を残さない様に」,"""so we don't have a clear record of your true name in our final communication chain.",Please don't leave your real name in the communications chain.
"""レンジャー""の名を残す 小さな証だ。",Somebody named Ranger might need a little proof.,It's a small sign that leaves a Ranger's name.
歴史に名を残すような偉大な 人物になれば、永遠に保存しますよ,Of course. Just be a historical document worthy of storing for all eternity.,"If he becomes the greatest man in history, he'll save it forever."
神の名を汚したのよ 鍵を渡すなら,On the name of the lord himself.,"You've failed the gods. If you give me the key,"
FBIの名を汚さなければ、 麻薬を使わなければ 昇進は当たり前だ。,"When you're neither a disgrace to the Bureau nor a drug addict, good things can happen.","If you don't disgrace the FBI, if you don't use drugs, you'll get a promotion."
それで名を汚すことに,You decided to ruin it.,That's what's making you disgraced.
シーザーの誘いに答えて- ローマの歴史に名を留める- 無敗のチャンピオン,Caesar is pleased to bring you... the only undefeated champion... in Roman history:,"And in answer to Caesar's invitation, he'll be remembered as the undefeated champion of Rome's history."
聞いたぞ! 我が息子の一人が ペルシャの勇者に名を連ねたそうだな,I'm told that another of my sons has joined the rank of great Persian Warrior.,I heard that one of my sons has taken his name to the Persian heroes.
おまけに投資先も 探しとる 新規事業の出資者に 名を連ねたいと,He has some venture capital that's burning a hole in his pocket... he says he might be willing to invest some start-up cash in a fleet of limos.,He's also looking for investors who might want to take his name to a new investment.
惜しむらくは 2年前に 名を馳せた探偵にとって 遅すぎたということです,"'Sadly, all this comes too late for the detective, 'who became something of a celebrity two years ago.'","At best, it was too late for the detective who put his name up two years ago."
オセアニアの海で 勇気と力と青春が 残虐に名を馳せた 蛮族の犠牲になった,"On the oceans of Australasia, courage, strength and youth are sacrificed, sacrificed to barbarians whose only honour is atrocity.","In the oceans of oceans, the bravery, strength, and strength were the sacrifices of those savages who were brutally murdered."
"今後は 名を馳せることだろう ""ダース・ヴェイダー""として",Henceforth you shall be known as... Darth... Vader.,"From now on, you'll be known as Darth Vader."
"あなたが言う "" 変化 "" に期待し、オレは名乗りを上げました。",I volunteered because you said things would change.,I looked forward to a change you say.
ニキ・ラウダが再び 表舞台へ戻ってきました 世界チャンピオン争いに 名乗りを上げます,Niki Lauda is a major step closer to retaining the World Championship.,Niki Lauda has returned to the field and is about to return to the fight for world championships.
完成したら私が実験台に 名乗りを上げようじゃないか,"I must admit I, I sampled it and ended up drinking it all.","When it's done, I'll be the first one to show up on the lab."
後ろ向きになって 足の裏を見せて,"All right, turn around, stick your feet up.",Turn around and look at the back of your leg.
彼女は何か僕に 含む所があるんだ。,She's got a thing for me.,She's got something to do with me.
たいていの刑事の服は 味も素っ気もないぞ,Most of you have no taste.,Most detectives' clothes don't taste or lighten up.
一度、味を占めたら 後戻りはできない,"Once you get a taste of that, there's no looking back.","Once you've tasted it, there's no turning back."
あなた自身が 彼が中毒をぶり返す 呼び水になりうると考えたことある?,Have you considered that you yourself could be the catalyst for a relapse?,Have you ever thought that you could be the call he's going to relapse?
当然だ 命の綱だからな,- Don't forget to pick up the water ration. - I'll do that. I'll die if I don't get water.,Of course. It's the line of life.
このバッグを隠せ 俺達の命の綱だからな,"Hide this bag, it's our life insurance.",Hide this bag. It's the key to our lives.
アル・プロウン・タガートの 最後の存命の親戚で タガート博物館を今のまま正確に 保存することを主張している,She's an advocate for preserving the Taggart Museum exactly as it is.,"He claims to be the last living relative of Al prou Tagart, and he claims to keep the Tagart museum exactly as it is now."
命を懸けて人々に伝えてやる,The only way to make people listen is to give our lives.,I'm willing to risk my life to tell people.
君たちは 我々を守るため... 戦ってくれている 命を懸けて だが君たちをヒーローだと 言う者もいれば...,"You have fought for us... protected us, risked your lives... but while a great many people see you as heroes... there are some... who would prefer the word ""vigilantes.""","You're fighting to protect us, risk your life to protect us, but if there are people who say you're heroes..."
サミーンは 証券取引所で命を懸けた,Sameen risked everything at the stock exchange.,Sameen risked her life at the stock exchange.
仕事もなく 生活は厳しい でも息子のためなら 命を投げ出すわ,"I don't have a job and life for me is hard, but I would still die for him, you know.","No job, hard life, but I'm willing to give my life for my son."
力が足りないと 分かっても― 犠牲を払っても― 命を投げ出しても...,"Even when it's not perfect, even if it costs you something, even if it costs you everything.","You know, even if you don't have the power to do what you're asking, even if you're willing to sacrifice, even if you're willing to die..."
奴らのために 命を投げ出そうとしてた,You was willin' to get killed for 'em.,I was willing to give my life for them.
私は部下の命を 預かっている,I'm responsible for these men's lives.,I'm trusting my men's lives.
命を預かった,We own your lives.,I trusted you.
体調が悪い人に 命を預ける気にはなれない,I'm not putting my life in your hands if you're not 100%.,I don't feel like trusting my life to someone that's sick.
お前なんかに 世界や 人類や 自分の命を預けなきゃなんねぇオレ達への見返りがこれかよ,Is this our payback for placing mankind's future and our very survival in your hands?,"This is how we pay our respects to the world, to humanity, to our own."
ここで命を預けてくれないか?,"Could you throw me a bone here, man?",Why don't you just leave your life here?
俺の貞節は、問われるかもしれない。 それで問題にならなければいいなと思ってる。,"loyalty issues going on, and I do not want to end up rn between my fidelity to you and the reality of having to keep my nose clean.",I don't think that's gonna be a problem.
この数キロのかばんは、 数千キロの飛行機と比べると、 問題にならないでしょ? その上貨物としても手荷物としても 重さは、変わらないはずでしょ?,"What difference does a few extra pounds make on a three-ton aircraft, whether that's up above or underneath?","The bag you carry these things doesn't weigh much more than a few thousand-pound plane, does it?"
これ以上問題にならないよう,So you shouldn't have any more... Problems.,I don't want any more trouble.
政府は 喉から手が出るほど あのリストが欲しいんだろ,Your government must be salivating over that list.,The government wants that list as long as they can get their hands out of their throats.
喉から手が出るほど 哀れだね,"Need one, desperately. It's quite sad, really.",You're pathetic enough to get your hands out of your throat.
喧嘩を売る気か,"We gonna fight, Raymond?",You're trying to sell me a fight.
政府に喧嘩を売った 女の発言とは思えないね?,Aren't you the same woman who told the government to kiss her ass a few years ago?,"That doesn't sound like the woman who sold the government a fight, does it?"
何で俺に喧嘩を売ってるんだ? そっちこそ 何で俺に喧嘩を売ってるんだ?,Why you been acting so messed up towards me?,Why are you selling me fights?
嘘で固めるなら もっと上手くやることだ,"You know, for somebody who lies all the time, I'd think you'd be better at it.","If you're gonna lie to me, you're gonna do better."
一回だけで済むだろうって ...そうなると騙し行為の 嘘で固めた人生の始まりだ,"What I hoped would be a one-time event was just the beginning of a life consumed with lies, intrigue and deception.",He said he only had one chance... and it was the beginning of a life of deception and lies.
嘘で固めた人生だな,A life that is a big fat lie.,You've been living a life of lying.
嘘をつくならもっとマシな 嘘をつけ,But you'll have to spin a better story than that if you expect it to get you off the hook.,"If you're going to lie, you're going to have to lie better."
島を出るのならば すべて嘘をつけ,"If you have to go, then you have to lie about everything.","If we're going off the island, we're going to lie about everything."
あのテロ以降 何度俺に嘘をつけば気が済むんだ,"How come every time we've talked since that bomb went off, you lie to me?",How many times have you been lying to me since the attack?
私達はシャンプーのボトルを突っ込んだの 嘘を言うな!,- I fell down on the shampoo ... - You lie!,We got a hot water bottle. Don't lie to me!
俺が死体を見つけた朝のことで 聞きたいことがあるから来いと 俺に嘘を言ったことか? それとも,"Lying and telling me you needed me to come here to answer questions about the morning I found the corpse, or plotting against my boss?",Did you lie to me about the morning I found the body?
嘘を言うな 腹から脳まで切り裂くぞ そして自分の臓物を食わせる,Lie to me again and I'll open you from your belly to your brain and feed you your intestines.,"Don't lie to me, I'm gonna rip your brains out of your belly and make you eat your own."
先日君は私に 嘘八百を並べたくせに 今日は 君のパートナーを助けろと 言うのか?,"You lie to me the other day about everything, and now you expect me to help save your partner.","The other day you tried to line me up with a bunch of lies, and today you're asking me to help your partner?"
"(山里) ""四の五の言ってんじゃねえ""と ""好きだったら好きでね お互い動きなさいよ""と",She basically told them both to make a move if they like each other.,"She said, ""If you like someone, just move along."""
四の五の言わずに働け,"Why don't you shut the fuck up and get back to work, okay?",Work no matter what.
因果応報を示さないとな,"Whatever the play, it has to do double-duty.",We have to show them what we're dealing with.
お前の功徳は因果応報で,What merits and retribution are you looking to?,Your glory is an act of defiance.
因果応報を信じなければな,unless you believe in karma.,If you don't believe in damn well-being.
そんなに固くならないで,Don't be so horrified.,Don't be so hard.
もう彼のガードは 固くなるだろう 何回言わせりゃ気が済む?,How many times I got to say it?,How many times do I have to tell you?
国王によりリヴァランは フレイの領土となった,Riverrun was granted to the Freys by royal decree.,"By the king, Riverrun became Frey's land."
カンザス州が 領土になった時...,--when Kansas became a territory?,When Kansas became a real state...
常識的で足が土を踏んでる。,Sensible girl with her feet on the ground.,It's common sense and it's footing in the dirt.
即、攻撃は無い 先ずは圧力を掛けるだろ?,All they have to do is hint. Vaguely insinuate.,"There won't be an attack. You'll have to put pressure first, right?"
不必要な圧力を 掛ける気じゃないよ 君にね,Just not wanting to put any unnecessary pressure on-- on you.,I'm not going to put unnecessary pressure on you.
もう少しの圧力を掛けてくれ ちょうどいいくらいの,Give me a little more pressure. Just what I need.,Give me a little more pressure. Just enough.
圧巻は、 彼女がすべて世界と共有するために、,"Now the best part, in the interest of sharing everything she can with the world,",To share everything with the world
彼のキャリアも地に落ちました,The nail in the coffin of a career. And Powers kicks his glove.,His career fell into place.
地に落ちた者. . そいつの名は.,"And his name, for ever more, was the Fallen.","The one who fell on the ground, his name was..."
ラングとハッチの2人の将軍が権力を争い ラングが勝利しハッチは地下に潜った,Two generals claim power. Lang wins the war. Hatch hides in the shadows.,The two generals of Lang and the Hatch fought for power when Lang won and the Hatch went underground.
それで、俺たちは地下に潜ったのさ,"So, my team went dark.",So we went underground.
私の所に来たら 地下に潜って,"If they get to me, you're going down, too, remember that.","When you come to me, dive in the basement."
地獄に仏だ,There is a God.,Hell to hell.
地獄に仏とは このことだ,Talk about a Good Samaritan.,This is what hell is going on.
ちょっと、堅くなってる,Maybe they're a little tight.,You're getting a little tense.
そうお堅くなるな,"You're just too tense, man.","It's gonna be tough, isn't it?"
堅くなる必要はない。 全体を解決しようと思うな。,You don't need to come up with the whole solution.,"You don't have to be so hard, you don't have to solve the whole thing."
いつからそんなに 口が堅くなったの?,"Since when, Mr. Blabbermouth?",Since when do you keep your mouth shut?
堪忍袋の緒が切れるぜ,But you're really pushing my buttons.,I'm gonna cut the bullet hole.
高速道路の近くにある会社の ペーパーカンパニーの壁に ぶち当たった,What I got was a wall of shell companies that dead-ends at some corporation off the Dulles Toll Road.,He hit the walls of a shell corporation near the highway.
壁に耳があるのは心得ていたが どうやら庭の植え込みにもある,"I know the walls have ears, but apparently the shrubbery does, too.","I knew there were ears on the walls, but it looks like there's an ear in the garden."
壁に耳ありだ,Walls have ears.,There's ears on the wall.
壁を作って 抑えつけろ,"Create a mental block, repress them.",Make a wall. Hold them down.
心に壁を作るな,Let down the walls.,Don't build walls in your heart.
声を大にして言いたいわ,Maybe I just need to say it out loud.,I want to say it out loud.
今朝は仕事で早く出たので 起こしたくないのもあって 声を掛けていません,"Uh, I left early this morning for work, so I didn't want to wake her up, so I didn't check on her.","I left early this morning, and I didn't want to wake you, but I didn't say anything."
日曜か月曜に会ってる 彼と会話中に 君は声を掛けただろ? ああ,"You met him last Sunday or Monday, we were talking and a guy came to get me.","You were talking to him on Sunday, and you were talking to him?"
絶対に声を掛けて,"No, of course call Ivy.",I want you to talk to me.
立ち上がって声を揃えて宣言するんだ,Standing up and declaring with one voice,You're gonna stand up and say it out loud.
何で声を潜める? 灯りも消えてるし,"Why I should remain silent, and this darkness?",Why can't you hide your voice?
声を立てるなよ,- Hush.,Don't make a sound.
- 声を落とせ,- Keep your voice down.,- Keep your voice down.
シー 声を落として,Shh. Keep your voice down.,Shhh. Shhh. Shhh.
声を落とせ 奴等が来ている,Keep your voice down. They're coming.,Keep your voice down. They're coming.
ええ 声を限りに絶叫してます,Yeah. He's screaming his head off.,"Yeah, he's screaming out loud."
多かれ少なかれ,- More or less.,More or less.
多かれ少なかれな,Some just hide them better than others.,More or less.
多勢に無勢だ,We're outnumbered five to one.,You're outnumbered.
多勢に無勢よ.,We're outnumbered.,You're outnumbered.
多勢に無勢です,They beat us in number.,He's outnumbered.
夢から覚めたように 素晴らしい展望が開けると聞いているが,"I'm told it gives the feeling of great perspective, like waking from a dream.",I've heard you have a wonderful view of yourself as you've woken up from your dreams.
悪夢から覚めたようだわ 信じられない,"Like I just woke up from a nhtmare. It was unbelievable, Ethan.",I feel like I'm waking up from a nightmare. I can't believe it.
その夢が覚めなかったら?,What if you were unable to wake from that dream?,What if that dream doesn't come true?
夢が覚めた,Good feeling's gone.,I'm awake.
エレボールの再建なぞ 夢のまた夢,"If they'd come to me, I might have spared them this disappointment.",It's the restructuring of the Eledor. The restructuring of the dream.
たどり着くことは 決してない その夢の世界に...,We shall never find that lovely land of Might-Have-Been.,We'll never get to that dream world.
- 形の無い夢の世界,- Unconstructed dream space.,- It's an empty dream.
- そうだ、 夢を見たよ,"- Well, you... I was dreaming.","- Yeah, I had a dream."
イカれた、2重の夢を見た,I just had a crazy double dream.,I had a crazy double dream.
気を失っている間 すごく異様な夢を見た,I had the weirdest dream when I was out.,"While I blacked out, I had a very strange dream."
亡くなる二ヶ月ほど前に 母は僕の夢を見た 目を覚ますとここに来て,"A couple months before she died, she had this dream about me, and she... woke up, she came out here and she just started painting this as fast as she could.","A couple of months before she died, she had a dream about me, and when I woke up, I came here."
女王は 夢を見ます 少女が窓に座っています 女王が目を覚ますと 私は そこにいます,"The Queen will dream, that a little girl is sitting on her window sill.","The queen dreams a girl sitting in a window, and when she wakes up, I'll be there."
どんな夢を描いてる?,What do you dream of?,What are you dreaming about?
我々は圧力を受けながら 勢力を結集した 我々が夢を描いていた以上に 成功した,We joined forces under pressure but were successful beyond our wildest dreams,"We've united with pressure, and it's succeeded more than we've dreamed of."
夢を描かなければならなかった時 それを社会の周辺に捨ててしまった,When I had to leave them as dreams,"When I had to draw a dream, I threw it around the world."
反抗し イカれてて 夢を追う,"Rebels, lunatics, dreamers.","Defiance, insanity, chasing dreams."
いつも夢を追う人なら,When your heart is in your dream,You're the one who's always chasing dreams.
エディの邪魔をしたくないし 夢を追って欲しいからって,"She was pregnant, said she didn't want Eddie to deal with the responsibility, wanted him to pursue his music.","I don't want to interrupt Eddie, and I want him to follow his dream."
亡くなった女房が毎夜 夢枕に立つんだ,I have a past wife that comes to me in dreams.,My late wife sits on a pillow every night.
大目玉を食らうよ あのドロイドは困ったやつだ,That little droid's going to cause me a lotta trouble.,That droids are a pain in the ass.
大きなお世話,None of your business.,It's none of your business.
だから大口を叩く前に その事を思い出してね,So keep that in mind before you even think about opening your big mouth.,That's why you have to remember that before you blow your mouth off.
大口を叩いてるけど無害ね,"The guy's got a big mouth, but he's harmless.","It's a big deal, but it's harmless."
それは無理です 聞きましたよ あなたは生化学学会で 大口を叩いて,"I hear you like to get sauced at biochemistry conventions and brag about how you're gonna win the Nobel Prize for the work you're doing here, research that has been entirely funded by my late husbands money.",I can't do that. I heard you're a big fan of biochemistry.
えぇ 大手を振ってね - 銃だ!,"- Yeah, we will.",- Give me a gun!
これは皆さんへの警告です こんな怪物が 大手を振って街中をかっ歩しています,"Let this be a warning to you, ladies and gentlemen, that there are monsters amongst us in the world.","This is a warning to all of you, monsters like this are waving across the street."
先ず 犯罪が大手を振って まかり通る最悪の都市になった,"First off, this is the worst damn city in the world to commit a crime.","First, crime has become the worst city in the city."
大概にして下さい,Come on.,I'm gonna need some time alone.
進歩は大海の一滴,The advance would be a drop in the bucket.,It's just a drop of progress.
彼は店で大盤振る舞いを,He came into that bar. He was waving his money all around.,He's been doing a lot of good work at the store.
1度くらいなら大目に見る トイレ休憩が1回だけ,"Maybe we can have one stop for a coke and a pee, and that's it.",One toilet break.
だから 大目に見て かばってきた そしてリスボンに 惨めな思いもさせてきた,So I tolerate you and I protect you and I let you make Lisbon's life a misery.,"That's why I've taken great care of you, and made Lisbon feel miserable."
大目に見ると言ったわ,You said you'd cut them some slack. I know.,I said I'd tolerate it.
膵臓では第一人者の 鳥井教授が執刀しますので→ 大船に乗ったつもりで いてください。,"Professor Torii, who's considered a pancreatic expert, is your primary surgeon so rest easy and leave it to him.","If you think Professor Torii, the lead surgeon, is on the ship, you shouldn't have to wait."
大丈夫 大船に乗ったつもりでいろ,"It's all right, male. Relax to the max. Take a chill pill.",It's okay. Just pretend you're on a big ship.
天下分け目を収められた 大御所様なれば おわかりのはず,"Your Highness, as the leader of this new realm, I am sure you understand this.","We've got a breakthrough for you, Your Highness. You must understand."
私は 天下晴れて それだけだと思う 私はこれを外務大臣に確認する,I think it is only right and proper that I refer this up to the Foreign Secretary.,I think that's it. I'll check this out with the foreign Minister.
すでにほかの地区で御覧頂いておりますように 「子供の城」プロジェクトは三年前のスタート以来 天井知らずの利益を上げております,"As you can see, since launching the first Kiddie Kastle project three years ago we've had nothing but unencumbered profit margins.","As you've already been watching other districts, the child's castle project has been making a profit without a ceiling since its launch three years ago."
資産価値は天井知らず,"With the rumors of gambling going legal, property values are going through the roof.",Its assets are worth no roof.
彼が死ねば その価値は 天井知らずに上がるわね,"He dies, the prices go through the roof.","If he dies, it'll be worth more than the ceiling."
それができて ぼくは天狗になった,"And then, when I finally got there, it wasn't me anymore.",That's what made me a jerk.
当然だと思うよ。 それで 天狗になるわけでもなく。 性格もいいし アイデアも 豊富だし。,"And you're not stuck up about it, you have a good personality, and tons of good ideas, you work really hard.","I think it's obvious, and it doesn't mean you're a jerk, but you have a good personality and a lot of ideas."
傭兵では太刀打ちできない,They'll beat any mercenary army.,The mercenaries can't beat them.
For there's no man in town half as manly 誰も太刀打ちできない,For there's no man in town half as manly,For there's no man in town half as manly
警察も太刀打ち出来ない,"Maybe way beyond them, too.",The cops can't beat it.
太鼓を叩いて道路を行進して旗をなびかせる,You march down the road banging drums and waving banners?,"They're going to wave along the road, wave the flags."
先月衛生指導員が来て 太鼓判を押して帰った,"Look, we had the county health inspector here last month, and he gave us perfect scores.","Last month, the health teacher came by and pushed his ears off."
わが社も彼に 太鼓判を押すよ,"And the way I feel, my company will underwrite him anytime.",We're going to give him a chance.
しかし、愛のために全てを 放棄した頭のいい女性は、 必然的に自分自身を 見つめ奈落の底へ、 男性や、赤ちゃんでは、 単純に埋められない。,"But a woman with brains who gives up everything for love inevitably finds herself staring into an existential abyss that men, babies and cardio bars simply cannot fill.",But a smart woman who has abandoned all of her love is desperate to look herself to the bottom of a fall that men and babies can't simply bury.
奈落の底まで突き落とされるわ,You will end up at the bottom of a hole.,They're going to push you to the bottom of the fall.
司祭の前で契りを結び,We say our vows in front of the high septon.,We'll join hands in front of the priest.
- それは血で兄弟の契りを結んだんだ,It was a Blood Pact! Like brothers!,- It was blood. It was blood. It was blood.
奥行きがない!,- Depth! I'm lacking depth!,There's no way in!
ケンカしても始まらない,Come on. Now we're not gonna get anywhere fighting.,You can't start a fight.
さっさと立って 外で始末を 付けようじゃないか,"You're gonna get up, and we're gonna settle this outside.",Why don't we just stand up and clean up outside?
安心しな 刑事さん 俺にエディを殺った奴の 始末を付けさせれば− 手間をかけない,"Rest assured, Detective, if I find the person responsible for Eddie's murder, you'll never know.","Don't worry, Detective, if you let me take care of Eddie's killer, it won't be too much trouble."
始末を付けるに十分な,We could pay you to have it cleaned up.,Enough to get rid of it.
やつらが姑息な手を使って 隠した事実さ,They use static electricity to... to mask the changes.,It's the fact that they hid it with their sleazy hands.
俺と向き合ったらどうだ 操り人形で 姑息な手段を使わないで,"Face me like a real man, not with your hand up another's ass like a bloody puppet.","Why don't you just face me, a doll, and not use your slightest breathing."
姑息な連中だよ,"Even for this group, that takes nerve.",They're so full of life.
知ってる? 人生、姿勢を正して真直ぐ 立てと言われた続けた,"Do you know... all my life I've been told to stand up straight, turn out posture, and now...","You know, my whole life, I've been told to stand up straight."
証拠は もう嫌というほど,"Boss, we've already been through all this. I mean, I got no leads;",I hate the evidence.
もし、生きていないなら、 イザベル・ロシェフは遠慮せずに 嫌というほど見せつけてるさ 信じろ、彼は生きている,"If he wasn't, Isabel Rochev wouldn't be so shy about rubbing it in our faces.","If he's not alive, Isabel capable of making him uncomfortable, believe me."
かなり訓練を受けた 嫌というほど,I trained you well.,I've been quite trained. I hate it.
嬉しい悲鳴よ,- Good! So good!,That's a nice scream.
完璧に身柄を奪取 騒ぎも無く 無傷で,"Clean lift. Nothing broken, nothing split.","He's been taken perfectly, clean and intact."
すべて完璧です,The pede looks perfect.,Everything is perfect.
体育館に通ったり、整形手術を せずに、完璧な容姿が手に入る...,To have perfect looks without trips to the gym or plastic surgery,"You don't have to go to a gym, do plastic surgery, get the perfect look..."
早い話が 1943年9月3日... でも完璧じゃなかった,"The point is, September the 3rd, 1943... wasn't perfect.","It was an early one, September 3rd, sure, but it wasn't perfect."
気が合ったんだ 彼女は美しく完璧だった,"We click. She's perfect. She's beautiful, she's smart, she's well-read... she's got an ass like a 20-year-old stripper.",She was beautiful and perfect.
宙に浮く?,- Can you levitate?,"What do you mean, floating?"
逆フラッシュが何かすれば 液体が宙に浮くんだ,"Whenever something happens with the Reverse-Flash, liquid floats in the air.","If the reverse-flash does something, the liquid will float upwards."
宙に浮いてるよ,She's not touching the floor.,It's floating in the sky.
目撃者証言とも合わん モノが宙に舞い...,That wouldn't explain some of the stranger events described by witnesses. Objects suspended in midair...,It doesn't match the witness testimony.
俺らは宇宙を飛んでる,"I can feel it, we're falling through Space, you and me.",We're flying out into space.
宇宙を飛ぶのは 非常に危険だ,Makes flying through space very dangerous.,It's very dangerous to fly out into space.
宇宙を飛んでるわ 完璧な弧を描いて,She flew through space in perfect arcs.,It's flying out into space. It's drawing a perfect compass.
その努力が実を結び 悪の拠点がまた一つ消滅,"It was a textbook operation, Mr. Chairman.",Their efforts have brought about the disappearance of another evil site.
苦労が実を結んだと感じる,"and I say, ""that's good, I have learned.""",It feels like hard work has come to fruition.
私には 寝耳に水の話だ,"I must admit, it's the first I'm hearing of it.",I'm talking about water in my sleep.
丸2日寝食を忘れ 生存者を避難させた,It took two whole days to evacuate everyone. Didn't sleep. We didn't eat.,I forgot to sleep for two whole days and evacuated the survivors.
察しが付くと思うけど 彼は長いこと病気でね,"Well, as you probably know, he's had this for a long time.",He's been sick for a long time.
リサと寸分違わぬ外観に,Make sure she looks exactly like Lisa.,You look so much better than Lisa.
寸暇を惜しんでね,She doesn't stop.,Take your time.
"""射程距離に入った""",I need help! He appears to be held at gunpoint but...,He's in range.
後5分で 山が射程距離に入ります,Saddle Ridge will be in weapons range in five minutes.,The mountains will reach firing range in five minutes.
くしゃみ程度でも ハンカチを持たせるのよ ? 小事は大事? わかりません?,"If they so much as sneeze, they better have a handkerchief.","Even when you're gonna sneeze, you're gonna have to hold a handkerchief, and the small things are important, don't you?"
小耳に挟んだだけ,"Oh,I shouldn't have been listening.",I was just whispering.
小耳に挟みましたよ あなたの大切な秘密も,I've heard the chatter about this private initiative.,I overheard you talking about your precious secret.
小耳に挟んだのさ,- I hear stories.,I overheard you.
あなたの尻を叩くため?,Give you a swift kick in the butt if you need it?,To hit your ass?
"""私の尻を押してくれ""と言ったんだ","He said, 'Pull back, my ass. We just got here. ""","I said, ""Try to push my butt."""
"""私の尻を押してくれ""って どういう意味ですか?","What does that mean, ""Pull back, my ass""?","What do you mean, "" push my ass""?"
奴は気付いてなかった 尻尾を出すのを待ってるんだ,"Clearly, he has no idea.",He didn't see it. He's waiting for a lead.
終に尻尾を出したな,So you're finally revealing your foxtail.,That's the end of it.
感謝するのね CDCが尻拭いをする,Thank God the CDC arrived to do your job for you.,You should thank the CDC to clean up your mess.
あるいは、シモンズの尻拭いを しなきゃ いけないのか・・・ またな?,Or am I gonna have to save Simmons' ass... again?,Or should I clean up Simmons again?
バブル時代に やりたい放題やった 上の連中の尻拭いをするために 俺達は 銀行員になったわけじゃない こんなところで追い出されてみろ,We didn't become bankers to clean up after the mess of the folks at the top who did whatever they pleased during the bubble era. all our efforts will remain unrewarded.,"You know, back in the bubbles, we got to do whatever we wanted to do, but we didn't become bankers to wipe the shit out of these guys."
長く尾を引く彗星も 勇気を取り戻した ピエールの心には 新しい未来の象徵に 思われた,It seemed to him that this dazzling comet was the perfect symbol of what he felt in his compassionate soul which brimmed with the blossom of a new life.,Even the long-tailed comet has gotten the courage to return to the hearts of Pierre a new future.
