source,references,hypothesis,type,lemmatized,idioms_in_sents,freq
Viens. T'es dans la lune.,"[""Come on, you're zoning.""]",Come on. You're in the moon.,idiomatic,viens . il être dans le lune .,['être dans le lune'],53
"- Stan, Stan, t'es dans la lune, hein.","[""-You're a bit out of it, huh?""]","- Stan, Stan, you're over the moon, right.",idiomatic,"- Stan , Stan , lui être dans le lune , hein .",['être dans le lune'],53
Nous offrons le sacrifice du sang Vous êtes dans la lune ou quoi?,"[""We're offering blood sacrifice What are you daydreaming for?""]",We offer the sacrifice of blood Are you in the moon or what?,idiomatic,il offrir le sacrifice de le sang il être dans le lune ou quoi?,['être dans le lune'],53
"Tu es dans la lune, Frank!","[""You weren't there, Frank.""]","You're over the moon, Frank!",idiomatic,"il être dans le lune , Frank !",['être dans le lune'],53
Vous devriez voir comment Will passe les exams les doigts dans le nez.,"['Yes, sir, you ought to see the way Will breezes through these tests.']",You should see how Will passes exams with his fingers in his nose.,idiomatic,il devoir voir comment Will passer le exam le doigt dans le nez .,['le doigt dans le nez'],53
Je suis dans la lune aujourd'hui.,"[""Wow. I'm a space cadet today.""]",I am in the moon today.,idiomatic,il être dans le lune aujourd'hui .,['être dans le lune'],53
"Ils remonteront jusqu'à nous, les doigts dans le nez.",['They will read this one with their eyes closed.'],"They will come up to us, with their fingers in our noses.",idiomatic,"il remonter jusque à il , le doigt dans le nez .",['le doigt dans le nez'],53
"C'est les doigts dans le nez, mec.","[""That's fish in a barrel, dude.""]","That's fingers down, man.",idiomatic,"ce être le doigt dans le nez , mec .",['le doigt dans le nez'],53
"Vous avez oublié, je suis influent à Klingen et que j'ai une peur bleue des pigeons.","[""Well, you only left out that... I'm fluent in Klingon and have a bona fide fear of pigeons.""]","You forgot, I am influential in Klingen and I am scared to death of pigeons.",idiomatic,"il avoir oublier , il être influent à Klingen et que il avoir un peur bleu de le pigeon .",['avoir un peur bleu de'],52
L'autre moitié a une peur bleue de lui.,['The rest... scared to death of that wombat.'],The other half is scared to death of him.,idiomatic,le autre moitié avoir un peur bleu de lui .,['avoir un peur bleu de'],52
Tavares n'aurait pas témoigné car il avait une peur bleue de Donovan.,"[""Tavares wouldn't testify because he was scared stiff of Donovan.""]",Tavares would not testify because he was scared to death of Donovan.,idiomatic,Tavares ne avoir pas témoigner car il avoir un peur bleu de Donovan .,['avoir un peur bleu de'],52
Il a une peur bleue de vous.,"[""He's afraid of you.""]",He is scared to death of you.,idiomatic,il avoir un peur bleu de il .,['avoir un peur bleu de'],52
"C'est samedi, et c'est notre journée de repos. On va pouvoir faire la grasse matinée.","[""It's Saturday, that's our day off and we're gonna get to sleep in.""]","It's Saturday, and it's our day off. We will be able to sleep in.",idiomatic,"ce être samedi , et ce être son journée de repos . on aller pouvoir faire le gras matinée .",['faire le gras matinée'],52
"Je roule sur l'or, ils rament.","[""That's why we drive Benz, they take bus""]","I am rolling in gold, they are rowing.",idiomatic,"il rouler sur le or , il ramer .",['rouler sur le or'],52
"Le public voit en moi une femme, ambitieuse, résolue, prédestinée à rouler sur l'or.","['When the public look at me, they see an ambitious, confident woman, destined to rule over millions.']","The public sees in me a woman, ambitious, determined, predestined to roll in gold.",idiomatic,"le public voir en lui un femme , ambitieux , résouer , prédestiner à rouler sur le or .",['rouler sur le or'],52
Ils ont l'air de rouler sur l'or.,['They must be doing very well.'],They seem to be rolling in gold.,idiomatic,il avoir le air de rouler sur le or .,['rouler sur le or'],52
Comme si on roulait sur l'or !,"[""Haven't we had enough of two-bit prizes?""]",As if we were rolling in gold!,idiomatic,comme si on rouler sur le or !,['rouler sur le or'],52
"Votre ami Reese roule sur l'or, à présent.","[""Your friend Reese... he's in the big time now.""]",Your friend Reese is rolling in money now.,idiomatic,"son ami Reese rouler sur le or , à présent .",['rouler sur le or'],52
"Je vais apprendre à me détendre, à faire la grasse matinée.","[""Yep. I'm going to relax and sleep late.""]","I will learn to relax, to sleep in.",idiomatic,"il aller apprendre à se détendre , à faire le gras matinée .",['faire le gras matinée'],52
J'ai commencé à faire la grasse matinée les dimanches matins.,['I started sleeping in on Sunday mornings.'],I started sleeping in on Sunday mornings.,idiomatic,il avoir commencer à faire le gras matinée le dimanche matin .,['faire le gras matinée'],52
Écoute. Fais la grasse matinée.,['Well... you better sleep late this morning.'],Listen up. Sleep in.,idiomatic,écoute . faire le gras matinée .,['faire le gras matinée'],52
"Eh bien, si c'est uniquement celà, tu peus faire la grasse matinée demain.","[""Well, if that's all it is, you can sleep late tomorrow.""]","Well, if that's all it is, you can sleep in tomorrow.",idiomatic,"eh bien , si ce être uniquement celà , il pouvoir faire le gras matinée demain .",['faire le gras matinée'],52
"Je m'appelle Sydney White, mon pére est plombier, je collectionne les BD et j'ai une peur bleue des ballons en forme d'animaux.","[""My name is Sydney White. My dad's a plumber. I collect comic books and I'm secretly terrified of balloon animals.""]","My name is Sydney White, my father is a plumber, I collect comic books and I'm scared to death of balloon animals.",idiomatic,"il lui appeler Sydney White , son pére être plombier , il collectionner le BD et il avoir un peur bleu de le ballon en forme de animal .",['avoir un peur bleu de'],52
"Ah la vache, j'en ai la chair de poule.",['Oh my God I got goose bumps.'],"Oh boy, I have goosebumps.",idiomatic,"ah le vache , il en avoir le chair de poule .","['ah le vache', 'avoir le chair de poule']",10
