source,references,hypothesis,type,lemmatized,idioms_in_sents,freq
"Cette année, elle peut aller se faire cuire un œuf.",['This year she can go... Blow a balloon.'],"This year, she can go and cook an egg.",idiomatic,"ce année , il pouvoir aller se faire cuire un œuf .",['aller se faire cuire un œuf'],5
"Pour ce qui est de Mme Marko, dites-lui d'aller se faire cuire un oeuf.","['And as for Mrs. Marko, I should tell her to go fry an egg.']","As for Mrs. Marko, tell her to go cook an egg.",idiomatic,"pour ce qui être de madame Marko , dites-luire de aller se faire cuire un œuf .",['aller se faire cuire un œuf'],5
"Merci de ne pas le manger, ça coûte un bras.","[""I didn't have time to make it into anything, and please don't eat it 'cause it cost $55 an ounce.""]","Please don't eat it, it costs an arm and a leg.",idiomatic,"merci de ne pas le manger , ça coûter un bras .",['ça coûter un bras'],5
- ça coûte un bras et une jambe.,['- It costs an arm and leg.'],- it costs an arm and a leg.,idiomatic,- ça coûter un bras et un jambe .,['ça coûter un bras'],5
Ça coûte un bras.,['Seems a little steep.'],It costs an arm and a leg.,idiomatic,ça coûter un bras .,['ça coûter un bras'],5
Mais j'ai pas l'habitude de me prendre un râteau.,"[""I'm not used to being blown off, that's all.""]",But I'm not used to getting raked.,idiomatic,mais il avoir pas le habitude de se prendre un râteau .,['se prendre un râteau'],5
Cette ville entière se noie dans un verre d'eau.,"[""Whole city's going to hell in a handbasket.""]",This entire city is drowning in a glass of water.,idiomatic,ce ville entier se noyer dans un verre de eau .,['se noyer dans un verre de eau'],5
Laisse-la se prendre un râteau.,['Let her learn the hard way.'],Let her take a rake.,idiomatic,laisser il se prendre un râteau .,['se prendre un râteau'],5
Il se noie dans un verre d'eau.,['This man would drown in a glass of water.'],He drowns in a glass of water.,idiomatic,il se noyer dans un verre de eau .,['se noyer dans un verre de eau'],5
On se noie dans un verre d'eau.,['Might we not be creating a storm in a tea cup?'],We are drowning in a glass of water.,idiomatic,on se noyer dans un verre de eau .,['se noyer dans un verre de eau'],5
"Parce que c'est pas ton idée, et Matt se noie dans un verre d'eau, donc ça doit être celle de Caroline.","[""Because it's not your idea, and Matt can't think his way out of a paper bag, so it must be Caroline's.""]","Because it's not your idea, and Matt is drowning in a glass of water, so it must be Caroline's.",idiomatic,"parce que ce être pas son idée , et Matt se noyer dans un verre de eau , donc ça devoir être celui de Caroline .",['se noyer dans un verre de eau'],5
Alors j'ai pris mes cliques et mes claques et je me suis enfui comme un perdu !,['Then I packed my things and ran away like a madman!'],So I grabbed my claws and ran like hell!,idiomatic,alors il avoir prendre son clique et son claque et il se être enfuir comme un perdre !,['prendre son clique et son claque'],5
"Prenez vos cliques et vos claques, partez.",['I want you out of the house.'],"Take your cliques and your claps, leave.",idiomatic,"prendre son clique et son claque , partir .",['prendre son clique et son claque'],5
Prends tes cliques et tes claques et va à Paris.,['Do as I say and head to Paris first thing.'],Take your claws and go to Paris.,idiomatic,prendre son clique et son claque et aller à Paris .,['prendre son clique et son claque'],5
Je n'aime pas te voir manger sur le pouce.,"['When I see you eat like that, I...']",I don't like to see you eating on the run.,idiomatic,il ne aimer pas lui voir manger sur le pouce .,['manger sur le pouce'],5
"Mais je suis d'accord avec l'idée de Gina ""D'aller se faire cuire un œuf.""","['But I\'m going with Gina\'s ""suck an egg"" idea.']","But I agree with Gina's idea of ""Going to get an egg cooked.""",idiomatic,"mais il être de accord avec le idée de Gina "" de aller se faire cuire un œuf . """,['aller se faire cuire un œuf'],5
Je lui ai dit d'aller se faire cuire un oeuf.,['I told him to go fly a kite.'],I told her to go cook an egg.,idiomatic,il lui avoir dire de aller se faire cuire un œuf .,['aller se faire cuire un œuf'],5
J'ai mangé sur le pouce.,['I kinda ate on the run.'],I ate on the run.,idiomatic,il avoir manger sur le pouce .,['manger sur le pouce'],5
"Au lieu de ça, je mangeais sur le pouce et je me rendais à un spectacle amateur de kabuki.","['Instead, I stopped at my favorite sidewalk cafe for a quick bite, and was on my way to some kind of amateur kabuki performance.']","Instead, I ate on the run and went to an amateur kabuki show.",idiomatic,"à le lieu de ça , il manger sur le pouce et il se rendre à un spectacle amateur de kabuki .",['manger sur le pouce'],5
J'ai mangé sur le pouce.,['I kinda ate on the run.'],I ate on the run.,idiomatic,il avoir manger sur le pouce .,['manger sur le pouce'],5
Prends tes cliques et tes claques et va-t'en.,['Pack up your shit and go home.'],Take your cliques and your slaps and go away.,idiomatic,prendre son clique et son claque et va-t'en .,['prendre son clique et son claque'],5
Y a t-il des en-cas à manger sur le pouce ?,['Is there any finger food?'],Are there any snacks to eat on the go?,idiomatic,y avoir il de le en-cas à manger sur le pouce ?,['manger sur le pouce'],5
