source,hypothesis,references,cond,lemmatized,idioms_in_sents,freq
"Je te bats les doigts dans le nez. Si c'est que tu veux, d'accord!
","If that's what you want, that's fine.
","[""I could beat you hands down, but if that's what you want, you can have it!\n""]",1,"il lui battre le doigt dans le nez . si ce être que il vouloir , de accord !",['le doigt dans le nez'],53
"Je penserais que j'y suis arrivée les doigts dans le nez et je le regretterais.
","I'd think I did it with my fingers up my ass and I'd regret it.
","[""I'll think I aced it and I'll live to regret it.\n""]",1,il penser que il y être arriver le doigt dans le nez et il le regretter .,['le doigt dans le nez'],53
"Tu es dans la lune, Frank!
","You're in the moon, Frank!
","[""You weren't there, Frank.\n""]",1,"il être dans le lune , Frank !",['être dans le lune'],53
"Ils remonteront jusqu'à nous, les doigts dans le nez.
","They'll come up to us with their fingers in their noses.
",['They will read this one with their eyes closed.\n'],1,"il remonter jusque à il , le doigt dans le nez .",['le doigt dans le nez'],53
"C'est les doigts dans le nez, mec.
","It's a walk in the park, man.
","[""That's fish in a barrel, dude.\n""]",1,"ce être le doigt dans le nez , mec .",['le doigt dans le nez'],53
"Vous devriez voir comment Will passe les exams les doigts dans le nez.
","You should see how Will goes through the exams with his fingers up his nose.
","['Yes, sir, you ought to see the way Will breezes through these tests.\n']",1,il devoir voir comment Will passer le exam le doigt dans le nez .,['le doigt dans le nez'],53
"Comme si on roulait sur l'or !
","Like we're rolling in money!
","[""Haven't we had enough of two-bit prizes?\n""]",1,comme si on rouler sur le or !,['rouler sur le or'],52
"Écoute. Fais la grasse matinée.
","Get some sleep.
",['Well... you better sleep late this morning.\n'],1,écoute . faire le gras matinée .,['faire le gras matinée'],52
"Je m'appelle Sydney White, mon pére est plombier, je collectionne les BD et j'ai une peur bleue des ballons en forme d'animaux.
","My name is Sydney White, my dad's a plumber, and I collect comic books and I'm scared to death of balloon animals.
","[""My name is Sydney White. My dad's a plumber. I collect comic books and I'm secretly terrified of balloon animals.\n""]",1,"il lui appeler Sydney White , son pére être plombier , il collectionner le BD et il avoir un peur bleu de le ballon en forme de animal .",['avoir un peur bleu de'],52
"Tavares n'aurait pas témoigné car il avait une peur bleue de Donovan.
","FERres wouldn't have testified because he was scared to death of Donovan.
","[""Tavares wouldn't testify because he was scared stiff of Donovan.\n""]",1,Tavares ne avoir pas témoigner car il avoir un peur bleu de Donovan .,['avoir un peur bleu de'],52
"L'autre moitié a une peur bleue de lui.
","The other half is scared to death of him.
",['The rest... scared to death of that wombat.\n'],1,le autre moitié avoir un peur bleu de lui .,['avoir un peur bleu de'],52
"Elle doit être en train de faire la grasse matinée dans la chambre de Jake.
","She's probably sleeping late in Jake's room.
","[""Uh, gee, I guess she's probably still asleep in jake's room.\n""]",1,il devoir être en train de faire le gras matinée dans le chambre de Jake .,"['faire le gras matinée', 'être en train de']",52
"Je roule sur l'or, ils rament.
","I'm rolling in money, they're raring.
","[""That's why we drive Benz, they take bus\n""]",1,"il rouler sur le or , il ramer .",['rouler sur le or'],52
"Votre ami Reese roule sur l'or, à présent.
","Your friend Reese is rolling in money now.
","[""Your friend Reese... he's in the big time now.\n""]",1,"son ami Reese rouler sur le or , à présent .",['rouler sur le or'],52
"Il a une peur bleue de vous.
","He's scared to death of you.
","[""He's afraid of you.\n""]",1,il avoir un peur bleu de il .,['avoir un peur bleu de'],52
"J'ai commencé à faire la grasse matinée les dimanches matins.
","I started sleeping late on Sunday mornings.
",['I started sleeping in on Sunday mornings.\n'],1,il avoir commencer à faire le gras matinée le dimanche matin .,['faire le gras matinée'],52
"Vous avez oublié, je suis influent à Klingen et que j'ai une peur bleue des pigeons.
","You forgot, I'm influential in Kieren and I'm scared to death of pigeons.
","[""Well, you only left out that... I'm fluent in Klingon and have a bona fide fear of pigeons.\n""]",1,"il avoir oublier , il être influent à Klingen et que il avoir un peur bleu de le pigeon .",['avoir un peur bleu de'],52
"C'est samedi, et c'est notre journée de repos. On va pouvoir faire la grasse matinée.
","It's Saturday, and it's our day off, so we can sleep late.
","[""It's Saturday, that's our day off and we're gonna get to sleep in.\n""]",1,"ce être samedi , et ce être son journée de repos . on aller pouvoir faire le gras matinée .",['faire le gras matinée'],52
"Le public voit en moi une femme, ambitieuse, résolue, prédestinée à rouler sur l'or.
","The public sees me as a woman, ambitious, determined, predestined to roll in gold.
","['When the public look at me, they see an ambitious, confident woman, destined to rule over millions.\n']",1,"le public voir en lui un femme , ambitieux , résouer , prédestiner à rouler sur le or .",['rouler sur le or'],52
"Eh bien, si c'est uniquement celà, tu peus faire la grasse matinée demain.
","Well, if that's all it is, you can sleep late tomorrow.
","[""Well, if that's all it is, you can sleep late tomorrow.\n""]",1,"eh bien , si ce être uniquement celà , il pouvoir faire le gras matinée demain .",['faire le gras matinée'],52
"Je vais apprendre à me détendre, à faire la grasse matinée.
","I'm gonna learn to relax, sleep late.
","[""Yep. I'm going to relax and sleep late.\n""]",1,"il aller apprendre à se détendre , à faire le gras matinée .",['faire le gras matinée'],52
"Ils ont l'air de rouler sur l'or.
","They look like they're rolling in money.
",['They must be doing very well.\n'],1,il avoir le air de rouler sur le or .,['rouler sur le or'],52
