source,hypothesis,references,cond,lemmatized,idioms_in_sents,freq
"Ça coûtera un bras de les refaire.
","It'll cost you an arm to fix them.
",['It would cost thousands to redo them.\n'],1,ça coûter un bras de le refaire .,['ça coûter un bras'],5
"Cette année, elle peut aller se faire cuire un œuf.
","This year, she can go suck an egg.
",['This year she can go... Blow a balloon.\n'],1,"ce année , il pouvoir aller se faire cuire un œuf .",['aller se faire cuire un œuf'],5
"Pour ce qui est de Mme Marko, dites-lui d'aller se faire cuire un oeuf.
","As for Mrs. Marko, tell her to go suck an egg.
","['And as for Mrs. Marko, I should tell her to go fry an egg.\n']",1,"pour ce qui être de madame Marko , dites-luire de aller se faire cuire un œuf .",['aller se faire cuire un œuf'],5
"Merci de ne pas le manger, ça coûte un bras.
","Thank you for not eating it, it costs an arm.
","[""I didn't have time to make it into anything, and please don't eat it 'cause it cost $55 an ounce.\n""]",1,"merci de ne pas le manger , ça coûter un bras .",['ça coûter un bras'],5
"- ça coûte un bras et une jambe.
","- It costs an arm and a leg.
",['- It costs an arm and leg.\n'],1,- ça coûter un bras et un jambe .,['ça coûter un bras'],5
"Ça coûte un bras.
","It costs an arm.
",['Seems a little steep.\n'],1,ça coûter un bras .,['ça coûter un bras'],5
"Mais j'ai pas l'habitude de me prendre un râteau.
","But I'm not used to getting hit in the head.
","[""I'm not used to being blown off, that's all.\n""]",1,mais il avoir pas le habitude de se prendre un râteau .,['se prendre un râteau'],5
"Je n'aime pas te voir manger sur le pouce.
","I don't like to see you eat on your thumb.
","['When I see you eat like that, I...\n']",1,il ne aimer pas lui voir manger sur le pouce .,['manger sur le pouce'],5
"Laisse-la se prendre un râteau.
","Let her get hurt.
",['Let her learn the hard way.\n'],1,laisser il se prendre un râteau .,['se prendre un râteau'],5
"Il se noie dans un verre d'eau.
","He drowns in a glass of water.
",['This man would drown in a glass of water.\n'],1,il se noyer dans un verre de eau .,['se noyer dans un verre de eau'],5
"On se noie dans un verre d'eau.
","We drown in a glass of water.
",['Might we not be creating a storm in a tea cup?\n'],1,on se noyer dans un verre de eau .,['se noyer dans un verre de eau'],5
"J'ai mangé sur le pouce.
","I ate on my thumb.
",['I kinda ate on the run.\n'],1,il avoir manger sur le pouce .,['manger sur le pouce'],5
"Alors j'ai pris mes cliques et mes claques et je me suis enfui comme un perdu !
","So I grabbed my clicks and slammed my head and ran like a lost man!
",['Then I packed my things and ran away like a madman!\n'],1,alors il avoir prendre son clique et son claque et il se être enfuir comme un perdre !,['prendre son clique et son claque'],5
"Prenez vos cliques et vos claques, partez.
","Take your buttons and snaps and go.
",['I want you out of the house.\n'],1,"prendre son clique et son claque , partir .",['prendre son clique et son claque'],5
"Prends tes cliques et tes claques et va à Paris.
","Take your people and your clicks and go to Paris.
",['Do as I say and head to Paris first thing.\n'],1,prendre son clique et son claque et aller à Paris .,['prendre son clique et son claque'],5
"Mais je suis d'accord avec l'idée de Gina ""D'aller se faire cuire un œuf.""
","But I agree with Gina's ""go get an egg cooked"" idea.
","['But I\'m going with Gina\'s ""suck an egg"" idea.\n']",1,"mais il être de accord avec le idée de Gina "" de aller se faire cuire un œuf . """,['aller se faire cuire un œuf'],5
"Je lui ai dit d'aller se faire cuire un oeuf.
","I told him to go suck an egg.
",['I told him to go fly a kite.\n'],1,il lui avoir dire de aller se faire cuire un œuf .,['aller se faire cuire un œuf'],5
"Y a t-il des en-cas à manger sur le pouce ?
","Are there any snacks on the thumb?
",['Is there any finger food?\n'],1,y avoir il de le en-cas à manger sur le pouce ?,['manger sur le pouce'],5
"Au lieu de ça, je mangeais sur le pouce et je me rendais à un spectacle amateur de kabuki.
","Instead, I ate on my thumb and went to an amateur show in Corpusuki.
","['Instead, I stopped at my favorite sidewalk cafe for a quick bite, and was on my way to some kind of amateur kabuki performance.\n']",1,"à le lieu de ça , il manger sur le pouce et il se rendre à un spectacle amateur de kabuki .",['manger sur le pouce'],5
"J'ai mangé sur le pouce.
","I ate on my thumb.
",['I kinda ate on the run.\n'],1,il avoir manger sur le pouce .,['manger sur le pouce'],5
"Parce que c'est pas ton idée, et Matt se noie dans un verre d'eau, donc ça doit être celle de Caroline.
","Because it's not your idea, and Matt's drowning in a glass of water, so it must be Caroline's.
","[""Because it's not your idea, and Matt can't think his way out of a paper bag, so it must be Caroline's.\n""]",1,"parce que ce être pas son idée , et Matt se noyer dans un verre de eau , donc ça devoir être celui de Caroline .",['se noyer dans un verre de eau'],5
"Cette ville entière se noie dans un verre d'eau.
","This whole city is drowning in a glass of water.
","[""Whole city's going to hell in a handbasket.\n""]",1,ce ville entier se noyer dans un verre de eau .,['se noyer dans un verre de eau'],5
"Prends tes cliques et tes claques et va-t'en.
","Take your clicks and slaps and walk away.
",['Pack up your shit and go home.\n'],1,prendre son clique et son claque et va-t'en .,['prendre son clique et son claque'],5
